score_qstamp,qstamp,measure,beat,246971_tstamp,831987_tstamp,728901_tstamp,728902_tstamp,728914_tstamp,728915_tstamp,728892_tstamp,728896_tstamp,728897_tstamp,729160_tstamp,728921_tstamp,728922_tstamp,736746_tstamp,736747_tstamp,728930_tstamp,728938_tstamp,728939_tstamp,728934_tstamp,728926_tstamp,728906_tstamp,728910_tstamp,728943_tstamp,728957_tstamp,728951_tstamp
243.5,243.5,123,2.0,466.01,466.01,371.7177,73.43,332.3184,78.7974,512.95,313.6313,97.7218,404.19,501.89,107.3496,513.27,101.7341,452.71,450.45,98.4778,480.49,509.57,444.89,504.69,469.83,490.89,481.29
243.75,243.75,123,2.25,466.385,466.385,371.7178,73.805,332.3199,78.799,513.365,313.6342,97.7227,404.525,502.285,107.3498,513.665,101.7345,453.025,450.825,98.485,480.865,509.945,445.265,505.025,470.205,491.265,481.525
244.0,244.0,123,2.5,466.78,466.78,371.7179,74.18,332.5614,78.92,513.76,313.6371,97.7236,404.9,502.66,107.3501,514.1,101.7348,453.36,451.2,98.54,481.24,510.32,445.62,505.36,470.58,491.6,481.8
244.25,244.25,123,2.75,467.31,467.31,371.718,74.575,332.695,79.0485,514.235,313.64,97.7245,405.275,503.155,107.3503,514.555,101.7352,453.675,451.575,98.542,481.655,510.695,445.995,505.735,470.955,491.975,482.135
244.375,244.375,123,2.875,467.5025,467.5025,371.7181,74.7625,332.8825,79.0548,514.4825,313.6716,97.725,405.4625,503.3425,107.3504,514.7425,101.7353,453.8625,451.7625,98.543,481.8425,510.8825,446.1825,505.9225,471.145,492.1425,482.3025
244.5,244.5,124,1.0,467.69,467.69,371.7181,74.95,333.07,79.09,514.67,313.75,97.7254,405.65,503.56,107.3506,514.93,101.7355,453.99,451.87,98.5439,482.03,511.07,446.37,506.11,471.35,492.33,482.49
244.75,244.75,124,1.25,468.105,468.105,371.7183,75.325,333.3575,79.1266,515.045,313.925,97.7264,405.965,504.105,107.3508,515.365,101.7359,454.3108,452.245,98.5459,482.405,511.425,446.745,506.445,471.765,492.705,482.7381
245.0,245.0,124,1.5,468.5,468.5,371.7184,75.7,333.58,79.1338,515.48,314.3,97.7273,406.34,504.48,107.351,515.74,101.7362,454.64,452.62,98.5479,482.78,511.8,447.12,506.82,472.14,493.04,483.0443
245.25,245.25,124,1.75,468.915,468.915,371.7185,76.075,333.955,79.195,515.875,314.4972,97.7282,406.715,504.975,107.3513,516.135,101.7366,454.895,452.995,98.5499,483.155,512.175,447.495,507.155,472.535,493.415,483.215
245.5,245.5,124,2.0,469.31,469.31,371.7186,76.45,334.33,79.47,516.25,314.5609,97.7291,407.09,505.37,107.3515,516.55,101.7369,455.21,453.37,98.5518,483.59,512.55,447.87,507.53,472.91,493.79,483.59
245.75,245.75,124,2.25,469.845,469.845,371.7187,76.825,334.6813,79.6703,516.725,314.6023,97.73,407.405,505.845,107.3517,517.025,101.7372,455.585,453.677,98.5538,484.005,512.925,448.245,507.905,473.305,494.165,483.965
246.0,246.0,124,2.5,470.22,470.22,371.7188,77.2,334.7002,79.88,517.1,314.6084,97.7309,407.78,506.26,107.352,517.42,101.7376,455.82,454.04,98.5558,484.38,513.28,448.62,508.2,473.7,494.54,484.14
246.25,246.25,124,2.75,470.715,470.715,371.7189,77.615,334.7042,79.9883,517.595,314.6144,97.7318,408.155,506.855,107.3522,517.975,101.7379,456.075,454.415,98.5578,484.755,513.635,448.995,508.575,474.115,494.915,484.275
246.375,246.375,124,2.875,470.9025,470.9025,371.719,77.8025,334.7062,79.994,517.7825,314.6175,97.7323,408.3425,507.0425,107.3523,518.1625,101.7381,456.2625,454.6025,98.5588,484.9425,513.8025,449.1825,508.7425,474.3025,495.1025,484.4625
246.5,246.5,125,1.0,471.09,471.09,371.719,77.99,334.7082,79.9997,517.97,314.65,97.7327,408.53,507.23,107.3525,518.35,101.7383,456.45,454.79,98.5597,485.15,513.99,449.37,508.93,474.49,495.29,484.65
246.75,246.75,125,1.25,471.525,471.525,371.7191,78.365,334.7122,80.1252,518.445,315.025,97.7336,408.905,507.705,107.3527,518.765,101.7386,456.825,455.165,98.5604,485.545,514.365,449.745,509.305,474.865,495.665,485.025
247.0,247.0,125,1.5,471.9,471.9,371.7192,78.72,334.7162,80.1332,518.82,315.4,97.7345,409.26,508.08,107.3529,519.14,101.739,457.18,455.52,98.5609,485.92,514.74,450.12,509.66,475.24,495.86,485.28
247.25,247.25,125,1.75,472.295,472.295,371.7193,79.075,334.7214,80.195,519.195,315.4625,97.7354,409.615,508.515,107.3532,519.535,101.7393,457.475,455.875,98.5614,486.295,515.115,450.495,509.995,475.615,496.235,485.535
247.5,247.5,125,2.0,472.69,472.69,371.7195,79.45,334.7417,80.27,519.6,315.4655,97.7363,409.97,508.93,107.3534,519.97,101.7397,457.79,456.23,98.562,486.67,515.49,450.85,510.37,475.99,496.61,485.79
247.75,247.75,125,2.25,473.065,473.065,371.7196,79.825,334.7453,80.525,520.045,315.4685,97.7373,410.305,509.365,107.3537,520.345,101.745,458.125,456.565,98.5625,487.045,515.865,451.225,510.705,476.385,496.885,486.0345
248.0,248.0,125,2.5,473.54,473.54,371.7197,80.2,334.749,80.74,520.44,315.4714,97.7382,410.68,509.8,107.3539,520.78,101.7729,458.42,456.94,98.563,487.42,516.24,451.6,511.08,476.76,497.26,486.36
248.25,248.25,125,2.75,473.915,473.915,371.7198,80.575,334.7527,81.015,520.895,315.4744,97.7391,411.035,510.255,107.3541,521.215,101.8254,458.735,457.315,98.5635,487.855,516.615,451.975,511.415,477.135,497.635,486.735
248.5,248.5,126,1.0,474.31,474.31,371.7199,80.95,334.7564,81.35,521.27,315.4774,97.74,411.41,510.69,107.3544,521.61,101.85,459.07,457.65,98.564,488.23,516.91,452.35,511.79,477.51,498.01,487.11
248.75,248.75,126,1.25,474.705,474.685,371.7203,81.325,334.765,81.565,521.665,315.525,97.985,411.785,511.125,107.3546,522.005,101.8866,459.445,458.025,98.5645,488.605,517.285,452.685,512.165,477.885,498.385,487.1741
249.0,249.0,126,1.5,475.14,475.14,371.74,81.7,335.04,81.68,522.12,315.84,98.0005,412.16,511.52,107.3549,522.4,101.8938,459.7,458.4,98.565,488.98,517.66,453.06,512.44,478.26,498.56,487.42
249.25,249.25,126,1.75,475.675,475.675,371.9822,82.075,335.415,81.8807,522.555,315.9005,98.001,412.535,512.015,107.3551,522.895,101.9403,460.075,458.715,98.5655,489.395,518.035,453.435,512.815,478.635,498.935,487.715
249.5,249.5,126,2.0,476.07,476.07,371.9884,82.45,335.7375,81.8822,522.93,315.9012,98.0015,412.91,512.47,107.3553,523.27,101.9468,460.3473,459.09,98.566,489.77,518.41,453.81,513.17,479.01,499.31,488.09
249.75,249.75,126,2.25,476.445,476.445,371.9945,82.825,335.7818,81.8837,523.305,315.9018,98.002,413.285,512.865,107.3556,523.665,101.9534,460.545,459.465,98.5665,490.145,518.785,454.185,513.545,479.385,499.685,488.465
250.0,250.0,126,2.5,476.82,476.82,372.04,83.2,335.7838,81.8852,523.68,315.9025,98.0026,413.54,513.24,107.3558,524.04,101.96,460.92,459.8,98.567,490.52,519.16,454.56,513.82,479.76,500.02,488.66
250.25,250.25,126,2.75,477.215,477.215,372.2503,83.635,335.7859,81.8867,524.195,315.9031,98.0031,413.915,513.775,107.3561,524.555,102.275,461.135,460.175,98.5675,490.895,519.535,454.955,514.195,480.135,500.355,489.035
250.5,250.5,127,1.0,477.59,477.59,372.47,84.01,335.7879,81.8882,524.65,315.9038,98.0036,414.29,514.21,107.3563,524.93,102.61,461.51,460.55,98.568,491.27,519.91,455.33,514.57,480.51,500.73,489.19
250.75,250.75,127,1.25,478.125,478.125,372.8406,84.445,335.79,81.8897,525.145,315.9044,98.0041,414.67,514.705,107.3565,525.405,102.8652,461.885,460.925,98.5685,491.745,520.285,455.705,514.945,480.945,501.105,489.465
251.0,251.0,127,1.5,478.52,478.52,373.08,84.82,335.792,81.8912,525.52,315.905,98.0046,415.06,515.1,107.3568,525.78,102.8802,462.26,461.3,98.569,492.12,520.66,456.08,515.32,481.32,501.48,489.84
251.25,251.25,127,1.75,478.935,478.935,373.455,85.195,335.7941,81.8926,525.955,315.9057,98.0051,415.435,515.575,107.357,526.215,102.8834,462.535,461.675,98.5695,492.495,521.035,456.455,515.655,481.695,501.855,490.215
251.5,251.5,127,2.0,479.36,479.36,373.67,85.57,335.7961,81.8941,526.33,315.9063,98.0057,415.81,515.99,107.3573,526.61,102.8867,462.91,462.05,98.57,492.87,521.41,456.83,516.03,482.07,502.21,490.39
251.75,251.75,127,2.25,479.845,479.825,373.885,85.965,335.7982,81.8956,526.785,315.907,98.0062,416.185,516.505,107.3575,527.045,102.89,463.205,462.425,98.5705,493.285,521.785,457.205,516.405,482.445,502.505,490.685
252.0,252.0,127,2.5,480.22,480.2,374.1602,86.34,335.84,81.8971,527.16,315.9076,98.0067,416.56,516.9,107.3577,527.44,102.8932,463.58,462.8,98.571,493.66,522.16,457.58,516.78,482.82,502.88,491.06
252.25,252.25,127,2.75,480.635,480.635,374.161,86.735,336.215,81.8986,527.615,315.9082,98.0072,416.935,517.435,107.358,527.995,102.8965,463.955,463.155,98.5715,494.135,522.535,457.955,517.155,483.255,503.255,491.3839
252.5,252.5,128,1.0,481.01,481.01,374.1619,87.11,336.59,81.93,527.99,315.9089,98.0077,417.31,517.81,107.3582,528.37,102.8997,464.15,463.53,98.572,494.51,522.85,458.27,517.49,483.63,503.57,491.55
252.75,252.75,128,1.25,481.445,481.445,374.1627,87.505,336.8205,82.305,528.445,315.9095,98.0082,417.685,518.245,107.3585,528.765,102.9428,464.525,463.905,98.5726,494.885,523.225,458.645,517.865,484.005,503.925,491.925
253.0,253.0,128,1.5,481.82,481.82,374.1635,87.88,336.8219,82.5069,528.82,315.9102,98.0087,417.98,518.62,107.3587,529.14,102.9492,464.72,464.2,98.5731,495.26,523.6,458.84,518.22,484.38,504.3,492.2429
253.25,253.25,128,1.75,482.195,482.195,374.1643,88.255,336.8233,82.555,529.215,315.9108,98.0093,418.355,519.055,107.3589,529.515,102.9555,465.095,464.575,98.5736,495.635,523.975,459.215,518.535,484.755,504.675,492.275
253.5,253.5,128,2.0,482.64,482.64,374.1652,88.63,336.8247,82.6067,529.63,315.9115,98.0098,418.73,519.47,107.3592,529.89,103.07,465.37,464.8975,98.5741,496.01,524.35,459.59,518.89,485.13,504.97,492.65
253.75,253.75,128,2.25,483.065,483.065,374.166,89.005,336.826,82.6144,530.07,315.9121,98.0103,419.105,519.925,107.3594,530.27,103.445,465.665,465.265,98.5746,496.445,524.725,459.965,519.265,485.505,505.265,493.005
254.0,254.0,128,2.5,483.46,483.46,374.1668,89.38,336.8274,82.72,530.46,315.9127,98.0108,419.48,520.36,107.3597,530.68,103.82,466.04,465.64,98.5751,496.86,525.1,460.34,519.64,485.88,505.64,493.22
254.25,254.25,128,2.75,483.935,483.935,374.1676,89.795,336.8288,82.9085,530.935,315.9134,98.0113,419.855,520.775,107.3599,531.215,103.914,466.3144,466.015,98.5756,497.255,525.475,460.715,520.015,486.335,506.015,493.495
254.5,254.5,129,1.0,484.37,484.37,374.1685,90.17,336.8301,83.03,531.33,315.914,98.0118,420.23,521.23,107.59,531.61,104.17,466.65,466.39,98.5761,497.63,525.85,461.09,520.39,486.71,506.39,493.87
254.75,254.75,129,1.25,484.805,484.805,374.1693,90.565,336.8315,83.205,531.825,315.9147,98.0124,420.605,521.725,107.7813,532.085,104.545,466.985,466.765,98.5766,498.265,526.225,461.445,520.765,487.145,506.765,494.245
255.0,255.0,129,1.5,485.18,485.18,374.1701,90.94,336.8329,83.58,532.2,315.9153,98.0129,420.94,522.12,107.784,532.46,104.88,467.3,467.14,98.5771,498.64,526.6,461.82,521.14,487.52,507.08,494.58
255.25,255.25,129,1.75,485.93,485.93,374.1709,91.315,336.8343,83.795,532.675,315.916,98.0134,421.315,522.575,107.7866,532.875,105.155,467.555,467.515,98.5776,499.035,526.975,462.195,521.515,487.915,507.455,494.955
255.5,255.5,129,2.0,486.31,486.31,374.1718,91.69,336.8356,83.9403,533.15,315.9166,98.0139,421.69,523.09,107.7893,533.3,105.53,467.93,467.89,98.5781,499.41,527.35,462.53,521.89,488.29,507.81,495.21
255.75,255.75,129,2.25,486.685,486.685,374.1726,92.065,336.837,83.9504,533.525,315.9172,98.0144,422.065,523.475,107.792,533.705,105.6485,468.225,468.205,98.5786,499.785,527.725,462.865,522.2245,488.665,508.185,495.4456
256.0,256.0,129,2.5,487.06,487.06,374.1734,92.4,336.8384,83.98,533.9,315.9179,98.0149,422.44,523.9,107.7946,534.08,105.68,468.5,468.52,98.5791,500.14,528.04,463.18,522.46,489.04,508.42,495.46
256.25,256.25,129,2.75,487.435,487.435,374.1742,92.775,336.8398,84.0329,534.375,315.9185,98.0155,422.815,524.415,107.7973,534.455,105.9409,468.875,468.895,98.5796,500.515,528.415,463.555,522.835,489.415,508.795,495.835
256.375,256.375,129,2.875,487.6225,487.6225,374.1746,92.9625,336.9625,84.0425,534.5625,315.9188,98.0157,423.0025,524.6025,107.7986,534.6425,105.9519,469.0625,469.0825,98.5799,500.7025,528.6025,463.7425,523.0025,489.6025,508.9825,495.9678
256.5,256.5,130,1.0,487.81,487.81,374.1751,93.15,337.15,84.23,534.75,315.9192,98.016,423.13,524.79,107.7999,534.83,106.01,469.25,469.27,98.67,500.89,528.77,463.91,523.19,489.79,509.17,496.07
256.75,256.75,130,1.25,488.185,488.185,374.1759,93.525,337.4239,84.565,535.205,315.9198,98.0165,423.505,525.405,107.8291,535.365,106.385,469.445,469.645,99.025,501.265,529.065,464.225,523.545,490.205,509.545,496.445
257.0,257.0,130,1.5,488.64,488.64,374.1767,93.9,337.4378,84.94,535.58,316.18,98.017,423.88,525.8,107.8389,535.8,106.76,469.82,469.98,99.4,501.66,529.44,464.56,523.86,490.58,509.92,496.74
257.25,257.25,130,1.75,489.015,489.015,374.1775,94.255,337.4444,85.315,535.995,316.535,98.0175,424.255,526.175,107.8455,536.175,107.135,470.055,470.355,99.775,502.035,529.815,464.935,524.215,490.955,510.295,497.115
257.5,257.5,130,2.0,489.39,489.39,374.1784,94.63,337.4497,85.67,536.41,316.87,98.018,424.61,526.63,107.8516,536.57,107.51,470.35,470.73,100.15,502.41,530.17,465.29,524.53,491.33,510.61,497.49
257.75,257.75,130,2.25,489.815,489.815,374.1792,95.005,337.455,86.045,536.82,316.985,98.0185,424.985,527.065,107.8578,536.99,107.885,470.685,471.105,100.525,502.81,530.545,465.665,524.905,491.705,510.985,497.805
258.0,258.0,130,2.5,490.22,490.22,374.18,95.38,337.48,86.38,537.24,317.28,98.0191,425.36,527.44,108.1,537.4,108.26,470.96,471.48,100.9,503.2,530.86,466.04,525.28,492.08,511.34,498.18
258.25,258.25,130,2.75,490.655,490.655,374.5028,95.755,337.775,86.775,537.795,317.5252,98.0196,425.735,527.895,108.475,537.915,108.455,471.335,471.915,101.275,503.675,531.235,466.415,525.655,492.575,511.715,498.2505
258.5,258.5,131,1.0,491.07,491.07,374.55,96.15,338.15,87.17,538.17,317.5396,98.09,426.11,528.41,108.85,538.33,108.57,471.67,472.29,101.55,504.09,531.61,466.79,526.03,492.95,512.09,498.35
258.75,258.75,131,1.25,491.625,491.625,374.6609,96.525,338.525,87.565,538.645,317.7269,98.445,426.505,528.965,109.225,538.805,108.945,472.045,472.665,101.8611,504.625,531.985,467.165,526.405,493.365,512.385,498.725
259.0,259.0,131,1.5,492.0,492.0,374.6622,96.9,338.8204,87.94,539.04,317.76,98.4709,426.88,529.34,109.5029,539.18,108.9647,472.28,473.04,101.8675,505.0,532.36,467.44,526.78,493.74,512.76,499.08
259.25,259.25,131,1.75,492.375,492.375,374.6635,97.275,338.8221,88.315,539.415,317.8047,98.555,427.255,529.735,109.514,539.555,108.9697,472.595,473.415,101.8738,505.375,532.735,467.815,527.115,494.115,513.135,499.2182
259.5,259.5,131,2.0,492.83,492.83,374.6647,97.65,338.8239,88.69,539.85,317.8099,98.93,427.63,530.25,109.6825,539.99,108.9746,472.97,473.79,101.88,505.77,533.11,468.19,527.49,494.51,513.51,499.51
259.75,259.75,131,2.25,493.225,493.225,374.666,98.025,338.8256,89.065,540.245,317.8151,99.1656,428.005,530.645,110.005,540.365,108.9795,473.345,474.165,101.8807,506.145,533.425,468.485,527.865,494.885,513.885,499.825
260.0,260.0,131,2.5,493.6,493.6,374.6673,98.4,338.8274,89.44,540.68,317.8267,99.18,428.4,531.04,110.38,540.76,108.982,473.72,474.52,101.8815,506.54,533.8,468.86,528.22,495.32,514.26,500.2
260.25,260.25,131,2.75,493.975,493.975,374.6686,98.775,338.8291,89.775,541.055,318.175,99.4679,428.775,531.435,110.755,541.135,108.9842,473.9679,474.895,101.8822,506.975,534.175,469.235,528.5775,495.695,514.635,500.5609
260.5,260.5,132,1.0,494.48,494.48,374.6699,99.13,338.8309,90.15,541.43,318.55,99.71,429.15,531.99,111.01,541.61,108.9864,474.15,475.27,101.8829,507.38,534.55,469.61,528.91,496.07,515.01,500.63
260.75,260.75,132,1.25,494.985,494.985,374.6711,99.505,338.8326,90.525,541.925,318.8607,100.085,429.545,532.465,111.38,542.105,108.9886,474.505,475.645,101.8837,507.765,534.925,469.985,529.285,496.445,515.385,501.005
261.0,261.0,132,1.5,495.36,495.36,374.6724,99.88,338.8344,90.82,542.3,318.8646,100.2408,429.92,532.84,111.3831,542.48,108.9908,474.8,476.0,101.8844,508.14,535.26,470.36,529.66,496.82,515.76,501.05
261.25,261.25,132,1.75,495.755,495.755,374.6737,100.255,338.8361,91.195,542.755,318.8686,100.2422,430.295,533.215,111.3861,542.875,108.993,475.175,476.375,101.8851,508.535,535.635,470.735,529.975,497.195,516.135,501.095
261.5,261.5,132,2.0,496.13,496.13,374.675,100.63,338.8379,91.57,543.13,318.8725,100.2436,430.67,533.65,111.3891,543.33,108.9952,475.55,476.694,101.8858,508.91,536.01,471.11,530.33,497.59,516.3531,501.47
261.75,261.75,132,2.25,496.52,496.52,374.6763,101.005,338.8396,91.905,543.52,318.8765,100.245,431.045,534.085,111.3921,543.715,108.9974,475.725,477.045,101.8866,509.36,536.385,471.365,530.705,497.965,516.645,501.845
262.0,262.0,132,2.5,496.96,496.96,374.6775,101.34,339.14,92.26,543.98,318.9005,100.2464,431.42,534.5,111.3952,544.12,108.9996,476.08,477.42,101.8873,509.82,536.68,471.74,531.08,498.34,517.02,502.22
262.25,262.25,132,2.75,497.435,497.415,374.6788,101.715,339.515,92.635,544.415,318.9104,100.2478,431.855,534.975,111.3982,544.575,109.0003,476.455,477.795,101.888,510.255,537.055,472.115,531.455,498.715,517.395,502.595
262.5,262.5,133,1.0,497.81,497.81,374.71,102.09,339.89,93.01,544.83,318.9201,100.2492,432.23,535.51,111.55,544.96,109.0007,476.77,478.17,101.8888,510.67,537.43,472.49,531.83,499.09,517.77,502.85
262.75,262.75,133,1.25,498.305,498.305,374.8417,102.465,340.265,93.3825,545.345,318.9252,100.2506,432.645,536.005,111.6618,545.485,109.0011,477.145,478.545,101.8895,511.065,537.805,472.865,532.201,499.465,518.145,503.225
263.0,263.0,133,1.5,498.68,498.68,374.8443,102.84,340.64,93.74,545.74,318.9303,100.252,433.02,536.38,111.6644,545.86,109.0015,477.44,478.92,101.8902,511.44,538.18,473.24,532.5,499.84,518.52,503.54
263.25,263.25,133,1.75,499.115,499.115,374.8469,103.215,341.015,94.075,546.115,318.9353,100.2534,433.395,536.955,111.667,546.255,109.0019,477.815,479.295,101.8909,511.815,538.555,473.615,532.875,500.215,518.775,503.875
263.5,263.5,133,2.0,499.51,499.51,374.8495,103.59,341.39,94.45,546.49,318.9601,100.2548,433.77,537.33,111.6696,546.63,109.0023,477.95,479.63,101.8917,512.19,538.93,473.91,533.25,500.59,519.15,504.25
263.75,263.75,133,2.25,499.945,499.945,374.8521,103.965,341.745,94.825,546.865,318.9622,100.2562,434.145,537.71,111.6722,547.025,109.0027,478.225,480.005,101.8924,512.575,539.305,474.285,533.625,500.965,519.485,504.4471
264.0,264.0,133,2.5,500.32,500.32,374.8547,104.34,341.84,95.18,547.26,318.9643,100.2575,434.52,538.1,111.6748,547.4,109.0031,478.6,480.38,101.8931,512.98,539.6,474.66,534.0,501.34,519.86,504.5
264.25,264.25,133,2.75,500.875,500.875,374.8573,104.715,342.035,95.555,547.915,318.9664,100.2589,434.895,538.715,111.6773,547.795,109.0035,478.975,480.755,101.8939,513.375,539.975,475.035,534.375,501.755,520.215,504.875
264.375,264.375,133,2.875,501.0625,501.0625,374.8586,104.9025,342.2225,95.7425,548.1025,318.9674,100.2596,435.0825,538.9025,111.6786,547.9875,109.0037,479.1225,480.9425,101.8942,513.5625,540.1625,475.2225,534.5285,501.9425,520.4025,504.9746
264.5,264.5,134,1.0,501.25,501.25,374.8599,105.07,342.3201,95.93,548.29,318.9685,100.3403,435.27,539.09,111.6799,548.21,109.0039,479.31,481.13,101.8946,513.79,540.33,475.41,534.67,502.13,520.51,505.13
264.75,264.75,134,1.25,501.745,501.745,374.9202,105.445,342.3236,96.265,548.925,318.9706,100.3501,435.645,539.565,111.8226,548.685,109.0043,479.6631,481.505,101.8953,514.205,540.645,475.785,535.045,502.525,520.865,505.505
265.0,265.0,134,1.5,502.12,502.12,374.9205,105.82,342.327,96.64,549.3,318.9727,100.36,436.02,539.94,111.8268,549.06,109.0047,479.92,481.84,101.896,514.58,541.02,476.12,535.42,502.9,521.24,505.62
265.25,265.25,134,1.75,502.495,502.495,374.9207,106.175,342.3305,97.015,549.675,318.9748,100.4047,436.395,540.315,111.8311,549.435,109.0051,480.295,482.215,101.8968,514.955,541.395,476.495,535.735,503.275,521.615,505.8992
265.5,265.5,134,2.0,502.87,502.87,374.921,106.55,342.334,97.33,550.05,318.9769,100.41,436.77,540.71,111.8353,549.81,109.0055,480.51,482.59,101.8975,515.33,541.77,476.79,536.11,503.65,521.87,506.25
265.75,265.75,134,2.25,503.27,503.27,374.9212,106.925,342.3375,97.705,550.425,318.979,100.4153,437.145,541.21,111.8396,550.285,109.0059,480.885,482.965,101.8982,515.765,542.125,477.125,536.465,504.025,522.245,506.3963
266.0,266.0,134,2.5,503.66,503.66,374.9215,107.3,342.44,98.06,550.8,319.18,100.46,437.52,541.66,112.18,550.66,109.0063,481.02,483.34,101.899,516.14,542.5,477.5,536.84,504.4,522.62,506.72
266.25,266.25,134,2.75,504.095,504.095,374.9217,107.675,342.7819,98.435,551.175,319.555,100.4851,437.895,542.035,112.2142,551.115,109.0067,481.375,483.595,101.8997,516.555,542.875,477.875,537.1587,504.775,522.995,507.0283
266.5,266.5,135,1.0,504.47,504.47,374.922,108.05,342.85,98.79,551.55,319.93,100.4906,438.27,542.43,112.45,551.49,109.0071,481.75,483.97,102.11,516.93,543.15,478.25,537.53,505.15,523.31,507.31
266.75,266.75,135,1.25,505.065,505.065,374.9222,108.445,343.045,99.165,552.105,320.0227,100.496,438.685,543.085,112.825,551.985,109.0075,482.125,484.345,102.4603,517.525,543.525,478.625,537.905,505.545,523.685,507.685
267.0,267.0,135,1.5,505.44,505.44,374.9225,108.82,343.0551,99.5,552.48,320.0262,100.6,439.06,543.46,113.2,552.36,109.0079,482.5,484.68,102.4648,517.9,543.9,479.0,538.24,505.92,524.04,508.0
267.25,267.25,135,1.75,505.835,505.835,374.9227,109.175,343.1091,99.875,552.855,320.0297,100.975,439.435,543.835,113.635,552.735,109.0083,482.6359,485.055,102.4693,518.275,544.275,479.355,538.575,506.295,524.415,508.3039
267.5,267.5,135,2.0,506.23,506.23,374.923,109.55,343.31,100.25,553.23,320.0332,101.35,439.75,544.21,114.01,553.13,109.0087,482.95,485.43,102.4739,518.65,544.65,479.73,538.95,506.67,524.67,508.39
267.75,267.75,135,2.25,506.645,506.645,374.9233,109.905,343.685,100.625,553.605,320.0367,101.725,440.125,544.665,114.485,553.605,109.0091,483.325,485.785,102.4784,519.025,545.025,480.045,539.325,507.045,525.045,508.7605
268.0,268.0,135,2.5,507.02,507.02,374.9235,110.28,344.06,101.0,553.98,320.06,102.1,440.5,545.04,114.86,554.02,109.0095,483.54,486.1,102.72,519.4,545.32,480.42,539.7,507.42,525.4,508.94
268.25,268.25,135,2.75,507.455,507.455,374.9238,110.655,344.435,101.375,554.475,320.435,102.475,440.875,545.515,115.295,554.395,109.0099,483.915,486.475,102.9609,519.815,545.695,480.755,540.075,507.795,525.695,509.235
268.5,268.5,136,1.0,507.85,507.85,374.924,111.01,344.5233,101.69,554.85,320.7401,102.87,441.23,545.94,115.75,554.77,109.0103,484.27,486.85,103.03,520.19,546.07,481.11,540.45,508.17,526.03,509.47
268.75,268.75,136,1.25,508.245,508.265,374.9243,111.385,344.5276,102.045,555.245,320.7406,103.265,441.605,546.365,116.165,555.245,109.0107,484.565,487.165,103.325,520.565,546.385,481.485,540.825,508.545,526.3481,509.765
269.0,269.0,136,1.5,508.62,508.64,374.9245,111.72,344.5318,102.36,555.62,320.7412,103.64,441.98,546.74,116.54,555.62,109.011,484.82,487.54,103.7,521.02,546.74,481.86,541.1,508.92,526.64,509.94
269.25,269.25,136,1.75,509.095,509.095,374.9248,112.095,344.5361,102.735,556.115,320.7417,104.035,442.355,547.195,116.995,556.055,109.0114,485.175,487.875,103.7219,521.395,547.115,482.159,541.475,509.295,527.015,510.295
269.5,269.5,136,2.0,509.47,509.47,374.925,112.45,344.57,103.11,556.49,320.7422,104.43,442.73,547.63,117.41,556.45,109.0118,485.45,488.25,103.7239,521.79,547.43,482.51,541.85,509.67,527.35,510.65
269.75,269.75,136,2.25,509.905,509.905,374.9253,112.825,344.7892,103.465,556.945,320.7427,104.825,443.105,548.065,117.885,556.885,109.0122,485.825,488.545,103.726,522.185,547.805,482.885,542.225,510.065,527.725,511.025
270.0,270.0,136,2.5,510.3,510.3,374.9255,113.2,344.98,103.84,557.32,320.7433,105.2,443.48,548.44,118.28,557.26,109.0126,486.12,488.92,103.728,522.56,548.18,483.24,542.6,510.44,528.02,511.36
270.25,270.25,136,2.75,510.795,510.795,374.9258,113.535,345.355,104.215,557.695,320.7438,105.575,443.855,548.895,118.695,557.635,109.013,486.495,489.295,103.73,522.975,548.555,483.615,542.955,510.815,528.315,511.6268
270.5,270.5,137,1.0,511.19,511.19,374.9261,113.91,345.5204,104.61,558.21,320.7443,106.03,444.25,549.33,119.13,558.03,109.0134,486.79,489.67,103.7321,523.44,548.93,483.99,543.33,511.2,528.69,511.79
270.75,270.75,137,1.25,511.605,511.605,374.9263,114.285,345.521,104.985,558.825,320.7449,106.425,444.625,549.885,119.665,558.545,109.0138,487.125,490.005,103.7341,523.905,549.305,484.405,543.705,511.585,529.065,512.165
271.0,271.0,137,1.5,511.98,511.98,374.9266,114.66,345.5216,105.36,559.2,320.7454,106.8,445.0,550.26,120.04,558.92,109.0142,487.5,490.38,103.7361,524.28,549.68,484.68,544.08,511.96,529.32,512.3
271.25,271.25,137,1.75,512.375,512.375,374.9268,115.015,345.5223,105.695,559.575,320.7459,107.175,445.315,550.635,120.415,559.295,109.0146,487.675,490.755,103.7381,524.655,550.035,485.035,544.335,512.335,529.695,512.575
271.5,271.5,137,2.0,512.81,512.81,374.9271,115.39,345.5229,106.03,559.95,320.7464,107.55,445.69,551.05,120.83,559.67,109.015,488.05,491.13,103.77,525.03,550.41,485.41,544.71,512.71,530.07,512.87
271.75,271.75,137,2.25,513.215,513.215,374.9273,115.765,345.5235,106.405,560.345,320.747,107.94,446.045,551.46,121.265,560.06,109.0154,488.405,491.505,104.145,525.405,550.685,485.765,545.085,513.085,530.385,513.225
