qstamp,tstamp,measure,beat,Tromba 1,Tromba 2,Tromba 3,Timpani,Oboe 1,Oboe 2,Oboe 3,Violin 1,Violin 2,Viola,Soprano 1,Soprano 2,Alto 1,Alto 2,Tenor,Bass,Continuo
99.3333,90.303,25,4.3333,r,r,r,r,G5,E5,B4,r,r,r,F#5,C#5,A4,E4,B3,G3,r
99.6667,90.6061,25,4.6667,r,r,r,r,G5,E5,B4,r,r,r,E5,B4,G4,E4,B3,G3,r
100.0,90.9091,26,1.0,r,r,r,r,G5,E5,A4,C#6,E5,A4,C#5,A4,E4,E4,C#4,A3,A3
100.3333,91.2121,26,1.3333,r,r,r,r,G5,E5,A4,C#6,E5,A4,B4,G4,D4,E4,C#4,A3,A3
100.6667,91.5152,26,1.6667,r,r,r,r,G5,E5,A4,C#6,E5,A4,C#5,A4,E4,E4,C#4,A3,A3
101.0,91.8182,26,2.0,r,r,r,r,G5,E5,A4,C#6,E5,A4,E5,C#5,G4,C#4,A3,E3,A2
101.3333,92.1212,26,2.3333,r,r,r,r,G5,E5,A4,C#6,E5,A4,D5,B4,F#4,C#4,A3,E3,A2
101.6667,92.4243,26,2.6667,r,r,r,r,G5,E5,A4,C#6,E5,A4,E5,C#5,G4,C#4,A3,E3,A2
102.0,92.7273,26,3.0,r,r,r,r,G5,E5,A4,C#6,E5,A4,A5,E5,C#5,C#5,G4,E3,r
102.3333,93.0303,26,3.3333,r,r,r,r,G5,E5,A4,C#6,E5,A4,A5,E5,C#5,D5,A4,F#3,r
102.6667,93.3334,26,3.6667,r,r,r,r,G5,E5,A4,C#6,E5,A4,A5,E5,C#5,C#5,G4,E3,r
103.0,93.6364,26,4.0,r,r,r,r,G5,E5,A4,C#6,E5,A4,C#5,A4,E4,A4,E4,C#4,r
103.3333,93.9394,26,4.3333,r,r,r,r,G5,E5,A4,C#6,E5,A4,C#5,A4,E4,B4,F#4,D4,r
103.6667,94.2425,26,4.6667,r,r,r,r,G5,E5,A4,C#6,E5,A4,C#5,A4,E4,A4,E4,C#4,r
104.0,94.5455,27,1.0,r,r,r,r,F#5,D5,A4,C6,F#5,A4,D5,A4,F#4,F#4,D4,A3,D3
104.3333,94.8485,27,1.3333,r,r,r,r,F#5,D5,A4,C6,F#5,A4,D5,A4,F#4,E4,C#4,G3,D3
104.6667,95.1515,27,1.6667,r,r,r,r,F#5,D5,A4,C6,F#5,A4,D5,A4,F#4,F#4,D4,A3,D3
105.0,95.4545,27,2.0,r,r,r,r,F#5,D5,A4,C6,F#5,A4,A4,F#4,D4,A4,F#4,C4,D2
105.3333,95.7575,27,2.3333,r,r,r,r,F#5,D5,A4,C6,F#5,A4,A4,F#4,D4,G4,E4,B3,D2
105.6667,96.0606,27,2.6667,r,r,r,r,F#5,D5,A4,C6,F#5,A4,A4,F#4,D4,A4,F#4,C4,D2
106.0,96.3636,27,3.0,r,r,r,r,F#5,D5,A4,C6,F#5,A4,F#5,D5,A4,D5,A4,F#3,r
106.3333,96.6666,27,3.3333,r,r,r,r,F#5,D5,A4,C6,F#5,A4,G5,E5,B4,D5,A4,F#3,r
106.6667,96.9697,27,3.6667,r,r,r,r,F#5,D5,A4,C6,F#5,A4,F#5,D5,A4,D5,A4,F#3,r
107.0,97.2727,27,4.0,r,r,r,r,F#5,D5,A4,C6,F#5,A4,D5,A4,F#4,F#4,A3,D3,r
107.3333,97.5757,27,4.3333,r,r,r,r,F#5,D5,A4,C6,F#5,A4,E5,B4,G4,F#4,A3,D3,r
107.6667,97.8788,27,4.6667,r,r,r,r,F#5,D5,A4,C6,F#5,A4,D5,A4,F#4,F#4,A3,D3,r
108.0,98.1818,28,1.0,r,r,r,r,F#5,D5,G4,B5,D5,B4,B4,B4,D4,G4,B3,G3,G3
108.3333,98.4848,28,1.3333,r,r,r,r,F#5,D5,G4,A5,E5,C#5,C#5,A4,D4,G4,B3,G3,G3
108.6667,98.7879,28,1.6667,r,r,r,r,F#5,D5,G4,B5,F#5,D5,D5,B4,D4,G4,B3,G3,G3
108.75,98.8636,28,1.75,r,r,r,r,B4,G4,D4,B5,F#5,D5,D5,B4,D4,G4,B3,G3,G3
109.0,99.0909,28,2.0,r,r,r,r,E5,B4,G4,E5,G5,B4,G4,E4,E4,B4,B3,G2,G2
109.3333,99.3939,28,2.3333,r,r,r,r,E5,B4,G4,F#5,A5,B4,A4,F#4,E4,B4,B3,G2,G2
109.6667,99.697,28,2.6667,r,r,r,r,E5,B4,G4,G5,B5,B4,B4,G4,E4,B4,B3,G2,G2
109.75,99.7727,28,2.75,r,r,r,r,E5,G4,E4,G5,B5,E4,B4,G4,E4,E4,B3,G2,G2
110.0,100.0,28,3.0,r,r,r,r,E5,A4,F#4,A5,C#5,F#4,A4,A4,E4,F#4,C#4,F#3,F#3
110.3333,100.303,28,3.3333,r,r,r,r,E5,A4,F#4,B5,D5,F#4,A4,B4,D4,F#4,C#4,F#3,F#3
110.6667,100.6061,28,3.6667,r,r,r,r,E5,A4,F#4,C#6,E5,F#4,A4,C#5,E4,F#4,C#4,F#3,F#3
110.75,100.6818,28,3.75,r,r,r,r,A4,F#4,C#5,C#6,E5,A3,A4,C#5,E4,G4,C#4,F#3,F#3
111.0,100.9091,28,4.0,r,r,r,r,D5,A4,F#4,D6,F#5,D4,F#4,D5,D4,A4,A3,F#2,F#2
111.3333,101.2121,28,4.3333,r,r,r,r,D5,A4,F#4,C#6,G5,E4,F#4,C#5,D4,A4,A3,F#2,F#2
111.6667,101.5152,28,4.6667,r,r,r,r,D5,A4,F#4,D6,A5,F#4,F#4,D5,D4,A4,A3,F#2,F#2
111.75,101.5909,28,4.75,r,r,r,r,D5,F#4,D4,D6,A5,F#4,F#4,D5,D4,D4,A3,F#2,F#2
112.0,101.8182,29,1.0,r,r,r,r,D5,G4,E4,G5,B4,G4,G4,G4,D4,E4,B3,E3,E3
112.3333,102.1212,29,1.3333,r,r,r,r,D5,G4,E4,A5,C#5,G4,G4,A4,C#4,E4,B3,E3,E3
112.6667,102.4243,29,1.6667,r,r,r,r,D5,G4,E4,B5,D5,G4,G4,B4,D4,E4,B3,E3,E3
112.75,102.5,29,1.75,r,r,r,r,E5,E4,G4,B5,D5,B3,G4,B4,D4,B3,G4,E3,E3
113.0,102.7273,29,2.0,r,r,r,r,C#5,G4,E4,A5,E5,C#4,A4,A4,C#4,C#4,E4,A2,A2
113.3333,103.0303,29,2.3333,r,r,r,r,C#5,G4,E4,B5,D5,B3,A4,B4,C#4,C#4,E4,A2,A2
113.6667,103.3334,29,2.6667,r,r,r,r,C#5,G4,E4,G5,E5,C#4,A4,G4,C#4,C#4,E4,A2,A2
113.75,103.4091,29,2.75,r,r,r,r,C#5,E4,A4,G5,E5,C#4,A4,G4,C#4,E4,E4,A2,A2
114.0,103.6364,29,3.0,r,r,r,r,D5,F#4,A4,F#5,A4,D4,A4,F#4,D4,F#4,D4,D3,D3
114.3333,103.9394,29,3.3333,r,r,r,r,D5,F#4,A4,F#5,A4,D4,A4,E4,D4,F#4,D4,D3,D3
114.6667,104.2425,29,3.6667,r,r,r,r,D5,F#4,A4,F#5,A4,D4,A4,F#4,D4,F#4,D4,D3,D3
114.75,104.3182,29,3.75,r,r,r,r,A4,D4,F#4,F#5,A4,D4,A4,F#4,D4,F#4,D4,D3,D3
115.0,104.5455,29,4.0,r,r,r,r,F#5,D5,D4,r,r,r,A4,D4,D5,F#4,D4,D3,D2
115.3333,104.8485,29,4.3333,r,r,r,r,F#5,D5,E4,r,r,r,A4,E4,D5,F#4,D4,D3,D2
115.6667,105.1515,29,4.6667,r,r,r,r,F#5,D5,F#4,r,r,r,A4,F#4,D5,F#4,D4,D3,D2
116.0,105.4545,30,1.0,r,r,r,r,F#5,D5,G4,r,r,r,r,G4,D5,r,r,r,E3
116.3333,105.7575,30,1.3333,r,r,r,r,G5,E5,B4,r,r,r,r,G4,E5,r,r,r,E3
116.6667,106.0606,30,1.6667,r,r,r,r,F#5,D5,A4,r,r,r,r,G4,D5,r,r,r,E3
117.0,106.3636,30,2.0,r,r,r,r,E5,C#5,G4,r,r,r,r,G4,C#5,r,E4,r,E2
117.3333,106.6666,30,2.3333,r,r,r,r,F#5,D5,G4,r,r,r,r,G4,D5,r,E4,r,E2
117.6667,106.9697,30,2.6667,r,r,r,r,D5,B4,G4,r,r,r,r,G4,B4,r,E4,r,E2
118.0,107.2727,30,3.0,r,r,r,r,C#5,A4,G4,r,r,r,r,r,A4,r,E4,r,F#3
118.3333,107.5757,30,3.3333,r,r,r,r,D5,A4,A4,r,r,r,r,r,A4,r,F#4,r,F#3
118.6667,107.8788,30,3.6667,r,r,r,r,E5,A4,G4,r,r,r,r,r,A4,r,E4,r,F#3
119.0,108.1818,30,4.0,r,r,r,r,A4,F#5,F#4,A5,r,r,r,F#5,A4,r,D4,r,F#2
119.3333,108.4848,30,4.3333,r,r,r,r,A4,F#5,G4,A5,r,r,r,F#5,A4,r,E4,r,F#2
119.6667,108.7879,30,4.6667,r,r,r,r,A4,F#5,E4,A5,r,r,r,F#5,A4,r,C#4,r,F#2
120.0,109.0909,31,1.0,r,r,r,r,r,F#5,D4,A5,r,r,r,F#5,r,r,B3,r,G3
120.3333,109.3939,31,1.3333,r,r,r,r,r,G5,D4,B5,r,r,r,G5,r,r,B3,r,G3
120.6667,109.697,31,1.6667,r,r,r,r,r,F#5,D4,A5,r,r,r,F#5,r,r,B3,r,G3
121.0,110.0,31,2.0,r,r,r,r,r,E5,B4,G5,B4,r,r,E5,B4,G4,B3,r,G2
121.3333,110.303,31,2.3333,r,r,r,r,r,F#5,B4,A5,B4,r,r,F#5,B4,G4,B3,r,G2
121.6667,110.6061,31,2.6667,r,r,r,r,r,D5,B4,F#5,B4,r,r,D5,B4,G4,B3,r,G2
122.0,110.9091,31,3.0,r,r,r,r,r,C#5,B4,E5,B4,r,r,C#5,B4,G4,r,r,A3
122.3333,111.2121,31,3.3333,r,r,r,r,r,C#5,C#5,F#5,C#5,r,r,C#5,C#5,A4,r,r,A3
122.6667,111.5152,31,3.6667,r,r,r,r,r,C#5,B4,G5,B4,r,r,C#5,B4,G4,r,r,A3
123.0,111.8182,31,4.0,r,r,r,r,r,C#5,A4,A5,A4,C#5,r,C#5,A4,F#4,C#4,A3,A2
123.3333,112.1212,31,4.3333,r,r,r,r,r,B4,B4,A5,B4,C#5,r,C#5,B4,G4,C#4,A3,A2
123.6667,112.4243,31,4.6667,r,r,r,r,r,C#5,G4,A5,G4,C#5,r,C#5,G4,E4,C#4,A3,A2
124.0,112.7273,32,1.0,r,r,r,r,r,D5,F#4,D5,F#4,C#5,r,r,F#4,D4,C#4,A3,B3
124.3333,113.0303,32,1.3333,r,r,r,r,r,D5,E4,D5,E4,D5,r,r,E4,D4,D4,B3,B3
124.6667,113.3334,32,1.6667,r,r,r,r,r,D5,F#4,D5,F#4,C#5,r,r,F#4,D4,C#4,A3,B3
125.0,113.6364,32,2.0,r,r,r,r,B4,D5,G4,D5,G4,B4,B4,D5,G4,D4,B3,G3,B2
125.3333,113.9394,32,2.3333,r,r,r,r,B4,C#5,G4,C#5,G4,C#5,B4,D5,G4,D4,C#4,A3,B2
125.6667,114.2425,32,2.6667,r,r,r,r,B4,D5,G4,D5,G4,A4,B4,D5,G4,D4,A3,F#3,B2
126.0,114.5455,32,3.0,r,r,r,r,B4,E5,G4,E5,G4,E5,B4,D5,G4,r,E4,E3,C#4
126.3333,114.8485,32,3.3333,r,r,r,r,C#5,E5,F#4,E5,F#4,E5,C#5,E5,F#4,r,E4,E3,C#4
126.6667,115.1515,32,3.6667,r,r,r,r,B4,E5,G4,E5,G4,r,B4,D5,G4,r,E4,E3,C#4
127.0,115.4545,32,4.0,r,r,r,r,A4,E5,A4,E5,A4,E4,A4,C#5,A4,E4,E4,A2,C#3
127.3333,115.7575,32,4.3333,r,r,r,r,B4,D5,A4,D5,A4,E4,B4,D5,A4,E4,E4,A2,C#3
127.6667,116.0606,32,4.6667,r,r,r,r,G4,E5,A4,E5,r,r,G4,B4,A4,E4,E4,A2,C#3
128.0,116.3636,33,1.0,r,r,r,r,F#4,F#5,A4,F#5,A4,A4,F#4,A4,A4,E4,D4,D4,D3
128.3333,116.6666,33,1.3333,r,r,r,r,G#4,F#5,D4,F#5,A4,A4,G#4,A4,B4,D4,D4,D4,D3
128.6667,116.9697,33,1.6667,r,r,r,r,A4,F#5,E4,r,r,r,A4,A4,C#5,E4,D4,D4,D3
128.75,117.0455,33,1.75,r,r,r,r,A4,E5,E4,r,r,r,A4,A4,C#5,E4,D4,D4,D3
129.0,117.2727,33,2.0,r,r,r,r,B4,D5,F#4,D5,F#4,B4,B4,F#4,D4,F#4,D4,D3,D2
129.3333,117.5757,33,2.3333,r,r,r,r,A4,C#5,E4,D5,F#4,B4,A4,F#4,D4,F#4,E4,D3,D2
129.6667,117.8788,33,2.6667,r,r,r,r,B4,D5,F#4,r,r,r,B4,F#4,D4,F#4,D4,D3,D2
130.0,118.1818,33,3.0,r,r,r,r,G#4,B4,G#4,G#5,E5,B4,D5,B4,D4,F#4,B3,E4,E3
130.3333,118.4848,33,3.3333,r,r,r,r,A4,C#5,E4,G#5,E5,B4,E5,B4,C#4,E4,A3,E4,E3
130.6667,118.7879,33,3.6667,r,r,r,r,B4,D5,F#4,r,r,r,D5,B4,D4,F#4,G#3,E4,E3
130.75,118.8636,33,3.75,r,r,r,r,B4,D5,F#4,r,r,r,D5,B4,D4,F#4,G#3,E4,E3
131.0,119.0909,33,4.0,r,r,r,r,C#5,E5,G#4,E5,C#5,G#4,C#5,G#4,E4,G#4,C#4,E3,E2
131.3333,119.3939,33,4.3333,r,r,r,r,B4,D5,F#4,E5,C#5,G#4,D5,G#4,E4,G#4,D4,E3,E2
131.6667,119.697,33,4.6667,r,r,r,r,C#5,E5,G#4,r,r,r,B4,G#4,E4,G#4,C#4,E3,E2
132.0,120.0,34,1.0,r,r,r,r,A4,C#5,A4,A5,F#5,C#5,A4,C#5,E4,G#4,C#4,F#3,F#3
132.3333,120.303,34,1.3333,r,r,r,r,B4,D5,F#4,A5,F#5,C#5,B4,C#5,D4,F#4,B3,F#3,F#3
132.6667,120.6061,34,1.6667,r,r,r,r,C#5,E5,G#4,r,r,r,C#5,C#5,E4,G#4,A3,F#3,F#3
133.0,120.9091,34,2.0,r,r,r,r,D5,F#5,A4,F#5,D5,A4,D5,A4,F#4,A4,D4,F#2,F#2
133.3333,121.2121,34,2.3333,r,r,r,r,C#5,E5,G#4,F#5,D5,A4,C#5,A4,F#4,A4,D4,F#2,F#2
133.6667,121.5152,34,2.6667,r,r,r,r,D5,F#5,A4,r,r,r,D5,A4,F#4,A4,D4,F#2,F#2
133.75,121.5909,34,2.75,r,r,r,r,D5,F#5,A4,r,r,r,D5,A4,F#4,A4,D4,F#2,F#2
134.0,121.8182,34,3.0,r,r,r,r,B4,D5,B4,B5,D5,G#4,B4,D5,F#4,A4,D4,G#3,G#3
134.3333,122.1212,34,3.3333,r,r,r,r,C#5,E5,G#4,B5,D5,G#4,C#5,D5,E4,G#4,C#4,G#3,G#3
134.6667,122.4243,34,3.6667,r,r,r,r,D5,F#5,A4,r,r,r,D5,D5,F#4,A4,B3,G#3,G#3
134.75,122.5,34,3.75,r,r,r,r,D5,F#5,A4,r,r,r,D5,D5,F#4,A4,B3,G#3,G#3
135.0,122.7273,34,4.0,r,r,r,r,E5,B4,B4,E5,B4,G#4,E5,B4,B3,B4,E4,G#3,G#2
135.3333,123.0303,34,4.3333,r,r,r,r,D5,B4,B4,E5,B4,G#4,D5,B4,B3,B4,E4,G#3,G#2
135.6667,123.3334,34,4.6667,r,r,r,r,E5,B4,B4,r,r,r,E5,B4,B3,B4,E4,G#3,G#2
135.75,123.4091,34,4.75,r,r,r,r,E5,B4,E4,r,r,r,E5,B4,B3,G#4,E4,G#3,G#2
136.0,123.6364,35,1.0,C#6,A5,E5,A2,C#5,A4,E4,A5,E5,C#5,C#5,A4,E4,C#4,A3,A3,A3
136.3333,123.9394,35,1.3333,C#6,A5,E5,A2,C#5,A4,E4,B5,G#5,D5,C#5,A4,E4,C#4,A3,A3,A3
136.5,124.0909,35,1.5,C#6,A5,E5,A2,C#5,A4,E4,B5,G#5,D5,C#5,A4,E4,C#4,A3,A3,A3
136.625,124.2045,35,1.625,C#6,A5,E5,A2,C#5,A4,E4,B5,G#5,D5,C#5,A4,E4,C#4,A3,A3,A3
136.6667,124.2425,35,1.6667,C#6,A5,E5,A2,C#5,A4,E4,C#6,A5,E5,C#5,A4,E4,C#4,A3,A3,A3
136.75,124.3182,35,1.75,C#6,A5,E5,A2,A4,E4,C#5,C#6,A5,E5,C#5,A4,E4,C#4,A3,A3,A3
136.875,124.4318,35,1.875,C#6,A5,E5,A2,A4,E4,C#5,C#6,A5,E5,C#5,A4,E4,C#4,A3,A3,A3
137.0,124.5455,35,2.0,A5,E5,A4,A2,C#5,A4,E4,A5,E5,C#5,C#5,A4,E4,C#4,A3,A2,A2
137.3333,124.8485,35,2.3333,A5,E5,A4,A2,C#5,A4,E4,B5,G#5,D5,C#5,A4,E4,C#4,A3,A2,A2
137.6667,125.1515,35,2.6667,A5,E5,A4,A2,C#5,A4,E4,C#6,A5,E5,C#5,A4,E4,C#4,A3,A2,A2
137.75,125.2273,35,2.75,A5,E5,A4,A2,A4,E4,C#5,C#6,A5,E5,C#5,A4,E4,C#4,A3,A2,A2
138.0,125.4545,35,3.0,r,r,r,r,E5,C#5,A4,A5,E5,C#5,C#5,A4,E4,C#4,A3,G#3,G#3
138.3333,125.7575,35,3.3333,r,r,r,r,E5,C#5,A4,B5,G#5,D5,C#5,A4,E4,C#4,A3,G#3,G#3
138.6667,126.0606,35,3.6667,r,r,r,r,E5,C#5,A4,C#6,A5,E5,C#5,A4,E4,C#4,A3,G#3,G#3
138.75,126.1364,35,3.75,r,r,r,r,C#5,A4,E4,C#6,A5,E5,C#5,A4,E4,C#4,A3,G#3,G#3
139.0,126.3636,35,4.0,r,r,r,r,E5,C#5,A4,A5,E5,C#5,C#5,A4,E4,C#4,A3,G#2,G#2
139.3333,126.6666,35,4.3333,r,r,r,r,E5,C#5,A4,B5,G#5,D5,C#5,A4,E4,C#4,A3,G#2,G#2
139.6667,126.9697,35,4.6667,r,r,r,r,E5,C#5,A4,C#6,A5,E5,C#5,A4,E4,C#4,A3,G#2,G#2
139.75,127.0455,35,4.75,r,r,r,r,C#5,A4,E4,C#6,A5,E5,C#5,A4,E4,C#4,A3,G#2,G#2
140.0,127.2727,36,1.0,r,r,r,r,F#5,C#5,A4,A5,F#5,C#5,C#5,A4,F#4,C#4,A3,F#3,F#3
140.3333,127.5757,36,1.3333,r,r,r,r,F#5,C#5,A4,B5,G#5,G#4,C#5,A4,F#4,C#4,A3,F#3,F#3
140.6667,127.8788,36,1.6667,r,r,r,r,F#5,C#5,A4,C#6,A5,F#4,C#5,A4,F#4,C#4,A3,F#3,F#3
140.75,127.9545,36,1.75,r,r,r,r,C#5,A4,F#4,C#6,A5,F#4,C#5,A4,F#4,C#4,A3,F#3,F#3
141.0,128.1818,36,2.0,r,r,r,r,F#5,C#5,A4,A5,F#5,C#5,C#5,A4,F#4,C#4,A3,F#2,F#2
141.3333,128.4848,36,2.3333,r,r,r,r,F#5,C#5,A4,B5,G#5,G#4,C#5,A4,F#4,C#4,A3,F#2,F#2
141.6667,128.7879,36,2.6667,r,r,r,r,F#5,C#5,A4,C#6,A5,F#4,C#5,A4,F#4,C#4,A3,F#2,F#2
141.75,128.8636,36,2.75,r,r,r,r,C#5,A4,F#4,C#6,A5,F#4,C#5,A4,F#4,C#4,A3,F#2,F#2
142.0,129.0909,36,3.0,r,r,r,r,G#5,C#5,G#4,C#6,G#5,C#5,C#5,G#4,C#4,F4,C#4,F3,F3
142.3333,129.3939,36,3.3333,r,r,r,r,D6,B5,F#4,C#6,G#5,C#5,C#5,G#4,C#4,F4,C#4,F3,F3
142.6667,129.697,36,3.6667,r,r,r,r,C#6,A5,F4,C#6,G#5,C#5,C#5,G#4,C#4,F4,C#4,F3,F3
142.75,129.7727,36,3.75,r,r,r,r,C#6,A5,F4,C#6,G#5,C#5,C#5,G#4,C#4,F4,C#4,F3,F3
143.0,130.0,36,4.0,r,r,r,r,B5,G#5,D5,r,r,r,C#5,G#4,C#4,F4,C#4,F3,F2
143.3333,130.303,36,4.3333,r,r,r,r,A5,F#5,C#5,r,r,r,C#5,G#4,C#4,F4,C#4,F3,F2
143.6667,130.6061,36,4.6667,r,r,r,r,G#5,G#5,B4,r,r,r,C#5,G#4,C#4,F4,C#4,F3,F2
144.0,130.9091,37,1.0,C#6,A5,F#5,A2,F#5,C#5,A4,A4,F#4,C#4,C#5,A4,F#4,C#4,A3,F#3,F#3
144.3333,131.2121,37,1.3333,C#6,A5,F#5,A2,G#5,F5,B4,A4,F#4,C#4,C#5,A4,F#4,C#4,A3,F#3,F#3
144.5,131.3636,37,1.5,C#6,A5,F#5,A2,G#5,F5,B4,A4,F#4,C#4,C#5,A4,F#4,C#4,A3,F#3,F#3
144.625,131.4773,37,1.625,C#6,A5,F#5,A2,G#5,F5,B4,A4,F#4,C#4,C#5,A4,F#4,C#4,A3,F#3,F#3
144.6667,131.5152,37,1.6667,C#6,A5,F#5,A2,A5,F#5,C#5,A4,F#4,C#4,C#5,A4,F#4,C#4,A3,F#3,F#3
144.75,131.5909,37,1.75,C#6,A5,F#5,A2,A5,F#5,C#5,F#4,C#4,A3,C#5,A4,F#4,C#4,A3,F#3,F#3
144.875,131.7045,37,1.875,C#6,A5,F#5,A2,A5,F#5,C#5,F#4,C#4,A3,C#5,A4,F#4,C#4,A3,F#3,F#3
145.0,131.8182,37,2.0,A5,F#5,F#4,A2,F#5,C#5,A4,A4,F#4,C#4,C#5,A4,F#4,C#4,A3,F#2,F#2
145.3333,132.1212,37,2.3333,A5,F#5,F#4,A2,G#5,F5,B4,A4,F#4,C#4,C#5,A4,F#4,C#4,A3,F#2,F#2
145.6667,132.4243,37,2.6667,A5,F#5,F#4,A2,A5,F#5,C#5,A4,F#4,C#4,C#5,A4,F#4,C#4,A3,F#2,F#2
145.75,132.5,37,2.75,A5,F#5,F#4,A2,A5,F#5,C#5,F#4,C#4,A3,C#5,A4,F#4,C#4,A3,F#2,F#2
146.0,132.7273,37,3.0,r,r,r,r,F#5,C#5,A4,C#5,A4,F#4,C#5,A4,F#4,C#4,A3,E3,E3
146.3333,133.0303,37,3.3333,r,r,r,r,G#5,E5,B4,C#5,A4,F#4,C#5,A4,F#4,C#4,A3,E3,E3
146.6667,133.3334,37,3.6667,r,r,r,r,A5,F#5,C#5,C#5,A4,F#4,C#5,A4,F#4,C#4,A3,E3,E3
146.75,133.4091,37,3.75,r,r,r,r,A5,F#5,C#5,A4,F#4,C#4,C#5,A4,F#4,C#4,A3,E3,E3
147.0,133.6364,37,4.0,r,r,r,r,F#5,C#5,A4,C#5,A4,F#4,C#5,A4,F#4,C#4,A3,E3,E2
147.3333,133.9394,37,4.3333,r,r,r,r,G#5,E5,B4,C#5,A4,F#4,C#5,A4,F#4,C#4,A3,E3,E2
147.6667,134.2425,37,4.6667,r,r,r,r,A5,F#5,C#5,C#5,A4,F#4,C#5,A4,F#4,C#4,A3,E3,E2
147.75,134.3182,37,4.75,r,r,r,r,A5,F#5,C#5,A4,F#4,C#4,C#5,A4,F#4,C#4,A3,E3,E2
148.0,134.5455,38,1.0,r,r,r,r,F#5,D5,A4,D5,A4,F#4,D5,A4,F#4,F#4,A3,D4,D3
148.3333,134.8485,38,1.3333,r,r,r,r,G#5,E5,E5,D5,A4,F#4,D5,A4,F#4,F#4,A3,D4,D3
148.6667,135.1515,38,1.6667,r,r,r,r,A5,F#5,D5,D5,A4,F#4,D5,A4,F#4,F#4,A3,D4,D3
148.75,135.2273,38,1.75,r,r,r,r,A5,F#5,D5,A4,F#4,D4,D5,A4,F#4,F#4,A3,D4,D3
149.0,135.4545,38,2.0,r,r,r,r,F#5,D5,A4,D5,A4,F#4,D5,A4,F#4,F#4,A3,D3,D2
149.3333,135.7575,38,2.3333,r,r,r,r,G#5,E5,E5,D5,A4,F#4,D5,A4,F#4,F#4,A3,D3,D2
149.6667,136.0606,38,2.6667,r,r,r,r,A5,F#5,D5,D5,A4,F#4,D5,A4,F#4,F#4,A3,D3,D2
149.75,136.1364,38,2.75,r,r,r,r,A5,F#5,D5,A4,F#4,D4,D5,A4,F#4,F#4,A3,D3,D2
150.0,136.3636,38,3.0,r,r,r,r,A5,E5,A4,E5,A4,E4,A4,A4,E4,G4,E4,C#4,C#3
150.3333,136.6666,38,3.3333,r,r,r,r,A5,E5,A4,B5,G5,D4,A4,A4,E4,G4,E4,C#4,C#3
150.6667,136.9697,38,3.6667,r,r,r,r,A5,E5,A4,A5,F#5,C#4,A4,A4,E4,G4,E4,C#4,C#3
150.75,137.0455,38,3.75,r,r,r,r,A5,E5,A4,A5,F#5,C#4,A4,A4,E4,G4,E4,C#4,C#3
151.0,137.2727,38,4.0,r,r,r,r,r,r,r,G5,E5,B4,A4,A4,E4,G4,E4,C#4,C#2
151.3333,137.5757,38,4.3333,r,r,r,r,r,r,r,F#5,D5,A4,A4,A4,E4,G4,E4,C#4,C#2
151.6667,137.8788,38,4.6667,r,r,r,r,r,r,r,E5,E5,G4,A4,A4,E4,G4,E4,C#4,C#2
152.0,138.1818,39,1.0,D5,A5,F#5,D3,F#5,D5,A4,D5,A4,F#4,F#5,D5,A4,F#4,D4,D4,D4
152.3333,138.4848,39,1.3333,E5,A5,F#5,D3,F#5,D5,A4,E5,C#5,G4,F#5,D5,A4,F#4,D4,D4,D4
152.5,138.6364,39,1.5,E5,A5,F#5,D3,F#5,D5,A4,E5,C#5,G4,F#5,D5,A4,F#4,D4,D4,D4
152.625,138.75,39,1.625,E5,A5,F#5,D3,F#5,D5,A4,E5,C#5,G4,F#5,D5,A4,F#4,D4,D4,D4
152.6667,138.7879,39,1.6667,F#5,A5,F#5,D3,F#5,D5,A4,F#5,D5,A4,F#5,D5,A4,F#4,D4,D4,D4
152.75,138.8636,39,1.75,F#5,A5,F#5,D3,D5,A4,F#4,F#5,D5,A4,F#5,D5,A4,F#4,D4,D4,D4
152.875,138.9773,39,1.875,F#5,A5,F#5,D3,D5,A4,F#4,F#5,D5,A4,F#5,D5,A4,F#4,D4,D4,D4
153.0,139.0909,39,2.0,D5,F#5,A4,D3,F#5,D5,A4,D5,A4,F#4,F#5,D5,A4,F#4,D4,D3,D3
153.3333,139.3939,39,2.3333,E5,F#5,A4,D3,F#5,D5,A4,E5,C#5,G4,F#5,D5,A4,F#4,D4,D3,D3
153.6667,139.697,39,2.6667,F#5,F#5,A4,D3,F#5,D5,A4,F#5,D5,A4,F#5,D5,A4,F#4,D4,D3,D3
153.75,139.7727,39,2.75,F#5,F#5,A4,D3,D5,A4,F#4,F#5,D5,A4,F#5,D5,A4,F#4,D4,D3,D3
154.0,140.0,39,3.0,D5,r,r,r,A5,F#5,D5,D5,A4,F#4,F#5,D5,A4,F#4,D4,C#4,C#4
154.3333,140.303,39,3.3333,E5,r,r,r,A5,F#5,D5,E5,C#5,G4,F#5,D5,A4,F#4,D4,C#4,C#4
154.6667,140.6061,39,3.6667,F#5,r,r,r,A5,F#5,D5,F#5,D5,A4,F#5,D5,A4,F#4,D4,C#4,C#4
154.75,140.6818,39,3.75,F#5,r,r,r,F#5,D5,A4,F#5,D5,A4,F#5,D5,A4,F#4,D4,C#4,C#4
155.0,140.9091,39,4.0,D5,r,r,r,A5,F#5,D5,D5,A4,F#4,F#5,D5,A4,F#4,D4,C#3,C#3
155.3333,141.2121,39,4.3333,E5,r,r,r,A5,F#5,D5,E5,C#5,G4,F#5,D5,A4,F#4,D4,C#3,C#3
