qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,"D, A Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
285.0,194.3182,143,2.0,E-6,r,E-5,B-4,B-4,G4,r,r,r,r,B-3,B-2,r,r,r,r,r,r,r,r
285.25,194.4886,143,2.25,D6,r,D5,B4,G#4,F4,r,r,r,r,B-3,B-2,r,r,r,r,r,r,r,r
285.5,194.6591,143,2.5,r,r,r,r,r,r,F4,F3,D4,D3,B-3,B-2,r,r,r,D6,B-4,G#4,F4,F3
285.875,194.9148,143,2.875,r,r,r,r,r,r,F4,F3,D4,D3,B-3,B-2,r,r,r,D6,B-4,G#4,F4,F3
286.0,195.0,144,1.0,r,r,r,r,r,r,G4,G3,G4,G4,B-3,B-2,r,r,r,E-5,B-4,B-4,G4,G3
286.25,195.1705,144,1.25,r,r,r,r,r,r,D4,G3,G4,G4,B-3,B-2,r,r,r,E-5,B-4,B-4,G4,G3
286.5,195.3409,144,1.5,r,r,r,r,r,r,E-4,G2,G4,G4,B-3,B-2,r,r,r,E-6,B-5,B-3,G3,G2
286.75,195.5114,144,1.75,r,r,r,r,r,r,G#3,G2,G4,G4,B-3,B-2,r,r,r,E-6,B-5,B-3,G3,G2
287.0,195.6818,144,2.0,r,r,r,r,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,r
287.25,195.8523,144,2.25,r,r,r,r,B-4,r,G3,r,r,r,r,r,r,r,r,r,r,r,r,r
287.5,196.0227,144,2.5,r,r,r,r,E-5,r,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r
287.75,196.1932,144,2.75,r,r,r,r,G#4,r,F3,r,r,r,r,r,r,r,r,r,r,r,r,r
288.0,196.3636,145,1.0,r,r,r,r,G#4,r,F3,r,r,r,r,r,r,r,r,r,r,r,r,r
288.25,196.5341,145,1.25,B-5,r,G5,r,G4,G4,E-3,E-3,r,r,r,r,r,r,r,r,r,r,r,r
288.5,196.7045,145,1.5,E-6,r,G5,r,G5,G4,G3,E-3,r,r,r,r,r,r,r,r,r,r,r,r
288.75,196.875,145,1.75,B-5,r,B-5,r,F5,F4,B-3,D3,r,r,r,r,r,r,r,r,r,r,r,r
289.0,197.0455,145,2.0,G#6,r,G#5,r,E-5,E-4,C4,C3,r,r,r,r,r,r,r,r,r,r,r,r
289.25,197.2159,145,2.25,G6,r,G5,r,D5,D4,B-3,B-2,r,r,r,r,r,r,r,r,r,r,r,r
289.5,197.3864,145,2.5,F6,r,F5,r,C5,C4,G#3,G#2,r,r,r,r,r,r,r,r,r,r,r,r
289.75,197.5568,145,2.75,E-6,r,E-5,r,B-4,B-3,G3,G2,r,r,r,r,r,r,r,r,r,r,r,r
290.0,197.7273,146,1.0,E-6,E-6,A5,E-5,A4,A3,F#3,F#2,r,r,B-3,B-2,r,r,r,r,r,r,r,r
290.5,198.0682,146,1.5,D6,D6,B-5,D5,B-4,B-3,F3,F2,D4,D3,B-3,B-2,r,r,r,r,r,r,r,r
291.0,198.4091,146,2.0,D6,D6,D6,B-5,D5,B-4,F3,F2,r,r,B-3,B-2,r,r,r,r,r,r,r,r
291.5,198.75,146,2.5,C6,C6,C6,G5,C5,G4,E3,E2,G4,G4,B-3,B-2,r,r,r,r,r,r,r,r
292.0,199.0909,147,1.0,C6,C6,C6,G5,C5,G4,E3,E2,r,r,B-3,B-2,r,r,r,r,r,r,r,r
292.5,199.4318,147,1.5,B-5,B-5,B-5,D5,B-4,D4,F3,F2,F4,F4,B-3,B-2,r,r,r,r,r,r,r,r
293.0,199.7727,147,2.0,G6,B-5,B-5,D5,B-4,D4,F3,F2,r,r,D4,B-3,r,r,r,r,r,r,r,r
293.5,200.1136,147,2.5,F6,C6,C6,E-5,C5,E-4,F4,F3,A3,A2,E-4,C4,A4,A3,A2,E-6,A4,C5,F3,F2
293.75,200.2841,147,2.75,r,A5,A5,C5,A4,C4,r,r,A3,A2,C4,F3,A4,A3,A2,E-6,A4,C5,F3,F2
294.0,200.4545,148,1.0,r,r,r,r,r,r,r,r,r,r,B-3,B-2,r,r,r,E-6,A5,C5,F#3,F#2
294.25,200.625,148,1.25,E-5,E-5,E-5,E-4,E-5,E-4,E-3,E-3,r,r,B-3,B-2,r,r,r,E-6,A5,C5,F#3,F#2
294.5,200.7955,148,1.5,D6,D6,D6,D5,D6,D5,D4,D4,D4,D3,B-3,B-2,D5,D4,D3,D6,B-5,B-4,F3,F2
295.0,201.1364,148,2.0,r,r,r,r,r,r,r,r,r,r,B-3,B-2,D5,D4,D3,D6,D5,B-4,F3,F2
295.25,201.3068,148,2.25,D5,D5,D5,D4,D5,D4,D3,D3,r,r,B-3,B-2,D5,D4,D3,D6,D5,B-4,F3,F2
295.5,201.4773,148,2.5,C6,C6,C6,C5,C6,C5,C4,C4,G4,G4,B-3,B-2,r,r,r,C6,G5,G4,E3,E2
296.0,201.8182,149,1.0,r,r,r,r,r,r,r,r,r,r,B-3,B-2,r,r,r,C6,C5,G4,E3,E2
296.25,201.9886,149,1.25,C5,C5,C5,C4,C5,C4,C3,C3,r,r,B-3,B-2,r,r,r,C6,C5,G4,E3,E2
296.5,202.1591,149,1.5,B-5,B-5,B-5,B-4,B-5,B-4,B-3,B-3,F4,F4,B-3,B-2,D5,D4,D3,B-5,F5,D4,F3,F2
297.0,202.5,149,2.0,G6,G6,G5,G4,G5,G4,D4,D4,r,r,D4,B-3,D5,D4,D3,B-5,F5,D4,D4,F2
297.5,202.8409,149,2.5,F6,F6,F5,F4,F5,F4,E-4,E-4,F4,F4,E-4,C4,A4,A4,A2,C6,C5,E-4,E-4,F2
297.75,203.0114,149,2.75,A5,A5,A5,A4,A4,A3,C4,C4,F4,F4,C4,F3,A4,A4,A2,A5,F5,C4,C4,F2
298.0,203.1818,150,1.0,B-5,B-5,B-5,B-4,B-4,B-3,B-2,B-1,D4,D3,B-3,B-2,D4,D4,D3,B-5,B-4,B-3,B-2,B-1
298.5,203.5227,150,1.5,B-5,B-5,B-5,B-4,B-4,B-3,B-2,B-1,r,r,B-3,B-2,r,r,r,B-4,B-3,B-3,B-2,B-1
298.875,203.7784,150,1.875,B-5,B-5,B-5,B-4,B-4,B-3,B-2,B-1,r,r,B-3,B-2,r,r,r,B-4,B-3,B-3,B-2,B-1
299.0,203.8636,150,2.0,B-5,B-5,B-5,B-4,B-4,B-3,B-2,B-1,r,r,B-3,B-2,r,r,r,D5,D4,B-3,B-2,B-1
299.5,204.2045,150,2.5,B-5,B-5,B-5,B-4,B-4,B-3,B-2,B-1,r,r,B-3,B-2,r,r,r,D5,D4,B-3,B-2,B-1
299.875,204.4602,150,2.875,B-5,B-5,B-5,B-4,B-4,B-3,B-2,B-1,r,r,B-3,B-2,r,r,r,D5,D4,B-3,B-2,B-1
300.0,204.5455,151,1.0,D6,D6,D6,D5,D5,D4,D3,D2,D4,D3,D4,D3,D5,D4,D3,D5,D4,D4,D3,D2
300.5,204.8864,151,1.5,D6,D6,D6,D5,D5,D4,D3,D2,r,r,D4,D3,r,r,r,D5,D4,D4,D3,D2
300.875,205.142,151,1.875,D6,D6,D6,D5,D5,D4,D3,D2,r,r,D4,D3,r,r,r,D5,D4,D4,D3,D2
301.0,205.2273,151,2.0,D6,D6,D6,D5,D5,D4,D3,D2,r,r,D4,D3,r,r,r,F5,F4,D4,D3,D2
301.5,205.5682,151,2.5,D6,D6,D6,D5,D5,D4,D3,D2,r,r,D4,D3,r,r,r,F5,F4,D4,D3,D2
301.875,205.8239,151,2.875,D6,D6,D6,D5,D5,D4,D3,D2,r,r,D4,D3,r,r,r,F5,F4,D4,D3,D2
302.0,205.9091,152,1.0,F6,F6,F5,F4,F5,F4,F3,F2,D4,D3,F4,F3,D5,D4,D3,F5,F4,F4,F3,F2
302.5,206.25,152,1.5,F6,F6,F5,F4,F5,F4,F3,F2,r,r,F4,F3,r,r,r,F5,F4,F4,F3,F2
302.875,206.5057,152,1.875,F6,F6,F5,F4,F5,F4,F3,F2,r,r,F4,F3,r,r,r,F5,F4,F4,F3,F2
303.0,206.5909,152,2.0,F6,F6,F5,F4,F5,F4,F3,F2,r,r,F4,F3,r,r,r,B-5,B-4,F4,F3,F2
303.5,206.9318,152,2.5,F5,F5,F5,F4,F5,F4,F3,F2,r,r,F4,F3,r,r,r,B-5,B-4,F4,F3,F2
303.875,207.1875,152,2.875,F5,F5,F5,F4,F5,F4,F3,F2,r,r,F4,F3,r,r,r,B-5,B-4,F4,F3,F2
304.0,207.2727,153,1.0,B-5,B-5,B-5,B-4,B-5,B-4,B-3,B-2,D4,D3,B-3,B-2,D5,D4,D3,B-5,B-4,B-4,B-3,B-2
304.5,207.6136,153,1.5,B-5,B-5,B-5,B-4,B-5,B-4,B-3,B-2,r,r,B-3,B-2,r,r,r,B-5,B-4,B-4,B-3,B-2
304.875,207.8693,153,1.875,B-5,B-5,B-5,B-4,B-5,B-4,B-3,B-2,r,r,B-3,B-2,r,r,r,B-5,B-4,B-4,B-3,B-2
305.0,207.9545,153,2.0,D6,D6,D6,D5,D5,D4,D4,D3,D4,D3,D4,D3,D5,D4,D3,D6,D5,D5,D4,D3
305.5,208.2955,153,2.5,D6,D6,D6,D5,D5,D4,D4,D3,r,r,D4,D3,r,r,r,D6,D5,D5,D4,D3
305.875,208.5511,153,2.875,D6,D6,D6,D5,D5,D4,D4,D3,r,r,D4,D3,r,r,r,D6,D5,D5,D4,D3
306.0,208.6364,154,1.0,F6,F6,F5,F5,F5,F4,F4,F3,D4,D3,F4,F3,D5,D4,D3,F6,F5,F5,F4,F3
306.5,208.9773,154,1.5,B-5,B-5,B-5,B-4,B-5,B-4,B-3,B-2,r,r,B-3,B-2,r,r,r,B-5,B-5,B-4,B-3,B-2
306.875,209.233,154,1.875,B-5,B-5,B-5,B-4,B-5,B-4,B-3,B-2,r,r,B-3,B-2,r,r,r,B-5,B-5,B-4,B-3,B-2
307.0,209.3182,154,2.0,D6,D6,D6,D5,D6,D5,D4,D3,D4,D3,D4,D3,D5,D4,D3,D6,D6,D5,D4,D3
307.5,209.6591,154,2.5,F5,F5,F5,F4,F5,F4,F3,F2,r,r,F3,F2,r,r,r,F5,F5,F4,F3,F2
307.875,209.9148,154,2.875,F5,F5,F5,F4,F5,F4,F3,F2,r,r,F3,F2,r,r,r,F5,F5,F4,F3,F2
308.0,210.0,155,1.0,B-5,B-5,B-5,B-4,B-5,B-4,B-3,B-2,D4,D3,B-3,B-2,D5,D4,D3,B-5,B-5,B-4,B-3,B-2
308.5,210.3409,155,1.5,D6,D6,D5,D4,D5,D4,D3,D2,r,r,D4,D3,r,r,r,D5,D5,D4,D3,D2
308.875,210.5966,155,1.875,D6,D6,D5,D4,D5,D4,D3,D2,r,r,D4,D3,r,r,r,D5,D5,D4,D3,D2
309.0,210.6818,155,2.0,F6,F6,F5,F4,F5,F4,F3,F2,D4,D3,F4,F3,D5,D4,D3,F5,F5,F4,F3,F2
309.5,211.0227,155,2.5,B-5,B-5,B-5,B-4,B-4,B-3,B-2,B-1,r,r,B-3,B-2,r,r,r,B-4,B-4,B-3,B-2,B-1
309.875,211.2784,155,2.875,B-5,B-5,B-5,B-4,B-4,B-3,B-2,B-1,r,r,B-3,B-2,r,r,r,B-4,B-4,B-3,B-2,B-1
310.0,211.3636,156,1.0,D6,D6,D6,D5,D5,D4,D3,D2,D4,D3,D4,D3,D5,D4,D3,D5,D5,D4,D3,D2
310.5,211.7045,156,1.5,F5,F5,F5,F5,F5,F4,F3,F2,r,r,F3,F2,r,r,r,F4,F4,F3,F2,F1
310.875,211.9602,156,1.875,F5,F5,F5,F5,F5,F4,F3,F2,r,r,F3,F2,r,r,r,F4,F4,F3,F2,F1
311.0,212.0455,156,2.0,B-5,B-5,B-5,B-5,B-5,B-4,B-3,B-2,D4,D3,B-3,B-2,D5,D4,D3,B-4,B-4,B-3,B-2,B-1
311.5,212.3864,156,2.5,D5,D5,D5,D5,D5,D4,D3,D2,r,r,D4,D3,r,r,r,D4,D4,D3,D2,D1
311.875,212.642,156,2.875,D5,D5,D5,D5,D5,D4,D3,D2,r,r,D4,D3,r,r,r,D4,D4,D3,D2,D1
312.0,212.7273,157,1.0,F5,F5,F5,F5,F5,F4,F3,F2,D4,D3,F4,F3,D5,D4,D3,F4,F4,F3,F2,F1
312.5,213.0682,157,1.5,B-4,B-4,B-4,B-4,B-4,B-3,B-2,B-1,r,r,B-3,B-2,r,r,r,B-3,B-3,B-3,B-2,B-1
312.875,213.3239,157,1.875,B-4,B-4,B-4,B-4,B-4,B-3,B-2,B-1,r,r,B-3,B-2,r,r,r,B-3,B-3,B-3,B-2,B-1
313.0,213.4091,157,2.0,B-5,B-5,B-5,B-5,B-5,B-4,B-3,B-2,D4,D3,B-3,B-2,D5,D4,D3,B-4,B-4,B-4,B-3,B-2
313.5,213.75,157,2.5,B-4,B-4,B-4,B-4,B-4,B-3,B-2,B-1,r,r,B-3,B-2,r,r,r,B-3,B-3,B-3,B-2,B-1
313.875,214.0057,157,2.875,B-4,B-4,B-4,B-4,B-4,B-3,B-2,B-1,r,r,B-3,B-2,r,r,r,B-3,B-3,B-3,B-2,B-1
314.0,214.0909,158,1.0,B-5,B-5,B-5,B-5,B-5,B-4,B-3,B-2,D4,D3,B-3,B-3,D4,D4,D3,B-5,B-5,B-4,B-3,B-2
315.875,215.3693,158,2.875,B-5,r,B-5,r,B-5,B-4,B-3,B-2,r,r,r,r,r,r,r,B-4,B-4,B-4,B-3,B-2
316.0,215.4545,159,1.0,B-4,r,B-4,r,B-4,B-3,B-2,B-1,r,r,r,r,r,r,r,B-3,B-3,B-3,B-2,B-1
317.875,216.733,159,2.875,B-4,r,B-4,r,B-4,B-3,B-2,B-1,r,r,r,r,r,r,r,B-3,B-3,B-3,B-2,B-1
318.0,216.8182,160,1.0,A4,r,A4,r,A4,A3,A2,A2,r,A3,r,r,r,r,r,A3,A3,A3,A2,A2
319.0,217.5,160,2.0,r,r,r,r,r,r,r,r,r,A3,r,r,A3,A3,A2,r,A3,r,r,r
320.0,218.1818,161,1.0,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,A3,r,r,r
321.0,218.8636,161,2.0,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,A3,r,r,r
322.0,219.5455,162,1.0,r,r,r,r,r,r,r,r,E4,A3,r,r,r,r,r,r,E4,r,E3,r
323.0,220.2273,162,2.0,r,r,r,r,r,r,r,r,E4,A3,r,r,r,r,r,r,E4,r,E3,r
324.0,220.9091,163,1.0,r,r,r,r,r,r,r,r,E4,A3,r,r,r,r,r,r,E4,r,E3,r
325.0,221.5909,163,2.0,r,r,r,r,r,r,r,r,E4,A3,r,r,r,r,r,r,E4,r,E3,r
325.875,222.1875,163,2.875,r,r,r,r,r,r,r,r,E4,A3,r,r,r,r,r,E5,E4,r,E3,r
326.0,222.2727,164,1.0,r,r,r,r,A4,r,r,r,E4,A3,r,r,r,r,r,A4,E4,r,E3,r
327.0,222.9545,164,2.0,r,r,r,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,E4,r,E3,r
327.875,223.5511,164,2.875,r,r,r,r,A4,r,r,r,E4,A3,r,r,r,r,r,A4,E4,r,E3,r
328.0,223.6364,165,1.0,r,r,r,r,A4,r,r,r,E4,A3,r,r,r,r,r,E4,E4,r,E3,r
329.0,224.3182,165,2.0,r,r,r,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,E4,r,E3,r
329.875,224.9148,165,2.875,r,r,r,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,E4,E4,E3,E2
330.0,225.0,166,1.0,r,r,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,E4,A3,E3,A1
331.0,225.6818,166,2.0,r,r,E5,r,A4,r,r,r,E4,A3,r,r,A3,A3,A2,r,E4,r,E3,r
332.0,226.3636,167,1.0,r,r,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,E4,r,E3,r
333.0,227.0455,167,2.0,r,r,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,E4,r,E3,r
333.875,227.642,167,2.875,r,r,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,A5,E4,r,E3,r
334.0,227.7273,168,1.0,r,A5,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,E5,E4,r,E3,r
335.0,228.4091,168,2.0,r,A5,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,E4,r,E3,r
335.875,229.0057,168,2.875,r,A5,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,E5,E4,r,E3,r
336.0,229.0909,169,1.0,r,A5,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,A4,E4,r,E3,r
337.0,229.7727,169,2.0,r,A5,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,E4,r,E3,r
337.875,230.3693,169,2.875,r,A5,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,E4,E4,E3,E2
338.0,230.4545,170,1.0,r,A5,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,E4,A3,E3,A1
338.1667,230.5682,170,1.1667,r,A5,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,A4,A3,A3,A1
338.3333,230.6818,170,1.3333,r,A5,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,A4,A3,A3,A1
338.5,230.7955,170,1.5,r,A5,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,A4,A3,A3,A1
338.6667,230.9091,170,1.6667,r,A5,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,A4,A3,A3,A1
338.8333,231.0227,170,1.8333,r,A5,E5,r,A4,r,r,r,E4,A3,r,r,r,r,r,r,A4,A3,A3,A1
339.0,231.1364,170,2.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,D4,D4,D3,r,A4,A3,A3,F#2
340.0,231.8182,171,1.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,r,A4,r,A3,r
341.0,232.5,171,2.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,r,A4,r,A3,r
341.875,233.0966,171,2.875,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,A5,A4,r,A3,r
342.0,233.1818,172,1.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,D5,A4,r,A3,r
343.0,233.8636,172,2.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,r,A4,r,A3,r
343.875,234.4602,172,2.875,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,D5,A4,r,A3,r
344.0,234.5455,173,1.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,A4,A4,r,A3,r
345.0,235.2273,173,2.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,r,A4,r,A3,r
345.75,235.7386,173,2.75,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,r,A4,r,A3,A2
345.875,235.8239,173,2.875,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,r,A4,A3,A3,A2
346.0,235.9091,174,1.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,r,A4,F#3,A3,F#1
347.0,236.5909,174,2.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,D4,D4,D3,r,A4,A4,A3,F#3
348.0,237.2727,175,1.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,r,A4,r,A3,r
349.0,237.9545,175,2.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,r,A4,r,A3,r
349.875,238.5511,175,2.875,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,D6,A4,r,A3,r
350.0,238.6364,176,1.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,A5,A4,r,A3,r
351.0,239.3182,176,2.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,r,A4,r,A3,r
351.875,239.9148,176,2.875,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,A5,A4,r,A3,r
352.0,240.0,177,1.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,D5,A4,r,A3,r
353.0,240.6818,177,2.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,r,A4,r,A3,r
353.875,241.2784,177,2.875,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,r,A4,A4,A3,A2
354.0,241.3636,178,1.0,D6,A5,D5,r,A4,r,A3,F#3,D4,A3,D4,D3,r,r,r,r,A4,F#3,A3,F#1
355.0,242.0455,178,2.0,D6,B-5,D5,r,B-4,G4,B-3,G3,D4,D3,D4,D3,D4,D4,D3,r,B-4,G3,B-3,G1
355.875,242.642,178,2.875,D6,B-5,D5,r,B-4,G4,D4,D3,r,r,D4,D3,r,r,r,r,B-4,r,B-3,r
356.0,242.7273,179,1.0,D6,B-5,D5,r,B-4,G4,G3,G2,r,r,D4,D3,r,r,r,r,B-4,r,B-3,r
356.875,243.3239,179,1.875,D6,B-5,D5,r,B-4,G4,r,G2,r,r,D4,D3,r,r,r,D6,B-4,D5,B-3,r
357.0,243.4091,179,2.0,D6,B-5,D5,r,B-4,G4,r,G3,r,r,D4,D3,D4,D4,D3,G5,B-4,G4,B-3,r
357.75,243.9205,179,2.75,D6,B-5,D5,r,B-4,G4,r,G3,r,r,D4,D3,r,r,r,r,B-4,r,B-3,D2
357.875,244.0057,179,2.875,D6,B-5,D5,r,B-4,G4,D4,G3,D4,D3,D4,D3,r,r,r,D5,B-4,D4,B-3,B-1
358.0,244.0909,180,1.0,D6,B-5,D5,r,B-4,G4,B-3,G3,D4,D3,D4,D3,r,r,r,B-4,B-4,B-3,B-3,G1
358.5,244.4318,180,1.5,D6,B-5,D5,r,B-4,G4,B-3,G3,D4,D3,D4,D3,r,r,r,G4,B-4,G3,B-3,r
359.0,244.7727,180,2.0,D6,B-5,D5,r,B-4,G4,B-3,G3,r,r,D4,D3,D4,D4,D3,r,B-4,r,B-3,r
359.5,245.1136,180,2.5,D6,B-5,D5,r,B-4,G4,B-3,G3,r,r,D4,D3,r,r,r,B-4,B-4,B-3,B-3,r
359.875,245.3693,180,2.875,D6,B-5,D5,r,B-4,G4,G3,G3,r,r,D4,D3,r,r,r,B-4,B-4,B-3,B-3,r
360.0,245.4545,181,1.0,D6,B-5,D5,r,B-4,G4,D3,G3,r,r,D4,D3,r,r,r,r,B-4,r,B-3,r
360.5,245.7955,181,1.5,D6,B-5,D5,r,B-4,G4,D3,G3,r,r,D4,D3,r,r,r,D5,B-4,D4,B-3,r
360.875,246.0511,181,1.875,D6,B-5,D5,r,B-4,G4,B-2,G3,r,r,D4,D3,r,r,r,D5,B-4,D4,B-3,r
361.0,246.1364,181,2.0,D6,B-5,D5,r,B-4,G4,G2,G3,r,r,D4,D3,D4,D4,D3,r,B-4,r,B-3,r
361.5,246.4773,181,2.5,D6,B-5,D5,r,B-4,G4,B-3,G3,r,r,D4,D3,r,r,r,G5,B-4,G4,B-3,r
361.75,246.6477,181,2.75,D6,B-5,D5,r,B-4,G4,B-3,G3,r,r,D4,D3,r,r,r,G5,B-4,G4,B-3,D2
361.875,246.733,181,2.875,D6,r,B-5,r,G5,G4,B-3,G3,D4,D3,D4,D3,r,r,r,G5,B-4,G4,B-3,B-1
362.0,246.8182,182,1.0,B-5,r,G5,r,D5,G4,B-3,G3,D4,D3,D4,D3,r,r,r,r,B-4,r,B-3,G1
362.1667,246.9318,182,1.1667,B-5,r,G5,r,D5,G4,B-3,G3,D4,D3,D4,D3,r,r,r,r,D4,r,B-3,G1
362.3333,247.0454,182,1.3333,B-5,r,G5,r,D5,G4,B-3,G3,D4,D3,D4,D3,r,r,r,r,D4,r,B-3,G1
362.5,247.1591,182,1.5,B-5,r,G5,r,D5,G4,B-3,G3,r,r,D4,D3,r,r,r,B-4,D4,B-3,B-3,r
362.6667,247.2727,182,1.6667,B-5,r,G5,r,D5,G4,B-3,G3,r,r,D4,D3,r,r,r,B-4,D4,B-3,B-3,r
362.8333,247.3863,182,1.8333,B-5,r,G5,r,D5,G4,B-3,G3,r,r,D4,D3,r,r,r,B-4,D4,B-3,B-3,r
363.0,247.5,182,2.0,B-5,r,G5,r,D5,G4,B-3,G3,r,r,D4,D3,D4,D4,D3,r,D4,r,B-3,r
363.5,247.8409,182,2.5,B-5,r,G5,r,D5,G4,B-3,G3,r,r,D4,D3,r,r,r,D5,D4,D4,B-3,r
363.875,248.0966,182,2.875,G5,r,D5,r,B-4,G4,B-3,G3,r,r,D4,D3,r,r,r,D5,D4,D4,B-3,r
364.0,248.1818,183,1.0,D5,r,B-4,r,G4,G4,B-3,G3,r,r,D4,D3,r,r,r,r,D4,r,B-3,r
364.5,248.5227,183,1.5,D5,r,B-4,r,G4,G4,B-3,G3,r,r,D4,D3,r,r,r,G5,D4,G4,B-3,r
364.875,248.7784,183,1.875,B-5,r,G5,r,D5,G4,B-3,G3,r,r,D4,D3,r,r,r,G5,D4,G4,B-3,r
365.0,248.8636,183,2.0,G5,r,D5,r,B-4,G4,B-3,G3,r,r,D4,D3,D4,D4,D3,r,D4,r,B-3,r
365.1667,248.9773,183,2.1667,G5,r,D5,r,B-4,G4,B-3,G3,r,r,D4,D3,D4,D4,D3,r,D4,r,B-3,r
365.3333,249.0909,183,2.3333,G5,r,D5,r,B-4,G4,B-3,G3,r,r,D4,D3,D4,D4,D3,r,D4,r,B-3,r
365.5,249.2045,183,2.5,r,r,r,r,B-4,G4,B-3,G3,r,r,D4,D3,r,r,r,D6,B-4,D5,B-3,r
365.6667,249.3182,183,2.6667,r,r,r,r,B-4,G4,B-3,G3,r,r,D4,D3,r,r,r,D6,B-4,D5,B-3,r
365.75,249.375,183,2.75,r,r,r,r,B-4,G4,B-3,G3,r,r,D4,D3,r,r,r,D6,B-4,D5,B-3,B-2
365.8333,249.4318,183,2.8333,r,r,r,r,B-4,G4,B-3,G3,r,r,D4,D3,r,r,r,D6,B-4,D5,B-3,B-2
365.875,249.4602,183,2.875,r,r,r,r,D5,G4,D4,G3,D4,D3,D4,D3,r,r,r,D6,r,D5,B-3,G2
366.0,249.5455,184,1.0,C6,A5,r,C5,C5,A4,C4,A3,D4,D3,D4,D3,D4,D4,D3,r,C5,r,A3,D2
366.5,249.8864,184,1.5,C6,A5,r,C5,C5,A4,C4,A3,r,r,D4,D3,r,r,r,F#4,C5,F#3,A3,r
367.0,250.2273,184,2.0,C6,A5,r,C5,C5,A4,C4,A3,r,r,D4,D3,D4,D4,D3,r,C5,r,A3,r
367.5,250.5682,184,2.5,C6,A5,r,C5,C5,A4,C4,A3,r,r,D4,D3,r,r,r,A4,C5,A3,A3,r
367.875,250.8239,184,2.875,C6,A5,A5,C5,A4,A4,A3,A3,r,r,D4,D3,r,r,r,A4,C5,A3,A3,r
368.0,250.9091,185,1.0,C6,A5,F#5,C5,F#4,A4,F#3,A3,r,r,D4,D3,r,r,r,r,C5,r,A3,r
368.5,251.25,185,1.5,C6,A5,F#5,C5,F#4,A4,F#3,A3,r,r,D4,D3,r,r,r,C5,C5,C4,A3,r
368.875,251.5057,185,1.875,C6,A5,D5,C5,D4,A4,D3,A3,r,r,D4,D3,r,r,r,C5,C5,C4,A3,r
