qstamp,tstamp,measure,beat,Tromba 1,Tromba 2,Tromba 3,Timpani,Traverso 1,Traverso 2,Oboe 1,Oboe 2,Violin 1,Violin 2,Viola,Soprano 1,Alto 1,Tenor 1,Bass 1,Soprano 2,Alto 2,Tenor 2,Bass 2,Continuo
99.25,60.1515,67,1.8333,r,r,r,r,r,r,E5,C#5,r,r,r,r,A4,C#4,A3,r,r,r,r,A2
99.5,60.303,68,1.0,r,r,r,r,r,r,F#5,A4,F#5,A4,D4,r,F#4,D4,A3,r,r,r,r,D3
99.75,60.4545,68,1.1667,r,r,r,r,r,r,F#5,A4,F#5,A4,D4,r,E4,D4,A3,r,r,r,r,D3
100.0,60.6061,68,1.3333,r,r,r,r,F#5,A4,r,r,r,r,r,r,D4,A3,A3,r,r,r,r,F#3
100.25,60.7576,68,1.5,r,r,r,r,D5,F#4,r,r,r,r,r,r,F#4,D4,A3,r,r,r,r,F#3
100.5,60.9091,68,1.6667,r,r,r,r,E5,G4,r,r,r,r,r,r,E4,C#4,A3,C#5,A4,E4,A3,A3
100.75,61.0606,68,1.8333,r,r,r,r,C#5,E4,r,r,r,r,r,r,G4,E4,A3,C#5,A4,E4,A3,A3
101.0,61.2121,69,1.0,r,r,r,r,D5,F#4,r,r,A5,D5,F#4,r,F#4,D4,A3,D5,A4,F#4,D4,D3
101.25,61.3636,69,1.1667,r,r,r,r,D5,F#4,r,r,A5,D5,F#4,r,E4,D4,A3,D5,A4,F#4,D4,D3
101.5,61.5152,69,1.3333,r,r,r,r,r,r,D5,A4,r,r,r,r,F#4,D4,A3,A4,F#4,D4,D3,F#3
101.75,61.6667,69,1.5,r,r,r,r,r,r,D5,A4,r,r,r,r,G4,D4,A3,A4,F#4,D4,D3,F#3
102.0,61.8182,69,1.6667,r,r,r,r,r,r,A4,F#4,r,r,r,D5,E4,D4,A3,r,r,r,r,D3
102.25,61.9697,69,1.8333,r,r,r,r,r,r,A4,F#4,r,r,r,D5,F#4,D4,A3,r,r,r,r,D3
102.5,62.1212,70,1.0,r,r,r,r,r,r,B4,D4,G5,B4,D4,B4,G4,D4,G3,r,r,r,r,G3
102.75,62.2727,70,1.1667,r,r,r,r,r,r,B4,D4,G5,B4,D4,A4,G4,D4,G3,r,r,r,r,G3
103.0,62.4242,70,1.3333,r,r,r,r,B5,D5,r,r,r,r,r,G4,D4,D4,B3,r,r,r,r,B2
103.25,62.5758,70,1.5,r,r,r,r,G5,B4,r,r,r,r,r,B4,G4,D4,B3,r,r,r,r,B2
103.5,62.7273,70,1.6667,r,r,r,r,A5,C5,r,r,r,r,r,A4,F#4,D4,D4,D5,F#4,A3,D3,D3
103.75,62.8788,70,1.8333,r,r,r,r,F#5,A4,r,r,r,r,r,C5,A4,D4,D4,D5,F#4,A3,D3,D3
104.0,63.0303,71,1.0,r,r,r,r,G5,B4,r,r,D5,G4,B3,B4,G4,D4,G3,D5,D4,B3,G3,G2
104.25,63.1818,71,1.1667,r,r,r,r,G5,B4,r,r,D5,G4,B3,A4,G4,D4,G3,D5,D4,B3,G3,G2
104.5,63.3333,71,1.3333,r,r,r,r,r,r,G5,D5,r,r,r,B4,G4,D4,G3,B4,D4,G3,G2,B2
104.75,63.4848,71,1.5,r,r,r,r,r,r,G5,D5,r,r,r,C#5,G4,D4,G3,B4,D4,G3,G2,B2
105.0,63.6364,71,1.6667,r,r,r,r,r,r,D5,B4,r,r,r,B-4,G4,D4,r,G5,r,r,r,G2
105.25,63.7879,71,1.8333,r,r,r,r,r,r,D5,B4,r,r,r,B4,G4,D4,r,G5,r,r,r,G2
105.5,63.9394,72,1.0,r,r,r,r,r,r,E5,B4,E5,G4,C#4,C#5,G4,C#4,r,E5,r,r,r,C#3
105.75,64.0909,72,1.1667,r,r,r,r,r,r,E5,B4,E5,G4,C#4,B4,G4,C#4,r,D5,r,r,r,C#3
106.0,64.2424,72,1.3333,r,r,r,r,E5,G4,r,r,r,r,r,B-4,G4,E4,r,C#5,r,r,r,E3
106.25,64.3939,72,1.5,r,r,r,r,C#5,E4,r,r,r,r,r,C#5,G4,E4,r,E5,r,r,r,E3
106.5,64.5455,72,1.6667,r,r,r,r,D5,F#4,r,r,r,r,r,B4,G4,G4,G3,D5,r,r,r,G3
106.75,64.697,72,1.8333,r,r,r,r,B4,D4,r,r,r,r,r,D5,G4,G4,G3,F#5,r,r,r,G3
107.0,64.8485,73,1.0,r,r,r,r,C#5,E4,r,r,G5,E5,C#4,C#5,G4,C#4,E3,E5,r,r,r,C#3
107.25,65.0,73,1.1667,r,r,r,r,C#5,E4,r,r,G5,E5,C#4,C#5,G4,C#4,E3,D5,r,r,r,C#3
107.5,65.1515,73,1.3333,r,r,r,r,r,r,C#5,E4,r,r,r,C#5,G4,C#4,C#3,E5,r,r,r,E3
107.75,65.303,73,1.5,r,r,r,r,r,r,C#5,E4,r,r,r,C#5,G4,C#4,C#3,F#5,r,r,r,E3
108.0,65.4545,73,1.6667,r,r,r,r,r,r,G#4,E5,r,r,r,C#5,G#4,r,E3,D5,C#5,r,r,C#3
108.25,65.6061,73,1.8333,r,r,r,r,r,r,G#4,E5,r,r,r,C#5,G#4,r,E3,E5,C#5,r,r,C#3
108.5,65.7576,74,1.0,r,r,r,r,r,r,B-4,C#5,F#5,C#5,B-4,C#5,F#4,r,F#3,C#5,B-4,r,r,F#2
108.75,65.9091,74,1.1667,r,r,r,r,r,r,B-4,C#5,F#5,C#5,B-4,C#5,F#4,r,F#3,B4,G#4,r,r,F#2
109.0,66.0606,74,1.3333,r,r,r,r,B-5,C#5,r,r,r,r,r,C#5,B-3,r,F#3,C#5,F#4,r,r,B-2
109.25,66.2121,74,1.5,r,r,r,r,F#5,B-4,r,r,r,r,r,C#5,B-3,r,F#3,F#5,B-4,r,r,B-2
109.5,66.3636,74,1.6667,r,r,r,r,G#5,B4,r,r,r,r,r,C#5,C#4,C#4,r,F5,G#4,r,r,C#3
109.75,66.5152,74,1.8333,r,r,r,r,F5,G#4,r,r,r,r,r,C#5,C#4,C#4,r,G#5,B4,r,r,C#3
110.0,66.6667,75,1.0,r,r,r,r,F#5,B-4,r,r,C#5,B-4,F#4,C#5,F#4,B-3,r,F#5,B-4,r,r,F#2
110.25,66.8182,75,1.1667,r,r,r,r,F#5,B-4,r,r,C#5,B-4,F#4,C#5,F#4,B-3,r,F#5,G#4,r,r,F#2
110.5,66.9697,75,1.3333,r,r,r,r,r,r,F#5,C#5,r,r,r,C#5,F#4,F#3,r,F#5,B-4,r,r,B-2
110.75,67.1212,75,1.5,r,r,r,r,r,r,F#5,C#5,r,r,r,C#5,F#4,F#3,r,F#5,B4,r,r,B-2
111.0,67.2727,75,1.6667,r,r,r,r,r,r,C#5,B-4,r,r,r,C#5,r,B-3,r,F#5,G#4,F#4,r,F#2
111.25,67.4242,75,1.8333,r,r,r,r,r,r,C#5,B-4,r,r,r,C#5,r,B-3,r,F#5,B-4,F#4,r,F#2
111.5,67.5758,76,1.0,r,r,r,r,r,r,D5,F#4,D5,B4,F#4,B4,r,B3,r,F#5,F#4,D4,r,B2
111.75,67.7273,76,1.1667,r,r,r,r,r,r,D5,F#4,D5,B4,F#4,B4,r,B3,r,F#5,E4,C#4,r,B2
112.0,67.8788,76,1.3333,r,r,r,r,D6,F#5,r,r,r,r,r,D5,r,B3,r,F#5,F#4,B3,r,D3
112.25,68.0303,76,1.5,r,r,r,r,B5,D5,r,r,r,r,r,D5,r,B3,r,F#5,B4,D4,r,D3
112.5,68.1818,76,1.6667,r,r,r,r,C#6,E5,r,r,r,r,r,F#5,F#4,r,r,F#5,B-4,C#4,r,F#3
112.75,68.3333,76,1.8333,r,r,r,r,B-5,C#5,r,r,r,r,r,F#5,F#4,r,r,F#5,C#5,E4,r,F#3
113.0,68.4848,77,1.0,r,r,r,r,B5,D5,r,r,F#5,D5,B4,B4,D4,r,r,F#5,B4,D4,r,B2
113.25,68.6364,77,1.1667,r,r,r,r,B5,D5,r,r,F#5,D5,B4,B4,D4,r,r,F#5,B4,C#4,r,B2
113.5,68.7879,77,1.3333,r,r,r,r,r,r,B4,D4,r,r,r,B4,B3,r,r,F#5,B4,D4,r,D3
113.75,68.9394,77,1.5,r,r,r,r,r,r,B4,D4,r,r,r,B4,B3,r,r,F#5,B4,E4,r,D3
114.0,69.0909,77,1.6667,r,r,r,r,r,r,F#4,D5,r,r,r,r,D4,r,r,F#5,B4,C#4,B3,B2
114.25,69.2424,77,1.8333,r,r,r,r,r,r,F#4,D5,r,r,r,r,D4,r,r,F#5,B4,D4,B3,B2
114.5,69.3939,78,1.0,r,r,r,r,r,r,G#4,B4,E5,B4,G#4,r,E4,r,r,E5,B4,B3,G#3,E3
114.75,69.5455,78,1.1667,r,r,r,r,r,r,G#4,B4,E5,B4,G#4,r,E4,r,r,E5,B4,A3,F#3,E3
115.0,69.697,78,1.3333,r,r,r,r,G#5,B4,r,r,r,r,r,r,E4,r,r,G#4,B4,B3,E3,G#2
115.25,69.8485,78,1.5,r,r,r,r,E5,G#4,r,r,r,r,r,r,E4,r,r,G#4,B4,E4,G#3,G#2
115.5,70.0,78,1.6667,r,r,r,r,F#5,A4,r,r,r,r,r,B4,E-4,B3,B2,B4,B4,E-4,F#3,B2
115.75,70.1515,78,1.8333,r,r,r,r,E-5,F#4,r,r,r,r,r,B4,E-4,B3,B2,B4,B4,F#4,A3,B2
116.0,70.303,79,1.0,r,r,r,r,E5,G#4,r,r,B4,G#4,E4,B4,G#4,B3,E3,E4,B4,E4,G#3,E2
116.25,70.4545,79,1.1667,r,r,r,r,E5,G#4,r,r,B4,G#4,E4,B4,G#4,B3,E3,E4,B4,E4,F#3,E2
116.5,70.6061,79,1.3333,r,r,r,r,r,r,E5,B4,r,r,r,E4,B4,E4,G#3,E4,B4,E4,G#3,G#2
116.75,70.7576,79,1.5,r,r,r,r,r,r,E5,B4,r,r,r,E4,B4,E4,G#3,E4,B4,E4,A3,G#2
117.0,70.9091,79,1.6667,r,r,r,r,E5,E5,B4,G#4,r,r,r,E5,G#4,E4,E3,B4,B4,E4,F#3,E2
117.25,71.0606,79,1.8333,r,r,r,r,E5,E5,B4,G#4,r,r,r,E5,G#4,E4,E3,B4,B4,E4,G#3,E2
117.5,71.2121,80,1.0,r,r,r,r,C#5,C#5,C#5,E4,C#5,E4,E4,C#5,E4,E4,A3,C#5,A4,E4,A3,A2
117.75,71.3636,80,1.1667,r,r,r,r,B4,B4,B4,D4,B4,D4,D4,C#5,E4,E4,A3,C#5,A4,E4,A3,A2
118.0,71.5152,80,1.3333,r,r,r,r,A4,A4,A4,E4,A4,C#4,C#4,A4,C#4,A4,A2,E5,C#5,E4,E3,A2
118.25,71.6667,80,1.5,r,r,r,r,C#5,C#5,C#5,A4,C#5,E4,E4,A4,C#4,A4,A2,C#5,A4,E4,A3,A2
118.5,71.8182,80,1.6667,r,r,r,r,B4,B4,B4,D4,B4,D4,D4,r,r,r,r,D5,B4,E4,G#3,A2
118.75,71.9697,80,1.8333,r,r,r,r,D5,D5,D5,F#4,D5,F#4,F#4,r,r,r,r,B4,G#4,E4,B3,A2
119.0,72.1212,81,1.0,r,r,r,r,C#5,C#5,C#5,E4,C#5,E4,E4,r,r,r,r,C#5,A4,E4,A3,A2
119.25,72.2727,81,1.1667,r,r,r,r,B4,B4,B4,D4,B4,D4,D4,r,r,r,r,C#5,A4,E4,A3,A2
119.5,72.4242,81,1.3333,r,r,r,r,C#5,C#5,C#5,E4,C#5,E4,E4,r,r,r,r,A4,E4,C#4,A3,A3
119.75,72.5758,81,1.5,r,r,r,r,D5,D5,D5,F#4,D5,F#4,F#4,r,r,r,r,A4,E4,C#4,A3,G3
120.0,72.7273,81,1.6667,A5,A4,r,r,B4,B4,B4,D4,B4,D4,D4,A4,A4,A3,A3,r,r,r,A3,F#3
120.25,72.8788,81,1.8333,A5,A4,r,r,C#5,C#5,C#5,E4,C#5,E4,E4,A4,A4,A3,A3,r,r,r,A3,E3
120.5,73.0303,82,1.0,F#5,D5,r,r,D5,D5,D5,F#4,D5,F#4,F#4,A4,A4,A3,A3,r,r,r,A3,D3
120.75,73.1818,82,1.1667,E5,D5,r,r,D5,D5,E5,G4,D5,F#4,F#4,A4,A4,A3,A3,r,r,r,A3,D3
121.0,73.3333,82,1.3333,D5,F#4,r,r,A4,A4,F#5,A4,D4,D4,D4,A4,A4,A3,A3,r,r,r,A3,D3
121.25,73.4848,82,1.5,F#5,F#4,r,r,D5,D5,D5,F#4,D4,D4,D4,A4,A4,A3,A3,r,r,r,A3,D3
121.5,73.6364,82,1.6667,E5,A4,r,r,C#5,C#5,E5,G4,r,r,r,A4,A4,A3,A3,r,r,r,A3,D3
121.75,73.7879,82,1.8333,G5,A4,r,r,E5,E5,C#5,E4,r,r,r,A4,A4,A3,A3,r,r,r,A3,D3
122.0,73.9394,83,1.0,F#5,D5,r,r,D5,D5,D5,F#4,r,r,r,D5,D5,D4,D4,r,r,r,A3,D3
122.25,74.0909,83,1.1667,E5,C#5,r,r,D5,D5,D5,F#4,r,r,r,D5,D5,D4,D4,r,r,r,A3,D3
122.5,74.2424,83,1.3333,F#5,D5,r,r,r,r,A4,D4,r,r,r,A4,A4,A3,A3,r,r,r,A3,F#3
122.75,74.3939,83,1.5,G5,E5,r,r,r,r,A4,D4,r,r,r,A4,A4,A3,A3,r,r,r,A3,F#3
123.0,74.5455,83,1.6667,E5,C#5,r,r,A5,A4,F#4,A4,D4,D4,D4,r,r,r,r,A4,A4,A3,A3,A3
123.25,74.697,83,1.8333,F#5,D5,r,r,A5,A4,F#4,A4,D4,D4,D4,r,r,r,r,A4,A4,A3,A3,A3
123.5,74.8485,84,1.0,G5,E5,r,r,G5,E5,r,r,C#4,C#4,C#4,r,r,r,r,A4,A4,A3,A3,C#3
123.75,75.0,84,1.1667,F#5,E5,r,r,G5,E5,r,r,C#4,C#4,C#4,r,r,r,r,A4,A4,A3,A3,C#3
124.0,75.1515,84,1.3333,E5,A4,r,r,r,r,E5,A4,A4,A4,A4,r,r,r,r,A4,A4,A3,A3,C#3
124.25,75.303,84,1.5,G5,A4,r,r,r,r,E5,A4,A4,A4,A4,r,r,r,r,A4,A4,A3,A3,C#3
124.5,75.4545,84,1.6667,F#5,D5,r,r,F#5,D5,A4,D5,r,r,r,r,r,r,r,A4,A4,A3,A3,D3
124.75,75.6061,84,1.8333,A5,D5,r,r,F#5,D5,A4,D5,r,r,r,r,r,r,r,A4,A4,A3,A3,D3
125.0,75.7576,85,1.0,G5,E5,r,r,E5,C#5,r,r,r,r,r,r,r,r,r,E5,E5,E4,E4,D3
125.25,75.9091,85,1.1667,F#5,D5,r,r,E5,C#5,r,r,r,r,r,r,r,r,r,E5,E5,E4,E4,D3
125.5,76.0606,85,1.3333,G5,E5,r,r,r,r,C#5,E5,r,r,r,r,r,r,r,A4,A4,A3,A3,C#3
125.75,76.2121,85,1.5,A5,F#5,r,r,r,r,C#5,E5,r,r,r,r,r,r,r,A4,A4,A3,A3,C#3
126.0,76.3636,85,1.6667,F#5,D5,A4,A2,A5,A5,A4,C#5,A4,A4,A4,A5,A4,E4,A3,r,r,r,r,A3
126.25,76.5152,85,1.8333,G5,E5,A4,A2,A5,A5,A4,C#5,A4,A4,A4,A5,A4,E4,A3,r,r,r,r,A3
126.5,76.6667,86,1.0,A5,F#5,D4,D3,A5,A5,A5,A4,A5,A4,A3,F#5,A4,D4,D4,r,r,r,r,D4
126.75,76.8182,86,1.1667,A5,F#5,D4,D3,A5,A5,A5,D5,A5,D5,A3,F#5,A4,D4,D4,r,r,r,r,D4
127.0,76.9697,86,1.3333,A5,F#5,F#4,D3,A5,A5,A5,F#5,A5,F#5,D4,D5,F#4,A4,D3,r,r,r,r,A3
127.25,77.1212,86,1.5,A5,F#5,F#4,D3,A5,A5,A5,D5,A5,D5,D4,D5,F#4,A4,D3,r,r,r,r,F#3
127.5,77.2727,86,1.6667,A5,F#5,A4,D3,A5,A5,A5,E5,A5,E5,A4,r,r,r,r,C#5,A4,E4,G3,G3
127.75,77.4242,86,1.8333,A5,F#5,A4,D3,A5,A5,A5,C#5,A5,C#5,A4,r,r,r,r,C#5,A4,E4,G3,E3
128.0,77.5758,87,1.0,A5,F#5,D4,D3,D6,D6,D6,A5,D6,A5,D4,r,r,r,r,D5,A4,A3,F#3,F#3
128.5,77.8788,87,1.3333,A5,F#5,r,r,A5,A5,A5,r,A5,r,r,r,r,r,r,F#5,A4,D4,D3,D3
128.75,78.0303,87,1.5,A5,F#5,r,r,F#5,F#5,F#5,r,F#5,r,r,r,r,r,r,F#5,A4,D4,D3,D3
129.0,78.1818,87,1.6667,A5,F#5,r,r,G5,G5,G5,r,G5,r,r,E5,A4,C#4,A3,E5,A4,C#4,A3,A3
129.25,78.3333,87,1.8333,A5,F#5,r,r,E5,E5,E5,r,E5,r,r,E5,A4,C#4,A3,E5,A4,C#4,A3,A3
129.5,78.4848,88,1.0,A5,F#5,r,r,F#5,F#5,F#5,A4,F#5,A4,D4,F#5,A4,D4,C4,F#5,A4,D4,C4,C4
129.75,78.6364,88,1.1667,A5,F#5,r,r,F#5,F#5,F#5,B4,F#5,B4,D4,F#5,A4,D4,C4,F#5,A4,D4,C4,C4
130.0,78.7879,88,1.3333,A5,F#5,r,r,F#5,F#5,F#5,C5,F#5,C5,A3,F#5,A4,C4,A3,F#5,A4,A3,F#3,F#3
130.25,78.9394,88,1.5,A5,F#5,r,r,F#5,F#5,F#5,B4,F#5,B4,A3,F#5,A4,C4,A3,F#5,A4,A3,F#3,E-3
130.5,79.0909,88,1.6667,A5,F#5,r,r,F#5,F#5,F#5,C5,F#5,C5,A3,F#5,A4,A3,F#3,F#5,A4,F#3,A3,E3
130.75,79.2424,88,1.8333,A5,F#5,r,r,F#5,F#5,F#5,A4,F#5,A4,A3,F#5,A4,A3,F#3,F#5,A4,F#3,A3,C#3
131.0,79.3939,89,1.0,A5,F#5,r,r,C6,C6,C6,F#4,C6,F#4,A4,F#5,A4,F#3,E-3,F#5,A4,F#4,E-4,E-3
131.25,79.5455,89,1.1667,A5,F#5,r,r,C6,C6,C6,F#4,C6,F#4,A4,F#5,A4,F#3,E-3,E5,A4,F#4,C#4,E-3
131.5,79.697,89,1.3333,A5,F#5,r,r,B5,B5,B5,r,B5,r,r,B4,F#4,B3,E-3,F#5,F#4,E-4,E-4,E-4
131.75,79.8485,89,1.5,A5,F#5,r,r,G5,G5,G5,r,G5,r,r,B4,F#4,B3,E-3,G5,F#4,E-4,E4,E-4
132.0,80.0,89,1.6667,A5,F#5,r,r,A5,A5,A5,r,A5,r,r,r,r,r,r,F#5,B4,F#4,C#4,B3
132.25,80.1515,89,1.8333,A5,F#5,r,r,F#5,F#5,F#5,r,F#5,r,r,r,r,r,r,A5,B4,F#4,E-4,B3
132.5,80.303,90,1.0,G5,E5,r,r,G5,G5,G5,B4,G5,B4,E4,r,r,r,r,G5,B4,E4,E4,E4
132.75,80.4545,90,1.1667,G5,E5,r,r,G5,G5,G5,A4,G5,A4,E4,r,r,r,r,G5,B4,E4,E4,E4
133.0,80.6061,90,1.3333,G5,E5,r,r,E5,E5,E5,G4,E5,G4,B4,r,r,r,r,E5,G4,B3,E3,B3
133.25,80.7576,90,1.5,G5,E5,r,r,E5,E5,E5,B4,E5,B4,B4,r,r,r,r,E5,G4,B3,E3,G3
133.5,80.9091,90,1.6667,G5,E5,r,r,E5,E5,E5,A4,E5,A4,B4,B4,B4,E4,B3,r,r,r,r,A3
133.75,81.0606,90,1.8333,G5,E5,r,r,E5,E5,E5,C5,E5,C5,B4,B4,B4,E4,B3,r,r,r,r,F#3
134.0,81.2121,91,1.0,G5,E5,r,r,E6,E6,E5,B4,E6,B4,E4,E5,B4,E4,G3,r,r,r,r,G3
134.5,81.5152,91,1.3333,G5,E5,r,r,D6,D6,B5,r,D6,r,r,G5,B4,B3,E3,r,r,r,r,E3
134.75,81.6667,91,1.5,G5,E5,r,r,C#6,C#6,A5,r,C#6,r,r,G5,B4,B3,E3,r,r,r,r,E3
135.0,81.8182,91,1.6667,G5,E5,r,r,D6,D6,B5,r,D6,r,r,E5,B4,E4,G3,B4,G4,E4,E3,G3
135.25,81.9697,91,1.8333,G5,E5,r,r,B5,B5,G5,r,B5,r,r,E5,B4,E4,G3,B4,G4,E4,E3,G3
135.5,82.1212,92,1.0,G5,E5,A4,A2,C#6,C#6,E5,A4,C#6,A4,E4,A4,E4,C#4,A3,C#5,G4,E4,A3,A3
135.75,82.2727,92,1.1667,G5,E5,A4,A2,C#6,C#6,E5,B4,C#6,B4,E4,A4,E4,C#4,A3,C#5,G4,E4,A3,A3
136.0,82.4242,92,1.3333,G5,E5,A4,A2,A4,A4,A4,C#5,A4,C#5,E4,C#5,A4,A3,A3,E5,G4,C#4,A2,E3
136.25,82.5758,92,1.5,G5,E5,A4,A2,A4,A4,A4,E5,A4,E5,E4,E5,G4,C#4,A3,E5,G4,C#4,A2,C#3
136.5,82.7273,92,1.6667,G5,E5,A4,A2,A4,A4,A4,D5,A4,D5,A4,G5,A4,E4,A3,E5,E4,C#4,A2,D3
136.75,82.8788,92,1.8333,G5,E5,A4,A2,A4,A4,A4,F#5,A4,F#5,A4,G5,A4,E4,A3,E5,E4,C#4,A2,B2
137.0,83.0303,93,1.0,G5,E5,A4,A2,A5,A5,A5,E5,A5,E5,A4,G5,A4,E4,A3,A5,E4,C#4,A3,C#3
137.5,83.3333,93,1.3333,G5,E5,r,r,G5,G5,G5,r,G5,r,r,E5,A4,E4,A2,C#5,A4,E4,A3,A2
137.75,83.4848,93,1.5,G5,E5,r,r,F#5,F#5,F#5,r,F#5,r,r,E5,A4,E4,A2,C#5,A4,E4,A3,A2
138.0,83.6364,93,1.6667,G5,E5,r,r,G5,G5,G5,r,G5,r,r,A5,r,r,r,r,A4,E4,C#4,C#3
138.25,83.7879,93,1.8333,G5,E5,r,r,E5,E5,E5,r,E5,r,r,A5,r,r,r,r,A4,E4,C#4,C#3
138.5,83.9394,94,1.0,F#5,D5,r,r,F#5,F#5,F#5,r,F#5,r,r,F#5,r,r,r,r,A4,D4,D4,D3
138.75,84.0909,94,1.1667,F#5,D5,r,r,E5,E5,E5,r,E5,r,r,E5,r,r,r,r,A4,D4,D4,D3
139.0,84.2424,94,1.3333,F#5,D5,A4,D3,F#5,F#5,F#5,D4,F#5,D4,A3,F#5,r,r,r,r,F#4,A3,D3,D4
139.25,84.3939,94,1.5,E5,C#5,A4,D3,G5,G5,G5,D4,G5,D4,A3,G5,r,r,r,r,F#4,A3,D3,D4
139.5,84.5455,94,1.6667,F#5,D5,A4,A2,A5,A5,A5,F#4,A5,F#4,D4,A5,r,r,r,A4,F#4,A3,C#3,C#4
139.75,84.697,94,1.8333,F#5,D5,A4,A2,F#5,F#5,F#5,F#4,F#5,F#4,D4,F#5,r,r,r,A4,F#4,A3,C#3,C#4
140.0,84.8485,95,1.0,F#5,D5,A4,D3,D5,D5,D5,B4,D5,B4,F#4,D5,r,r,r,B4,F#4,D4,B2,B3
140.25,85.0,95,1.1667,F#5,D5,A4,D3,C#5,C#5,C#5,B4,C#5,B4,E4,C#5,r,r,r,A4,F#4,D4,B2,B3
140.5,85.1515,95,1.3333,r,r,r,r,D5,D5,D5,B4,D5,B4,F#4,D5,r,r,r,B4,D4,B3,B3,B2
140.75,85.303,95,1.5,r,r,r,r,E5,E5,E5,B4,E5,B4,G4,E5,r,r,r,C#5,D4,B3,B3,B2
141.0,85.4545,95,1.6667,r,r,r,r,F#5,F#5,F#5,B4,F#5,B4,A4,F#5,F#4,D4,A3,D5,r,r,r,A2
141.25,85.6061,95,1.8333,r,r,r,r,D5,D5,D5,B4,D5,B4,F#4,D5,F#4,D4,A3,D5,r,r,r,A2
141.5,85.7576,96,1.0,r,r,r,r,B4,B4,B4,B4,B4,B4,D4,B4,G4,D4,G3,D5,r,r,r,G2
141.75,85.9091,96,1.1667,r,r,r,r,B4,B4,B4,A4,B4,A4,D4,B4,G4,D4,G3,D5,r,r,r,G2
142.0,86.0606,96,1.3333,r,r,r,r,B5,B5,B5,B4,B5,B4,G4,E5,G4,B3,G3,E5,r,r,r,G3
142.25,86.2121,96,1.5,r,r,r,r,B5,B5,B5,C#5,B5,C#5,G4,E5,G4,B3,G3,E5,r,r,r,G3
142.5,86.3636,96,1.6667,r,r,r,r,A5,A5,A5,E-5,A5,E-5,A4,E-5,A4,A3,F#3,F#5,r,r,r,F#3
142.75,86.5152,96,1.8333,r,r,r,r,A5,A5,A5,B4,A5,B4,A4,E-5,A4,A3,F#3,F#5,r,r,r,F#3
143.0,86.6667,97,1.0,r,r,r,r,G5,G5,G5,E5,G5,E5,B4,E5,B4,E4,E3,G5,r,r,r,E3
143.25,86.8182,97,1.1667,r,r,r,r,F#5,F#5,F#5,E-5,F#5,E-5,A4,F#5,B4,E4,E3,F#5,r,r,r,E3
143.5,86.9697,97,1.3333,r,r,r,r,E5,E5,E5,E5,E5,E5,G4,G5,B4,E4,E3,E5,r,r,r,E2
143.75,87.1212,97,1.5,r,r,r,r,E5,E5,E5,F#5,E5,F#5,A4,G5,B4,E4,E3,E5,r,r,r,E2
144.0,87.2727,97,1.6667,r,r,r,r,E5,E5,E5,G5,E5,G5,B4,B4,r,r,r,r,G4,E4,D4,D2
144.25,87.4242,97,1.8333,r,r,r,r,E5,E5,E5,E5,E5,E5,G4,B4,r,r,r,r,G4,E4,D4,D2
144.5,87.5758,98,1.0,r,r,r,r,E5,E5,E5,A5,E5,A5,E4,E5,r,r,r,r,G4,E4,C#4,C#2
144.75,87.7273,98,1.1667,r,r,r,r,D5,D5,D5,A5,D5,A5,E4,D5,r,r,r,r,G4,E4,C#4,C#2
145.0,87.8788,98,1.3333,G5,E5,A4,A2,E5,E5,E5,A4,E5,A4,C#4,E5,r,r,r,r,E4,A3,C#3,C#3
145.25,88.0303,98,1.5,F#5,D5,A4,A2,F#5,F#5,F#5,A4,F#5,A4,C#4,F#5,r,r,r,r,E4,A3,C#3,C#3
145.5,88.1818,98,1.6667,G5,E5,A4,A2,G5,G5,G5,B4,G5,B4,E4,G5,r,r,r,G4,E4,B3,B2,B2
145.75,88.3333,98,1.8333,G5,E5,A4,A2,E5,E5,E5,B4,E5,B4,E4,E5,r,r,r,G4,E4,B3,B2,B2
146.0,88.4848,99,1.0,G5,E5,A4,A2,C#5,C#5,C#5,C#5,C#5,C#5,E4,C#5,r,r,r,A4,E4,C#4,A2,A2
146.25,88.6364,99,1.1667,G5,E5,A4,A2,B4,B4,B4,D5,B4,D5,E4,B4,r,r,r,G4,E4,C#4,A2,A2
146.5,88.7879,99,1.3333,r,r,r,r,C#5,C#5,C#5,E5,C#5,E5,A3,C#5,r,r,r,A4,C#4,C#4,A3,A3
146.75,88.9394,99,1.5,r,r,r,r,D5,D5,D5,E5,D5,E5,B3,D5,r,r,r,B4,C#4,C#4,A3,A3
147.0,89.0909,99,1.6667,r,r,r,r,E5,E5,E5,E5,E5,E5,C#4,E5,E4,C#4,G3,C#5,r,r,r,G3
147.25,89.2424,99,1.8333,r,r,r,r,C#5,C#5,C#5,E5,C#5,E5,C#4,C#5,E4,C#4,G3,C#5,r,r,r,G3
147.5,89.3939,100,1.0,r,r,r,r,A4,A4,A4,E5,A4,E5,C#4,A4,F#4,C#4,F#3,C#5,r,r,r,F#3
147.75,89.5455,100,1.1667,r,r,r,r,A4,A4,A4,C#5,A4,C#5,C#4,A4,F#4,C#4,F#3,C#5,r,r,r,F#3
148.0,89.697,100,1.3333,r,r,r,r,A5,A5,A5,A4,A5,A4,D4,D5,F#4,A3,F#3,D5,r,r,r,F#2
148.25,89.8485,100,1.5,r,r,r,r,A5,A5,A5,B4,A5,B4,D4,D5,F#4,A3,F#3,D5,r,r,r,F#2
