qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Trumpet 1,F Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
28.25,8.1884,10,2.25,G6,C6,B-5,G5,C6,C5,A3,A3,C4,C3,C5,C4,r,C6,C5,F3,F3,F2
28.5,8.2609,10,2.5,G6,C6,B-5,G5,C6,C5,B-3,B-3,C4,C3,C5,C4,r,C6,C5,G3,G3,G2
28.75,8.3333,10,2.75,G6,C6,B-5,G5,C6,C5,B-3,B-3,C4,C3,C5,C4,r,C6,C5,G3,G3,G2
29.0,8.4058,10,3.0,G6,C6,B-5,G5,B-5,B-4,C4,C4,C4,C3,C5,C4,r,B-5,B-4,A3,A3,A2
29.25,8.4783,10,3.25,G6,C6,B-5,G5,B-5,B-4,C4,C4,C4,C3,C5,C4,r,B-5,B-4,A3,A3,A2
29.5,8.5507,10,3.5,G6,C6,B-5,G5,B-5,B-4,D4,D4,C4,C3,C5,C4,r,B-5,B-4,B-3,B-3,B-2
29.75,8.6232,10,3.75,G6,C6,B-5,G5,B-5,B-4,D4,D4,C4,C3,C5,C4,r,B-5,B-4,B-3,B-3,B-2
30.0,8.6957,11,1.0,F6,C6,A5,F5,A5,A4,A3,F3,C4,C3,C5,C4,C3,A5,A4,C4,C4,C3
30.25,8.7681,11,1.25,F6,C6,A5,F5,A5,A4,A3,F3,C4,C3,C5,C4,C3,C6,C5,F4,C4,C3
31.0,8.9855,11,2.0,F6,C6,A5,F5,F5,A4,A3,F3,F4,A3,C5,C4,C3,F5,F4,A3,C3,C2
32.0,9.2754,11,3.0,G6,C6,B-5,G5,G5,B-4,B-3,G3,G4,C4,C5,C4,C3,A5,A4,B-3,C3,C2
32.25,9.3478,11,3.25,G6,C6,B-5,G5,G5,B-4,B-3,G3,G4,C4,C5,C4,C3,G5,G4,B-3,C3,C2
33.0,9.5652,12,1.0,F6,C6,A5,F5,F5,A4,A3,F3,F4,A3,F4,F4,F2,F5,F4,A3,F3,F2
33.25,9.6377,12,1.25,F6,C6,A5,F5,F5,A4,A3,F3,F4,A3,F4,F4,F2,F5,F4,A3,F3,F2
33.5,9.7101,12,1.5,F6,C6,A5,F5,F5,A4,A3,F3,F4,A3,F4,F4,F2,F5,A4,C4,F3,F2
33.75,9.7826,12,1.75,F6,C6,A5,F5,F5,A4,A3,F3,F4,A3,F4,F4,F2,F5,A4,C4,F3,F2
34.0,9.8551,12,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,A3,F3,F2
34.25,9.9275,12,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,A3,F3,F2
34.5,10.0,12,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,A4,C4,F3,F2
34.75,10.0725,12,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,A4,C4,F3,F2
35.0,10.1449,12,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,A3,F3,F2
35.25,10.2174,12,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,A3,F3,F2
35.5,10.2899,12,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,A4,C4,F3,F2
35.75,10.3623,12,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,A4,C4,F3,F2
36.0,10.4348,13,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,F4,A3,F3,F2
36.5,10.5797,13,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,C4,F3,F2
37.0,10.7246,13,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,F4,A3,F3,F2
37.5,10.8696,13,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,C4,F3,F2
38.0,11.0145,13,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,F4,A3,F3,F2
38.5,11.1594,13,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,C4,F3,F2
38.75,11.2319,13,3.75,F6,C6,A5,F5,C5,A4,A3,F3,F4,F3,F5,F4,F2,F5,A4,C4,F3,F2
39.0,11.3043,14,1.0,F6,D6,B-5,F5,D5,B-4,D4,D3,F4,F3,F5,F4,F2,F5,F4,B-3,D3,D2
39.5,11.4493,14,1.5,F6,D6,B-5,F5,D5,B-4,D4,D3,F4,F3,F5,F4,F2,F5,B-4,D4,D3,D2
40.0,11.5942,14,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,B-3,D3,D2
40.5,11.7391,14,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,B-4,D4,D3,D2
41.0,11.8841,14,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,B-3,D3,D2
41.5,12.029,14,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,B-4,D4,D3,D2
42.0,12.1739,15,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,F4,B-3,D3,D2
42.5,12.3188,15,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-4,D4,D3,D2
43.0,12.4638,15,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,F4,B-3,D3,D2
43.5,12.6087,15,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-4,D4,D3,D2
44.0,12.7536,15,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,F4,B-3,D3,D2
44.5,12.8986,15,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-4,D4,D3,D2
44.75,12.971,15,3.75,F6,D6,B-5,F5,D5,B-4,D4,D3,F4,F3,F5,F4,F2,F5,B-4,D4,D3,D2
45.0,13.0435,16,1.0,F6,D6,G5,F5,D5,G4,B-3,B-2,G4,F4,F5,F4,F2,F5,F4,G3,B-2,B-1
45.5,13.1884,16,1.5,F6,D6,G5,F5,D5,G4,B-3,B-2,G4,F4,F5,F4,F2,F5,G4,D4,B-2,B-1
46.0,13.3333,16,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,G3,B-2,B-1
46.5,13.4783,16,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,G4,D4,B-2,B-1
47.0,13.6232,16,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,G3,B-2,B-1
47.5,13.7681,16,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,G4,D4,B-2,B-1
48.0,13.913,17,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,F4,G3,B-2,B-1
48.5,14.058,17,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,G4,D4,B-2,B-1
49.0,14.2029,17,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,F4,G3,B-2,B-1
49.5,14.3478,17,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,G4,D4,B-2,B-1
50.0,14.4928,17,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,F4,G3,B-2,B-1
50.5,14.6377,17,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,G4,D4,B-2,B-1
50.75,14.7101,17,3.75,F6,D6,G5,F5,D5,G4,B-3,B-2,G4,F4,F5,F4,F2,F5,G4,D4,B-2,B-1
51.0,14.7826,18,1.0,E6,C6,G5,E5,B-4,G4,B-3,G3,G4,C4,C5,C4,C3,E5,G4,E4,C3,C2
51.5,14.9275,18,1.5,E6,C6,G5,E5,B-4,G4,B-3,G3,G4,C4,C5,C4,C3,E5,C5,C4,C3,C2
52.0,15.0725,18,2.0,E6,C6,G5,E5,B-4,G4,B-3,G3,G4,C4,C5,C4,r,E5,E4,G3,C3,C2
52.5,15.2174,18,2.5,E6,C6,G5,E5,B-4,G4,B-3,G3,G4,C4,C5,C4,r,E5,G4,C4,C3,C2
53.0,15.3623,18,3.0,E6,C6,G5,E5,B-4,G4,B-3,G3,G4,C4,C5,C4,C3,C6,C5,G3,C3,C2
53.5,15.5072,18,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E3,r,r
54.0,15.6522,19,1.0,E6,C6,G5,E5,B-4,G4,B-3,G3,G4,C4,C5,C4,C3,C5,E4,B-3,C3,C2
54.5,15.7971,19,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r
55.0,15.942,19,2.0,E6,C6,B-5,G5,B-4,G4,B-3,G3,G4,C4,C5,C4,C3,B-5,C4,E3,C3,C2
55.5,16.087,19,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G3,r,r
56.0,16.2319,19,3.0,E6,C6,G5,E5,G4,E4,G3,E3,G4,C4,C5,C4,C3,G5,G4,B-3,C3,C2
56.5,16.3768,19,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G3,r,r
57.0,16.5217,20,1.0,F6,C6,A5,F5,A4,F4,A3,F3,F4,F3,F5,F4,F2,F5,F4,A3,F3,F2
57.5,16.6667,20,1.5,F6,C6,A5,F5,A4,F4,A3,F3,F4,F3,F5,F4,F2,F5,A4,C4,F3,F2
58.0,16.8116,20,2.0,F6,C6,A5,F5,A4,F4,A3,F3,F4,F3,F5,F4,F2,F5,F4,A3,F3,F2
58.5,16.9565,20,2.5,F6,C6,A5,F5,A4,F4,A3,F3,F4,F3,F5,F4,F2,F5,A4,C4,F3,F2
59.0,17.1014,20,3.0,F6,C6,A5,F5,A4,F4,A3,F3,F4,F3,F5,F4,F2,F5,F4,A3,F3,F2
59.5,17.2464,20,3.5,F6,C6,A5,F5,A4,F4,A3,F3,F4,F3,F5,F4,F2,F5,A4,C4,F3,F2
60.0,17.3913,21,1.0,F6,C6,A5,F5,A4,F4,A3,F3,F4,F3,F5,F4,F2,A5,F4,A3,F3,F2
60.5,17.5362,21,1.5,F6,C6,A5,F5,A4,F4,A3,F3,F4,F3,F5,F4,F2,A5,A4,C4,F3,F2
61.0,17.6812,21,2.0,F6,C6,A5,F5,A4,F4,A3,F3,F4,F3,F5,F4,r,A5,F4,A3,F3,F2
61.5,17.8261,21,2.5,F6,C6,A5,F5,A4,F4,A3,F3,F4,F3,F5,F4,r,A5,A4,C4,F3,F2
62.0,17.971,21,3.0,F6,C6,A5,F5,A4,F4,A3,F3,F4,F3,F5,F4,r,A5,F4,A3,F3,F2
62.5,18.1159,21,3.5,F6,C6,A5,F5,A4,F4,A3,F3,F4,F3,F5,F4,r,A5,A4,C4,F3,F2
62.75,18.1884,21,3.75,F6,C6,A5,F5,A4,F4,A3,F3,F4,F3,F5,F4,F2,F5,A4,C4,F3,F2
63.0,18.2609,22,1.0,F6,D6,B-5,F5,B-4,F4,B-3,D3,F4,F3,F5,F4,F2,F5,F4,B-3,D3,D2
63.5,18.4058,22,1.5,F6,D6,B-5,F5,B-4,F4,B-3,D3,F4,F3,F5,F4,F2,F5,B-4,D4,D3,D2
64.0,18.5507,22,2.0,F6,D6,B-5,F5,B-4,F4,B-3,D3,F4,F3,F5,F4,F2,F5,F4,B-3,D3,D2
64.5,18.6957,22,2.5,F6,D6,B-5,F5,B-4,F4,B-3,D3,F4,F3,F5,F4,F2,F5,B-4,D4,D3,D2
65.0,18.8406,22,3.0,F6,D6,B-5,F5,B-4,F4,B-3,D3,F4,F3,F5,F4,F2,F5,F4,B-3,D3,D2
65.5,18.9855,22,3.5,F6,D6,B-5,F5,B-4,F4,B-3,D3,F4,F3,F5,F4,F2,F5,B-4,D4,D3,D2
66.0,19.1304,23,1.0,F6,D6,B-5,F5,B-4,F4,B-3,D3,F4,F3,F5,F4,F2,B-5,F4,B-3,D3,D2
66.5,19.2754,23,1.5,F6,D6,B-5,F5,B-4,F4,B-3,D3,F4,F3,F5,F4,F2,B-5,B-4,D4,D3,D2
67.0,19.4203,23,2.0,F6,D6,B-5,F5,B-4,F4,B-3,D3,F4,F3,F5,F4,r,B-5,F4,B-3,D3,D2
67.5,19.5652,23,2.5,F6,D6,B-5,F5,B-4,F4,B-3,D3,F4,F3,F5,F4,r,B-5,B-4,D4,D3,D2
68.0,19.7101,23,3.0,F6,D6,B-5,F5,B-4,F4,B-3,D3,F4,F3,F5,F4,r,B-5,F4,B-3,D3,D2
68.5,19.8551,23,3.5,F6,D6,B-5,F5,B-4,F4,B-3,D3,F4,F3,F5,F4,r,B-5,B-4,D4,D3,D2
68.75,19.9275,23,3.75,F6,D6,B-5,F5,B-4,F4,B-3,D3,F4,F3,F5,F4,F2,D5,B-4,D4,D3,D2
69.0,20.0,24,1.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,D4,G#3,F2,F1
69.5,20.1449,24,1.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
70.0,20.2899,24,2.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,D4,G#3,F2,F1
70.5,20.4348,24,2.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
71.0,20.5797,24,3.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,D4,G#3,F2,F1
71.5,20.7246,24,3.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
72.0,20.8696,25,1.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,B-5,D4,G#3,F2,F1
72.5,21.0145,25,1.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,B-5,B-4,D4,F2,F1
73.0,21.1594,25,2.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,r,B-5,D4,G#3,F2,F1
73.5,21.3043,25,2.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,r,B-5,B-4,D4,F2,F1
74.0,21.4493,25,3.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,r,B-5,D4,G#3,F2,F1
74.5,21.5942,25,3.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,r,B-5,B-4,D4,F2,F1
74.75,21.6667,25,3.75,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
75.0,21.7391,26,1.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,D4,G#3,F2,F1
75.5,21.8841,26,1.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
76.0,22.029,26,2.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,D4,G#3,F2,F1
76.5,22.1739,26,2.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
77.0,22.3188,26,3.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,D4,G#3,F2,F1
77.5,22.4638,26,3.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
78.0,22.6087,27,1.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,B-5,D4,G#3,F2,F1
78.5,22.7536,27,1.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,B-5,B-4,D4,F2,F1
79.0,22.8986,27,2.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,r,B-5,D4,G#3,F2,F1
79.5,23.0435,27,2.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,r,B-5,B-4,D4,F2,F1
80.0,23.1884,27,3.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,r,B-5,D4,G#3,F2,F1
80.5,23.3333,27,3.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,r,B-5,B-4,D4,F2,F1
80.75,23.4058,27,3.75,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
81.0,23.4783,28,1.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,D4,G#3,F2,F1
81.5,23.6232,28,1.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
82.0,23.7681,28,2.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,D4,G#3,F2,F1
82.5,23.913,28,2.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
83.0,24.058,28,3.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,B-5,D4,G#3,F2,F1
83.5,24.2029,28,3.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,B-5,B-4,D4,F2,F1
83.75,24.2754,28,3.75,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
84.0,24.3478,29,1.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,D4,G#3,F2,F1
84.5,24.4928,29,1.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
85.0,24.6377,29,2.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,D4,G#3,F2,F1
85.5,24.7826,29,2.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
86.0,24.9275,29,3.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,B-5,D4,G#3,F2,F1
86.5,25.0725,29,3.5,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,B-5,B-4,D4,F2,F1
86.75,25.1449,29,3.75,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,B-4,D4,F2,F1
87.0,25.2174,30,1.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,D4,G#3,F2,F1
89.0,25.7971,30,3.0,D6,D6,B-5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,B-5,B-4,G#3,F2,F1
90.0,26.087,31,1.0,D6,D6,D5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,D4,G#3,F2,F1
92.0,26.6667,31,3.0,D6,D6,B-5,r,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,B-5,B-4,G#3,F2,F1
93.0,26.9565,32,1.0,D6,D6,D5,D5,D5,G#4,G#3,F3,F4,F3,F4,F4,F2,D5,D4,G#3,F2,F1
102.0,29.5652,34,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,A3,G3,r,r
104.0,30.1449,34,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C#4,G3,r,r
105.0,30.4348,35,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,A3,G3,r,r
107.0,31.0145,35,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C#4,G3,r,r
108.0,31.3043,36,1.0,r,r,r,r,r,r,A3,r,r,r,r,r,r,C#4,A3,G3,r,r
110.0,31.8841,36,3.0,r,r,r,r,r,r,G4,r,r,r,r,r,r,r,r,r,r,r
111.0,32.1739,37,1.0,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r
113.0,32.7536,37,3.0,r,r,r,r,r,r,G4,r,r,r,r,r,r,A4,A3,C#4,E4,E3
113.5,32.8986,37,3.5,r,r,r,r,r,r,G4,r,r,r,r,r,r,A4,A3,C#4,E4,E3
114.0,33.0435,38,1.0,r,r,r,r,r,r,F#4,r,r,r,r,r,r,A4,A3,D4,D4,D3
114.5,33.1884,38,1.5,r,r,r,r,r,r,F#4,r,r,r,r,r,r,B4,B3,D4,D4,D3
115.0,33.3333,38,2.0,r,r,r,r,r,r,D4,r,r,r,r,r,r,C#5,C#4,r,r,r
115.5,33.4783,38,2.5,r,r,r,r,r,r,D4,r,r,r,r,r,r,D5,D4,r,r,r
116.0,33.6232,38,3.0,r,r,r,r,r,r,A3,r,r,r,r,r,r,A4,A3,r,r,r
116.5,33.7681,38,3.5,r,r,r,r,r,r,A3,r,r,r,r,r,r,A4,A3,r,r,r
117.0,33.913,39,1.0,r,r,r,r,r,r,G3,r,r,r,r,r,r,A4,A3,E4,A3,A2
117.5,34.058,39,1.5,r,r,r,r,r,r,G3,r,r,r,r,r,r,C#5,C#4,E4,A3,A2
118.0,34.2029,39,2.0,r,r,r,r,r,r,E3,r,r,r,r,r,r,D5,D4,r,r,r
118.5,34.3478,39,2.5,r,r,r,r,r,r,E3,r,r,r,r,r,r,E5,E4,r,r,r
119.0,34.4928,39,3.0,r,r,r,r,r,r,C#3,r,r,r,r,r,r,A4,A3,r,r,r
119.5,34.6377,39,3.5,r,r,r,r,r,r,C#3,r,r,r,r,r,r,A4,A3,r,r,r
120.0,34.7826,40,1.0,r,r,r,r,r,r,F#3,r,r,r,r,r,r,A4,A3,F#4,D3,D2
120.5,34.9275,40,1.5,r,r,r,r,r,r,F#3,r,r,r,r,r,r,D5,D4,F#4,D3,D2
121.0,35.0725,40,2.0,r,r,r,r,r,r,D3,r,r,r,r,r,r,E5,E4,r,r,r
121.5,35.2174,40,2.5,r,r,r,r,r,r,D3,r,r,r,r,r,r,F#5,F#4,r,r,r
122.0,35.3623,40,3.0,r,r,r,r,r,r,A2,r,r,r,r,r,r,G5,G4,r,r,r
122.5,35.5072,40,3.5,r,r,r,r,r,r,A2,r,r,r,r,r,r,F#5,F#4,r,r,r
123.0,35.6522,41,1.0,r,r,r,r,r,r,A2,r,r,r,r,r,r,E5,E4,E4,A2,A1
124.0,35.942,41,2.0,r,r,r,r,r,r,C3,r,r,r,r,r,r,A5,A4,r,r,r
125.0,36.2319,41,3.0,r,r,r,r,r,r,F#3,r,r,r,r,r,r,A5,A4,C4,A2,A1
