score_qstamp,qstamp,measure,beat,831994_tstamp,718692_tstamp
46.0,46.0,12,4.0,49.2656,57.3532
47.0,47.0,13,1.0,51.0383,58.9115
48.0,48.0,13,2.0,52.2234,59.917
49.0,49.0,13,3.0,53.8485,62.0855
50.0,50.0,13,4.0,54.7335,63.6335
51.0,51.0,14,1.0,56.2986,65.0386
52.0,52.0,14,2.0,57.5474,66.9037
53.0,53.0,14,3.0,58.9687,68.5287
54.0,54.0,14,4.0,59.9738,70.0538
55.0,55.0,15,1.0,61.7189,71.4389
56.0,56.0,15,2.0,62.9039,73.2039
57.0,57.0,15,3.0,64.309,75.229
58.0,58.0,15,4.0,65.9341,76.7833
59.0,59.0,16,1.0,66.9192,78.2592
59.5,59.5,16,1.5,67.6017,78.9617
60.0,60.0,16,2.0,68.7578,80.2642
60.5,60.5,16,2.5,69.3068,80.9468
61.0,61.0,16,3.0,69.8693,81.5693
61.5,61.5,16,3.5,70.4318,82.3718
62.0,62.0,16,4.0,70.9288,82.8664
62.5,62.5,16,4.5,71.5369,83.4076
63.0,63.0,17,1.0,72.1534,83.997
63.5,63.5,17,1.5,72.642,84.902
64.0,64.0,17,2.0,73.0645,85.3245
64.5,64.5,17,2.5,73.887,86.127
65.0,65.0,17,3.0,74.3096,86.5496
65.5,65.5,17,3.5,74.7521,87.0121
66.0,66.0,17,4.0,75.1946,87.6092
66.5,66.5,17,4.5,75.6172,88.0372
67.0,67.0,18,1.0,76.0397,88.5397
67.5,67.5,18,1.5,76.4423,89.0646
68.0,68.0,18,2.0,76.8648,89.5048
68.5,68.5,18,2.5,77.2873,89.9873
69.0,69.0,18,3.0,77.6899,90.4099
69.5,69.5,18,3.5,78.0924,90.7524
70.0,70.0,18,4.0,78.5149,91.1749
70.5,70.5,18,4.5,78.8826,91.4796
71.0,71.0,19,1.0,78.94,91.82
71.5,71.5,19,1.5,79.2849,92.0825
72.0,72.0,19,2.0,79.4051,92.4051
72.5,72.5,19,2.5,79.748,92.8276
73.0,73.0,19,3.0,80.0501,92.9501
73.5,73.5,19,3.5,80.3527,93.2192
74.0,74.0,19,4.0,80.7552,93.4752
74.5,74.5,19,4.5,81.7377,94.2777
75.0,75.0,20,1.0,82.2003,94.7042
76.0,76.0,20,2.0,83.0454,96.3854
77.0,77.0,20,3.0,84.5984,97.556
78.0,78.0,20,4.0,86.291,99.6155
78.125,78.125,20,4.125,86.5811,99.7233
78.25,78.25,20,4.25,86.6868,99.8668
78.375,78.375,20,4.375,86.8448,99.9724
78.5,78.5,20,4.5,86.958,100.078
78.625,78.625,20,4.625,87.2837,100.4037
78.75,78.75,20,4.75,87.3893,100.5093
78.875,78.875,20,4.875,87.5749,101.1074
79.0,79.0,21,1.0,87.6806,101.3606
80.0,80.0,21,2.0,88.9456,102.5456
81.0,81.0,21,3.0,89.9507,103.9614
81.125,81.125,21,3.125,90.0563,104.0763
81.25,81.25,21,3.25,90.162,104.44
81.375,81.375,21,3.375,90.6276,104.8876
81.5,81.5,21,3.5,90.7332,104.9932
81.625,81.625,21,3.625,90.8956,105.0989
81.75,81.75,21,3.75,91.0045,105.2045
81.875,81.875,21,3.875,91.3701,105.3101
82.0,82.0,21,4.0,91.4758,105.4158
82.125,82.125,21,4.125,91.8014,105.7214
82.25,82.25,21,4.25,91.907,105.827
82.375,82.375,21,4.375,92.0635,105.9727
82.5,82.5,21,4.5,92.1983,106.0983
82.625,82.625,21,4.625,92.3039,106.3917
82.75,82.75,21,4.75,92.4496,106.5792
82.875,82.875,21,4.875,92.5952,106.6952
83.0,83.0,22,1.0,92.7056,107.0256
83.125,83.125,22,1.125,92.9725,107.2465
83.25,83.25,22,1.25,93.1321,107.4484
83.375,83.375,22,1.375,93.2377,107.5777
83.5,83.5,22,1.5,93.3706,107.714
83.625,83.625,22,1.625,93.712,108.009
83.75,83.75,22,1.75,93.8946,108.2146
83.875,83.875,22,1.875,94.0003,108.3203
84.0,84.0,22,2.0,94.1059,108.4613
84.125,84.125,22,2.125,94.2515,108.6515
84.25,84.25,22,2.25,94.3572,108.7572
84.375,84.375,22,2.375,94.4828,108.8628
84.5,84.5,22,2.5,94.711,108.9885
84.625,84.625,22,2.625,94.8741,109.3682
84.75,84.75,22,2.75,94.9797,109.4797
84.875,84.875,22,2.875,95.0854,109.5854
85.0,85.0,22,3.0,95.191,109.711
85.125,85.125,22,3.125,95.2966,109.9166
85.25,85.25,22,3.25,95.4023,110.0315
85.375,85.375,22,3.375,95.5079,110.3158
85.5,85.5,22,3.5,95.6135,110.4535
85.625,85.625,22,3.625,95.8792,110.6192
85.75,85.75,22,3.75,95.9848,110.7248
85.875,85.875,22,3.875,96.0904,110.9904
86.0,86.0,22,4.0,96.1961,111.1561
86.125,86.125,22,4.125,96.3417,111.2617
86.25,86.25,22,4.25,96.4473,111.3673
86.375,86.375,22,4.375,96.553,111.513
86.5,86.5,22,4.5,96.6586,111.6186
86.625,86.625,22,4.625,96.9084,111.9442
86.75,86.75,22,4.75,97.0299,112.0499
86.875,86.875,22,4.875,97.171,112.1555
87.0,87.0,23,1.0,97.2822,112.2754
87.125,87.125,23,1.125,97.4068,112.6268
87.25,87.25,23,1.25,97.5124,112.7324
87.375,87.375,23,1.375,97.698,112.898
87.5,87.5,23,1.5,97.8637,113.0037
87.625,87.625,23,1.625,97.9693,113.1093
87.75,87.75,23,1.75,98.0749,113.2149
87.875,87.875,23,1.875,98.1806,113.3206
88.0,88.0,23,2.0,98.2986,113.4882
88.125,88.125,23,2.125,98.4518,113.8518
88.25,88.25,23,2.25,98.5575,113.9575
88.375,88.375,23,2.375,98.7062,114.1431
88.5,88.5,23,2.5,98.8287,114.2661
88.625,88.625,23,2.625,99.0344,114.4744
88.75,88.75,23,2.75,99.2,114.62
88.875,88.875,23,2.875,99.3056,114.7856
89.0,89.0,23,3.0,99.4113,114.8913
89.125,89.125,23,3.125,99.5969,115.2769
89.25,89.25,23,3.25,99.7025,115.3825
89.375,89.375,23,3.375,99.8082,115.4882
89.5,89.5,23,3.5,99.9138,115.5938
89.625,89.625,23,3.625,100.0994,115.9794
89.75,89.75,23,3.75,100.2051,116.0851
89.875,89.875,23,3.875,100.3107,116.1907
90.0,90.0,23,4.0,100.4163,116.2963
90.125,90.125,23,4.125,100.602,116.482
90.25,90.25,23,4.25,100.7076,116.618
90.375,90.375,23,4.375,100.8132,116.7732
90.5,90.5,23,4.5,100.9389,116.8789
90.625,90.625,23,4.625,101.0445,117.0845
90.75,90.75,23,4.75,101.1501,117.1901
90.875,90.875,23,4.875,101.2558,117.2958
91.0,91.0,24,1.0,101.3628,117.4014
91.125,91.125,24,1.125,101.567,117.604
91.25,91.25,24,1.25,101.6727,117.8727
91.375,91.375,24,1.375,101.7783,118.0183
91.5,91.5,24,1.5,101.8839,118.1839
91.625,91.625,24,1.625,102.0696,118.3896
91.75,91.75,24,1.75,102.1952,118.5152
91.875,91.875,24,1.875,102.3008,118.6208
92.0,92.0,24,2.0,102.4325,118.7265
92.125,92.125,24,2.125,102.6242,118.9642
92.25,92.25,24,2.25,102.7377,119.0954
92.375,92.375,24,2.375,102.8468,119.2234
92.5,92.5,24,2.5,102.987,119.429
92.625,92.625,24,2.625,103.1146,119.5346
92.75,92.75,24,2.75,103.2609,119.7015
92.875,92.875,24,2.875,103.4059,119.8859
93.0,93.0,24,3.0,103.5115,119.9915
93.125,93.125,24,3.125,103.6572,120.1972
93.25,93.25,24,3.25,103.7828,120.3028
93.375,93.375,24,3.375,103.8885,120.4685
93.5,93.5,24,3.5,103.9941,120.6341
93.625,93.625,24,3.625,104.1797,120.8197
93.75,93.75,24,3.75,104.3108,120.9254
93.875,93.875,24,3.875,104.451,121.042
94.0,94.0,24,4.0,104.5566,121.2562
94.125,94.125,24,4.125,104.7023,121.3823
94.25,94.25,24,4.25,104.8079,121.4879
94.375,94.375,24,4.375,104.9335,121.6475
94.5,94.5,24,4.5,105.0392,121.8176
94.625,94.625,24,4.625,105.1896,122.0048
94.75,94.75,24,4.75,105.3312,122.1312
94.875,94.875,24,4.875,105.4561,122.2722
95.0,95.0,25,1.0,105.5617,122.4234
95.125,95.125,25,1.125,105.7073,122.5746
95.25,95.25,25,1.25,105.826,122.719
95.375,95.375,25,1.375,105.9386,122.8386
95.5,95.5,25,1.5,106.0442,123.0084
95.625,95.625,25,1.625,106.1499,123.1299
95.75,95.75,25,1.75,106.311,123.331
95.875,95.875,25,1.875,106.4222,123.4411
96.0,96.0,25,2.0,106.5468,123.6268
96.125,96.125,25,2.125,106.6524,123.7724
96.25,96.25,25,2.25,106.878,123.918
96.375,96.375,25,2.375,106.9837,124.0237
96.5,96.5,25,2.5,107.0986,124.2093
96.625,96.625,25,2.625,107.2149,124.3549
96.75,96.75,25,2.75,107.3206,124.4606
96.875,96.875,25,2.875,107.4262,124.6062
97.0,97.0,25,3.0,107.5672,124.7118
97.125,97.125,25,3.125,107.6975,124.9775
97.25,97.25,25,3.25,107.8031,125.1431
97.375,97.375,25,3.375,107.9287,125.2487
97.5,97.5,25,3.5,108.0344,125.4344
97.625,97.625,25,3.625,108.3,125.58
97.75,97.75,25,3.75,108.4056,125.7656
97.875,97.875,25,3.875,108.5113,125.8713
98.0,98.0,25,4.0,108.6169,125.9769
98.125,98.125,25,4.125,108.7225,126.17
98.25,98.25,25,4.25,108.8528,126.3528
98.375,98.375,25,4.375,108.9938,126.4938
98.5,98.5,25,4.5,109.0994,126.6194
98.625,98.625,25,4.625,109.3451,126.8051
98.75,98.75,25,4.75,109.4507,126.9507
98.875,98.875,25,4.875,109.5563,127.1163
99.0,99.0,26,1.0,109.662,127.224
99.125,99.125,26,1.125,109.8076,127.4476
99.25,99.25,26,1.25,109.9132,127.5532
99.375,99.375,26,1.375,110.0189,127.6789
99.5,99.5,26,1.5,110.1625,127.849
99.625,99.625,26,1.625,110.3301,127.9802
99.75,99.75,26,1.75,110.4358,128.1558
99.875,99.875,26,1.875,110.5814,128.3214
100.0,100.0,26,2.0,110.687,128.467
100.125,100.125,26,2.125,110.8527,128.6727
100.25,100.25,26,2.25,110.9583,128.7783
100.375,100.375,26,2.375,111.1039,128.9239
100.5,100.5,26,2.5,111.2096,129.0296
100.625,100.625,26,2.625,111.3552,129.2704
100.75,100.75,26,2.75,111.4608,129.3808
100.875,100.875,26,2.875,111.5865,129.5265
101.0,101.0,26,3.0,111.6921,129.6563
101.125,101.125,26,3.125,111.8708,129.7977
101.25,101.25,26,3.25,111.9834,129.9668
101.375,101.375,26,3.375,112.098,130.098
101.5,101.5,26,3.5,112.2584,130.2892
101.625,101.625,26,3.625,112.3803,130.4003
101.75,101.75,26,3.75,112.4859,130.5318
101.875,101.875,26,3.875,112.5915,130.7545
102.0,102.0,26,4.0,112.6972,130.8772
102.125,102.125,26,4.125,112.8428,130.9828
102.25,102.25,26,4.25,112.997,131.1885
102.375,102.375,26,4.375,113.1141,131.2941
102.5,102.5,26,4.5,113.2197,131.3997
102.625,102.625,26,4.625,113.3854,131.6254
102.75,102.75,26,4.75,113.491,131.742
102.875,102.875,26,4.875,113.6366,131.9064
103.0,103.0,27,1.0,113.7446,132.0823
103.25,103.25,27,1.25,114.0335,132.4275
103.5,103.5,27,1.5,114.3048,132.8048
103.75,103.75,27,1.75,114.5161,133.0322
103.875,103.875,27,1.875,114.6468,133.1519
104.0,104.0,27,2.0,114.8273,133.4673
104.25,104.25,27,2.25,115.1186,133.8386
104.5,104.5,27,2.5,115.3299,134.1897
104.75,104.75,27,2.75,115.5411,134.4411
104.875,104.875,27,2.875,115.6604,134.5468
105.0,105.0,27,3.0,115.8324,134.8324
105.25,105.25,27,3.25,116.1637,135.2274
105.5,105.5,27,3.5,116.3749,135.5349
105.75,105.75,27,3.75,116.5924,135.7462
105.875,105.875,27,3.875,116.7236,135.9118
106.0,106.0,27,4.0,116.8375,136.1375
106.25,106.25,27,4.25,117.1661,136.5183
106.5,106.5,27,4.5,117.4,136.82
106.75,106.75,27,4.75,117.6113,137.0313
106.875,106.875,27,4.875,117.7969,137.1369
107.0,107.0,28,1.0,117.9025,137.5075
107.25,107.25,28,1.25,118.2738,137.8138
107.75,107.75,28,1.75,118.7963,138.5563
107.875,107.875,28,1.875,118.904,138.682
108.0,108.0,28,2.0,119.0276,138.8152
108.25,108.25,28,2.25,119.2389,139.1778
108.75,108.75,28,2.75,119.8214,139.8614
108.875,108.875,28,2.875,119.927,139.988
109.0,109.0,28,3.0,120.0327,140.2927
109.25,109.25,28,3.25,120.3039,140.6239
109.5,109.5,28,3.5,120.5952,140.9152
110.0,110.0,28,4.0,121.7377,141.3954
111.0,111.0,29,1.0,122.7824,143.5628
113.0,113.0,29,3.0,125.193,145.453
114.0,114.0,29,4.0,127.738,146.49
115.0,115.0,30,1.0,128.7631,147.5831
117.0,117.0,30,3.0,130.7674,149.0874
118.0,118.0,30,4.0,132.0796,149.9396
118.25,118.25,30,4.25,132.4427,150.1827
119.0,119.0,31,1.0,132.9318,150.6918
120.0,120.0,31,2.0,133.584,151.424
121.0,121.0,31,3.0,134.2361,152.2561
122.0,122.0,31,4.0,134.8883,153.4883
123.0,123.0,32,1.0,135.5435,154.1435
124.0,124.0,32,2.0,139.8629,155.2835
125.0,125.0,32,3.0,140.8832,156.0248
126.0,126.0,32,4.0,141.937,156.737
127.0,127.0,33,1.0,143.5492,157.6076
128.0,128.0,33,2.0,144.6104,158.3614
129.0,129.0,33,3.0,145.9735,159.0335
129.5,129.5,33,3.5,147.2596,160.1196
130.0,130.0,33,4.0,147.5857,160.4457
130.5,130.5,33,4.5,147.9118,160.7718
131.0,131.0,34,1.0,148.2379,161.0979
132.0,132.0,34,2.0,150.8701,162.3002
133.0,133.0,34,3.0,151.5822,162.9822
133.5,133.5,34,3.5,151.9083,163.3166
134.0,134.0,34,4.0,152.2544,163.6944
134.5,134.5,34,4.5,153.1005,164.1605
135.0,135.0,35,1.0,153.4728,164.5664
136.0,136.0,35,2.0,154.2388,165.2588
137.0,137.0,35,3.0,155.7945,166.0309
138.0,138.0,35,4.0,156.5031,166.6831
139.0,139.0,36,1.0,157.1553,167.3753
139.5,139.5,36,1.5,157.4814,167.9926
140.0,140.0,36,2.0,157.8074,168.4748
141.0,141.0,36,3.0,158.4596,169.1396
142.0,142.0,36,4.0,159.1918,169.8272
142.5,142.5,36,4.5,159.5379,170.2379
143.0,143.0,37,1.0,159.868,170.564
144.0,144.0,37,2.0,162.2922,171.4561
145.0,145.0,37,3.0,162.9883,172.1166
146.0,146.0,37,4.0,165.5805,172.9015
147.0,147.0,38,1.0,166.2327,173.6581
148.0,148.0,38,2.0,167.4296,174.7648
149.0,149.0,38,3.0,168.657,175.417
150.0,150.0,38,4.0,170.4584,176.0892
150.25,150.25,38,4.25,170.8488,176.3122
151.0,151.0,39,1.0,171.8534,176.8814
152.0,152.0,39,2.0,174.0535,177.5535
153.0,153.0,39,3.0,174.7771,178.4257
154.0,154.0,39,4.0,175.5179,179.5695
155.0,155.0,40,1.0,176.1701,180.4101
156.0,156.0,40,2.0,177.017,181.151
157.0,157.0,40,3.0,178.3744,182.1744
158.0,158.0,40,4.0,179.2066,182.8666
159.0,159.0,41,1.0,180.3788,183.7788
159.5,159.5,41,1.5,182.2448,184.3448
160.0,160.0,41,2.0,182.5818,184.6709
160.1667,160.1667,41,2.1667,182.6996,184.7796
160.3333,160.3333,41,2.3333,182.8083,184.8883
160.5,160.5,41,2.5,182.917,184.997
160.6667,160.6667,41,2.6667,183.0257,185.1057
160.8333,160.8333,41,2.8333,183.1344,185.2144
161.0,161.0,41,3.0,183.2431,185.3231
162.0,162.0,41,4.0,183.9353,185.9753
163.0,163.0,42,1.0,184.6274,186.6274
164.0,164.0,42,2.0,185.3396,187.2992
164.5,164.5,42,2.5,186.4657,187.9257
165.0,165.0,42,3.0,187.4118,188.4918
166.0,166.0,42,4.0,188.224,189.244
167.0,167.0,43,1.0,189.4361,190.0361
167.5,167.5,43,1.5,190.3622,190.5622
168.0,168.0,43,2.0,190.6883,190.9083
168.1667,168.1667,43,2.1667,190.797,191.017
168.3333,168.3333,43,2.3333,190.9057,191.1257
168.5,168.5,43,2.5,191.0144,191.2344
168.6667,168.6667,43,2.6667,191.1524,191.3431
168.8333,168.8333,43,2.8333,191.3918,191.4518
169.0,169.0,43,3.0,191.535,191.5605
170.0,170.0,43,4.0,193.5327,192.2127
171.0,171.0,44,1.0,194.1848,192.932
171.5,171.5,44,1.5,194.8309,193.8509
172.0,172.0,44,2.0,195.157,194.177
172.1667,172.1667,44,2.1667,195.6514,194.2857
172.3333,172.3333,44,2.3333,195.8144,194.3944
172.5,172.5,44,2.5,195.9231,194.5031
172.6667,172.6667,44,2.6667,196.0318,194.7318
172.8333,172.8333,44,2.8333,196.5005,194.9605
173.0,173.0,44,3.0,196.6184,195.1152
174.0,174.0,44,4.0,197.9814,195.8414
175.0,175.0,45,1.0,198.6535,196.5135
175.5,175.5,45,1.5,199.5596,197.3796
176.0,176.0,45,2.0,200.2539,197.7057
176.5,176.5,45,2.5,201.0518,198.0518
177.0,177.0,45,3.0,201.3979,198.3979
178.0,178.0,45,4.0,202.2501,199.1202
179.0,179.0,46,1.0,203.7822,200.5104
180.0,180.0,46,2.0,205.8744,201.7344
181.0,181.0,46,3.0,206.5666,202.3866
182.0,182.0,46,4.0,207.2388,203.0388
183.0,183.0,47,1.0,208.2053,203.6836
185.0,185.0,47,3.0,210.0706,205.6953
186.5,186.5,47,4.5,212.4135,208.0535
187.0,187.0,48,1.0,213.4128,208.3796
190.0,190.0,48,4.0,215.6161,210.5561
191.0,191.0,49,1.0,216.3083,211.3883
192.0,192.0,49,2.0,216.984,212.3805
193.0,193.0,49,3.0,218.1089,213.3854
194.0,194.0,49,4.0,219.2248,214.4448
195.0,195.0,50,1.0,220.397,215.651
199.0,199.0,51,1.0,224.6857,218.8057
201.0,201.0,51,3.0,226.2901,220.7909
203.0,203.0,52,1.0,228.8544,222.3344
204.0,204.0,52,2.0,229.5066,222.9866
205.0,205.0,52,3.0,230.2388,223.7788
206.0,206.0,52,4.0,231.6509,224.7709
206.25,206.25,52,4.25,232.094,224.994
207.0,207.0,53,1.0,232.7031,225.8031
208.0,208.0,53,2.0,233.3553,226.5953
209.0,209.0,53,3.0,234.2442,227.2674
210.0,210.0,53,4.0,235.2996,228.3396
210.25,210.25,53,4.25,235.5854,228.5324
211.0,211.0,54,1.0,236.4108,229.3118
212.0,212.0,54,2.0,237.144,230.384
213.0,213.0,54,3.0,237.8361,231.0361
214.0,214.0,54,4.0,238.9283,231.7298
214.25,214.25,54,4.25,239.3514,231.9514
215.0,215.0,55,1.0,240.081,232.504
216.0,216.0,55,2.0,241.4127,233.7927
217.0,217.0,55,3.0,242.1248,234.4448
218.0,218.0,55,4.0,242.777,235.097
218.25,218.25,55,4.25,243.1402,235.2601
219.0,219.0,56,1.0,243.9492,235.9492
220.0,220.0,56,2.0,245.7228,237.0814
221.0,221.0,56,3.0,246.4135,237.7535
222.0,222.0,56,4.0,247.1857,238.4342
223.0,223.0,57,1.0,248.1979,239.3179
223.5,223.5,57,1.5,249.364,239.764
224.0,224.0,57,2.0,249.6901,240.0901
224.1667,224.1667,57,2.1667,249.7988,240.1988
224.3333,224.3333,57,2.3333,249.9074,240.3074
224.5,224.5,57,2.5,250.0161,240.4161
224.6667,224.6667,57,2.6667,250.1547,240.569
224.8333,224.8333,57,2.8333,250.641,240.8335
225.0,225.0,57,3.0,251.3422,240.9422
226.0,226.0,57,4.0,251.9944,241.6544
227.0,227.0,58,1.0,252.6466,242.3998
227.5,227.5,58,1.5,253.4327,242.9727
228.0,228.0,58,2.0,253.7588,243.3188
228.1667,228.1667,58,2.1667,253.9075,243.4475
228.3333,228.3333,58,2.3333,254.0161,243.5561
228.5,228.5,58,2.5,254.1296,243.6648
228.6667,228.6667,58,2.6667,254.2736,243.7736
228.8333,228.8333,58,2.8333,254.6622,243.8822
229.0,229.0,58,3.0,254.7709,243.9909
230.0,230.0,58,4.0,256.1831,244.9031
230.5,230.5,58,4.5,256.5276,245.2292
231.0,231.0,59,1.0,257.0953,245.8553
231.5,231.5,59,1.5,258.1014,246.3214
232.0,232.0,59,2.0,258.4422,246.6674
232.5,232.5,59,2.5,258.8935,247.0135
233.0,233.0,59,3.0,259.6392,247.8192
233.5,233.5,59,3.5,260.4457,248.3657
234.0,234.0,59,4.0,260.7718,248.6918
234.5,234.5,59,4.5,261.1358,249.1379
235.0,235.0,60,1.0,261.796,249.464
236.0,236.0,60,2.0,263.2761,250.3161
237.0,237.0,60,3.0,265.3083,251.9464
239.0,239.0,61,1.0,267.3327,254.0527
242.0,242.0,62,4.0,272.7692,258.6168
243.0,243.0,63,1.0,273.8895,259.2259
244.0,244.0,63,2.0,274.5625,259.6925
245.0,245.0,63,3.0,275.1592,260.4792
246.0,246.0,63,4.0,275.5759,260.9359
247.0,247.0,64,1.0,276.2525,261.7725
249.0,249.0,64,3.0,277.4859,262.6659
250.0,250.0,64,4.0,277.9625,263.1675
251.0,251.0,65,1.0,278.3992,263.6992
252.0,252.0,65,2.0,279.0559,264.3559
252.5,252.5,65,2.5,279.3042,264.6642
253.0,253.0,65,3.0,279.5325,264.8725
254.0,254.0,65,4.0,280.0336,265.418
255.0,255.0,66,1.0,280.6177,266.0118
256.0,256.0,66,2.0,281.5625,266.4625
257.0,257.0,66,3.0,281.9792,266.8992
258.0,258.0,66,4.0,282.3959,267.4159
259.0,259.0,67,1.0,282.9175,268.17
260.0,260.0,67,2.0,283.6092,268.8184
261.0,261.0,67,3.0,284.0259,269.2813
262.0,262.0,67,4.0,284.515,269.7975
263.0,263.0,68,1.0,285.0392,270.4792
264.0,264.0,68,2.0,285.5759,271.1559
265.0,265.0,68,3.0,286.225,271.5725
266.0,266.0,68,4.0,286.8476,271.9892
267.0,267.0,69,1.0,287.3059,272.4436
268.0,268.0,69,2.0,287.815,272.9575
268.5,268.5,69,2.5,288.1909,273.2709
269.0,269.0,69,3.0,288.4392,273.4992
270.0,270.0,69,4.0,288.9959,274.0359
271.0,271.0,70,1.0,289.4725,274.5325
272.0,272.0,70,2.0,290.1892,275.1892
273.0,273.0,70,3.0,290.6059,275.6318
274.0,274.0,70,4.0,291.1625,276.1225
275.0,275.0,71,1.0,291.5992,276.5392
276.0,276.0,71,2.0,292.2359,277.2077
276.5,276.5,71,2.5,292.5042,277.4326
277.0,277.0,71,3.0,292.725,277.7125
278.0,278.0,71,4.0,293.2892,278.1892
279.0,279.0,72,1.0,293.7354,278.6295
280.0,280.0,72,2.0,294.225,279.2025
280.5,280.5,72,2.5,294.6109,279.5109
281.0,281.0,72,3.0,294.8192,279.7192
282.0,282.0,72,4.0,295.2959,280.2759
283.0,283.0,73,1.0,295.9325,280.7125
284.0,284.0,73,2.0,296.4092,281.3092
284.5,284.5,73,2.5,296.6175,281.5175
285.0,285.0,73,3.0,296.9659,281.7318
286.0,286.0,73,4.0,297.4825,282.175
287.0,287.0,74,1.0,297.8992,282.6992
288.0,288.0,74,2.0,298.5159,283.2718
289.0,289.0,74,3.0,298.9325,283.6925
290.0,290.0,74,4.0,299.8092,284.4692
291.0,291.0,75,1.0,300.2259,284.8859
292.0,292.0,75,2.0,300.6425,285.3225
292.5,292.5,75,2.5,300.8927,285.5836
293.0,293.0,75,3.0,301.1192,285.8392
294.0,294.0,75,4.0,301.5759,286.3359
294.5,294.5,75,4.5,301.9642,286.6042
295.0,295.0,76,1.0,302.2125,286.8525
296.0,296.0,76,2.0,302.706,287.3092
296.5,296.5,76,2.5,303.0375,287.6775
297.0,297.0,76,3.0,303.2518,287.9036
298.0,298.0,76,4.0,303.8525,288.5425
299.0,299.0,77,1.0,304.3992,288.9592
300.0,300.0,77,2.0,304.9359,289.3759
300.5,300.5,77,2.5,305.1242,289.6642
301.0,301.0,77,3.0,305.3325,289.9525
301.5,301.5,77,3.5,305.7809,290.2027
302.0,302.0,77,4.0,305.9892,290.5984
303.0,303.0,78,1.0,306.6059,291.0436
304.0,304.0,78,2.0,307.0425,291.5275
304.5,304.5,78,2.5,307.2509,291.8109
305.0,305.0,78,3.0,307.4792,292.0392
306.0,306.0,78,4.0,308.1359,292.6959
306.5,306.5,78,4.5,308.4242,292.9242
307.0,307.0,79,1.0,308.6325,293.1325
308.0,308.0,79,2.0,309.1492,293.6596
309.0,309.0,79,3.0,309.5859,294.2177
