score_qstamp,qstamp,measure,beat,723381_tstamp,729189_tstamp,723373_tstamp,730988_tstamp,736446_tstamp,723385_tstamp,723403_tstamp,723410_tstamp,723394_tstamp,728537_tstamp,736451_tstamp,723377_tstamp,711681_tstamp
304.75,304.75,153,1.75,301.6121,303.2721,343.9121,338.3321,295.7121,322.8121,329.1321,289.8521,395.1921,285.0521,325.3921,288.7321,294.9721
305.0,305.0,153,2.0,301.8095,303.4695,344.196,338.691,295.938,323.038,329.3295,290.0495,395.3895,285.2495,325.5895,288.9295,295.1895
305.25,305.25,153,2.25,302.0068,303.6668,344.5068,339.2068,296.1668,323.2668,329.5268,290.2468,395.5868,285.4668,325.7868,289.1268,295.4068
305.5,305.5,153,2.5,302.2042,303.8642,344.7042,339.4442,296.3642,323.4642,329.7242,290.4442,395.7842,285.6642,325.9842,289.3242,295.6042
305.75,305.75,153,2.75,302.4016,304.0616,344.9016,339.6416,296.5616,323.6616,329.9216,290.6416,395.9864,285.8616,326.1816,289.5216,295.8016
306.0,306.0,154,1.0,302.5989,304.2589,345.0989,339.8389,296.7589,323.8589,330.1189,290.8389,396.2389,286.0589,326.3789,289.7189,295.9989
306.25,306.25,154,1.25,302.8563,304.4563,345.2963,340.0763,296.9563,324.0763,330.3763,291.0363,396.4363,286.2563,326.5763,289.9163,296.1963
306.5,306.5,154,1.5,303.0537,304.7337,345.4937,340.2737,297.1737,324.2737,330.6011,291.2337,396.6337,286.4537,326.7737,290.1337,296.3937
306.75,306.75,154,1.75,303.3311,304.9311,345.6911,340.4711,297.4911,324.4711,330.8311,291.4311,396.8311,286.6511,326.9711,290.3311,296.5911
307.0,307.0,154,2.0,303.5284,305.1684,346.0084,340.6684,297.7484,324.7284,331.1484,291.6284,397.0284,286.8484,327.1684,290.5484,296.7884
307.25,307.25,154,2.25,303.7258,305.3916,346.2058,340.8858,297.9658,324.9258,331.3658,291.8258,397.2258,287.0458,327.3658,290.7458,296.9858
307.5,307.5,154,2.5,303.9296,305.6728,346.4096,341.0832,298.2664,325.1864,331.6264,292.0264,397.4296,287.2432,327.5664,290.9832,297.1832
307.75,307.75,154,2.75,304.1605,305.9205,346.7005,341.3005,298.4805,325.4405,331.8405,292.2405,397.661,287.4605,327.7805,291.1805,297.3805
308.0,308.0,155,1.0,304.3779,306.1179,346.9579,341.5779,298.7158,325.6579,332.0937,292.4579,397.8779,287.6579,327.9779,291.4979,297.5779
308.25,308.25,155,1.25,304.6953,306.5612,347.3353,342.0553,299.1553,325.9506,332.4153,292.8459,398.2353,287.8553,328.1753,291.7953,297.7753
308.5,308.5,155,1.5,304.8926,306.7726,347.5326,342.2526,299.3526,326.1526,332.6326,293.0526,398.4326,288.0726,328.3726,291.9926,297.9726
308.75,308.75,155,1.75,305.09,306.97,347.83,342.47,299.57,326.49,333.09,293.25,398.63,288.33,328.57,292.21,298.25
309.0,309.0,155,2.0,305.3096,307.1896,348.0496,342.7022,299.7874,326.7096,333.2874,293.4274,398.8644,288.5274,328.7874,292.4074,298.4474
309.25,309.25,155,2.25,305.5447,307.4247,348.3047,342.9247,299.9847,326.9447,333.5047,293.6247,399.1247,288.7247,328.9847,292.6447,298.6647
309.5,309.5,155,2.5,305.7421,307.7147,348.5252,343.1221,300.1863,327.1652,333.7357,293.8221,399.3431,288.9242,329.1821,292.8463,298.8642
309.75,309.75,155,2.75,305.9395,308.0195,348.9195,343.3195,300.4195,327.5595,334.2195,294.0195,399.7195,289.1395,329.3795,293.0995,299.0795
310.0,310.0,156,1.0,306.1368,308.3568,349.1568,343.6568,300.6168,327.9168,334.5208,294.2168,399.9168,289.3368,329.5768,293.2968,299.2768
310.25,310.25,156,1.25,306.3542,308.5742,349.4542,343.8542,300.8142,328.1142,334.7942,294.4142,400.1142,289.5342,329.8342,293.4942,299.4742
310.5,310.5,156,1.5,306.5716,308.7716,349.6516,344.0716,301.1316,328.3116,334.9916,294.6116,400.3116,289.7316,330.0316,293.7116,299.6716
310.75,310.75,156,1.75,306.7689,308.9689,349.8489,344.2689,301.3289,328.4945,335.1889,294.8089,400.5089,289.9289,330.2289,293.9089,299.8689
311.0,311.0,156,2.0,306.9852,309.1663,350.0463,344.5734,301.5463,328.6863,335.3863,295.0252,400.7063,290.1389,330.4263,294.1063,300.0852
311.25,311.25,156,2.25,307.2437,309.3637,350.2637,345.0437,301.7637,328.8837,335.5837,295.2637,400.9437,290.3837,330.6437,294.3237,300.3437
311.3333,311.3333,156,2.3333,307.3094,309.4294,350.3388,345.1094,301.8388,328.9494,335.6494,295.3294,401.0094,290.4494,330.7094,294.3894,300.4094
311.5,311.5,156,2.5,307.4611,309.6611,350.6811,345.2411,302.1211,329.0811,335.8411,295.4811,401.1411,290.6011,330.8411,294.5211,300.5611
311.6667,311.6667,156,2.6667,307.6127,309.7927,350.8127,345.3727,302.2527,329.2127,335.9727,295.6127,401.2927,290.7327,330.9727,294.7054,300.6927
311.75,311.75,156,2.75,307.6984,309.8984,350.8984,345.4384,302.3184,329.2784,336.0384,295.6784,401.3584,290.7984,331.0384,294.8784,300.7584
312.0,312.0,157,1.0,307.8958,310.0958,351.1958,345.6758,302.5558,329.4758,336.2358,295.8958,401.5558,290.9958,331.2358,295.1158,300.9558
312.25,312.25,157,1.25,308.2532,310.4532,351.4332,346.2332,302.7532,329.8332,336.6332,296.1532,401.9532,291.1932,331.4332,295.3132,301.1466
312.5,312.5,157,1.5,308.4505,310.6505,351.6305,346.4305,303.0305,330.0305,336.8305,296.3505,402.1505,291.3905,331.6305,295.5105,301.3305
312.75,312.75,157,1.75,308.6479,310.8479,351.8879,346.6279,303.3479,330.2279,337.0279,296.5479,402.3479,291.5879,331.7879,295.7079,301.4879
313.0,313.0,157,2.0,308.8453,311.0326,352.0906,346.8253,303.5453,330.4253,337.2253,296.7453,402.5453,291.7853,331.9853,295.9053,301.6853
313.25,313.25,157,2.25,309.0426,311.2226,352.3026,347.0226,303.7426,330.6226,337.4226,296.9426,402.7426,291.9826,332.1826,296.1226,301.8826
313.5,313.5,157,2.5,309.24,311.404,352.56,347.22,303.98,330.84,337.74,297.14,402.94,292.18,332.38,296.54,302.08
313.75,313.75,157,2.75,309.4374,311.5374,352.7574,347.4174,304.1774,331.0374,337.9374,297.2974,403.1374,292.3374,332.5774,296.7374,302.2774
314.0,314.0,158,1.0,309.6347,311.7347,353.0135,347.7911,304.3947,331.2347,338.1347,297.4947,403.3788,292.5347,332.7747,296.9494,302.4747
314.25,314.25,158,1.25,309.9121,311.9321,353.2721,348.1721,304.6921,331.4521,338.3321,297.6921,403.5921,292.7921,332.9721,297.1521,302.7321
314.5,314.5,158,1.5,310.1695,312.1295,353.4695,348.3695,304.8895,331.678,338.5295,297.8895,403.7895,292.999,333.1695,297.3495,302.939
314.75,314.75,158,1.75,310.3668,312.3268,353.7068,348.5668,305.0868,331.9468,338.7468,298.0868,403.9868,293.2068,333.3634,297.5468,303.1468
315.0,315.0,158,2.0,310.5884,312.5442,353.9284,348.7642,305.3084,332.1484,339.0188,298.3042,404.2642,293.4042,333.5442,297.7442,303.3442
315.25,315.25,158,2.25,310.8016,312.7416,354.148,348.9616,305.5216,332.3696,339.4512,298.5016,404.4616,293.6032,333.7416,297.9416,303.5416
315.5,315.5,158,2.5,311.0189,313.1389,354.4789,349.2378,305.7778,332.7556,339.7989,298.7589,404.7389,293.8989,333.9389,298.1389,303.8189
315.75,315.75,158,2.75,311.2963,313.3763,354.7963,349.4763,306.0926,333.0363,340.0963,298.9763,404.9563,294.0963,334.1363,298.3363,304.0163
316.0,316.0,159,1.0,311.4937,313.5937,354.9937,349.7537,306.2937,333.2337,340.3137,299.1737,405.1537,294.2937,334.3337,298.5537,304.2137
316.25,316.25,159,1.25,311.7422,313.8111,355.3311,349.9711,306.5311,333.4955,340.8422,299.3711,405.7333,294.5133,334.5911,298.9266,304.4444
316.5,316.5,159,1.5,311.9484,314.0484,355.5284,350.1684,306.7368,333.7484,341.0484,299.5684,405.9484,294.7284,334.7884,299.1684,304.6684
316.75,316.75,159,1.75,312.1858,314.3458,355.9258,350.4464,307.0658,333.9658,341.2458,299.7658,406.1458,294.9858,334.9858,299.4258,304.9458
317.0,317.0,159,2.0,312.4232,314.6024,356.1232,350.7464,307.3392,334.1992,341.4464,300.0296,406.3432,295.2032,335.1832,299.6232,305.1632
317.25,317.25,159,2.25,312.6405,314.9605,356.4005,351.1005,307.6205,334.5005,341.7005,300.3005,406.5405,295.4005,335.3805,299.8205,305.3605
317.5,317.5,159,2.5,312.8579,315.1579,356.5979,351.2979,307.8179,334.7379,341.8979,300.5179,406.7379,295.6179,335.5779,300.0179,305.5579
317.75,317.75,159,2.75,313.0553,315.3753,356.8553,351.5106,308.0153,334.9553,342.1753,300.7153,406.9353,295.8153,335.7753,300.2153,305.7553
318.0,318.0,160,1.0,313.2526,315.5726,357.0526,351.8852,308.2326,335.1526,342.3726,300.9126,407.1326,296.0326,335.9726,300.4126,305.9726
318.25,318.25,160,1.25,313.53,315.77,357.29,352.31,308.53,335.43,342.59,301.11,407.33,296.23,336.17,300.61,306.17
318.5,318.5,160,1.5,313.7274,315.9674,357.4874,352.5074,308.7274,335.6274,342.7874,301.3074,407.5274,296.4274,336.3474,300.8074,306.3674
318.75,318.75,160,1.75,313.9247,316.1647,357.6847,352.7047,308.9647,335.8247,342.9847,301.5047,407.7247,296.6247,336.5447,301.0047,306.5647
319.0,319.0,160,2.0,314.1221,316.3663,357.9273,352.9221,309.1821,336.0347,343.1884,301.7021,407.9221,296.8242,336.7421,301.2042,306.7642
319.25,319.25,160,2.25,314.3795,316.6195,358.3395,353.1195,309.3995,336.3395,343.5395,301.919,408.1195,297.0395,336.9395,301.4195,306.9795
319.5,319.5,160,2.5,314.6168,316.8768,358.5368,353.3168,309.6168,336.5368,343.8168,302.1168,408.3168,297.2368,337.1368,301.6168,307.1768
319.75,319.75,160,2.75,314.8142,317.2342,358.8742,353.5942,309.8742,336.8342,344.1342,302.3142,408.6542,297.5968,337.3342,301.8142,307.551
320.0,320.0,161,1.0,315.0116,317.4316,359.0716,353.7916,310.0716,337.0316,344.3316,302.5116,408.8516,297.8116,337.5316,302.0116,307.7716
320.25,320.25,161,1.25,315.2889,317.6689,359.4778,354.0289,310.2689,337.2867,344.7089,302.7667,409.1089,298.0289,337.8089,302.2289,307.9978
320.5,320.5,161,1.5,315.5263,317.9567,359.6863,354.3463,310.6052,337.5063,344.9378,303.0063,409.3378,298.2263,338.0063,302.4978,308.2063
320.75,320.75,161,1.75,315.7237,318.2837,359.8874,354.5437,310.8437,337.7074,345.2037,303.2037,409.6274,298.4237,338.2037,302.7837,308.4111
321.0,321.0,161,2.0,315.9666,318.5211,360.2011,354.8244,311.0644,337.9266,345.4011,303.4011,409.8433,298.6211,338.4011,302.9811,308.6611
321.25,321.25,161,2.25,316.2584,318.7184,360.3984,355.1584,311.3184,338.2184,345.5984,303.5984,410.0784,298.8184,338.5984,303.1784,308.8584
321.5,321.5,161,2.5,316.4758,318.9158,360.6358,355.3758,311.5758,338.5158,345.8558,303.7958,410.2758,299.0158,338.7958,303.6158,309.0758
321.75,321.75,161,2.75,316.6732,319.1132,360.8332,355.5732,311.7732,338.7132,346.0532,303.8138,410.4732,299.2132,338.9932,303.8132,309.2732
322.0,322.0,162,1.0,316.902,319.3105,361.0305,355.881,312.0725,338.942,346.2505,303.9305,410.6705,299.4105,339.1905,304.0105,309.4705
322.25,322.25,162,1.25,317.1679,319.5079,361.2279,356.1474,312.3279,339.1879,346.4479,304.1279,410.9079,299.6079,339.3879,304.2279,309.6679
322.5,322.5,162,1.5,317.3853,319.7053,361.4253,356.4653,312.5253,339.4453,346.7853,304.3653,411.1053,299.8053,339.5853,304.4253,309.8653
322.75,322.75,162,1.75,317.6026,319.9052,361.6304,356.6626,312.7226,339.6426,346.9826,304.5626,411.3026,300.0026,339.741,304.6226,310.0626
323.0,323.0,162,2.0,317.8,320.26,361.96,356.86,312.94,339.84,347.24,304.84,411.58,300.2,339.7455,304.82,310.26
323.25,323.25,162,2.25,318.0174,320.5774,362.1974,357.0974,313.1974,340.1574,347.4574,305.0374,411.7974,300.4774,339.7499,305.0374,310.4574
323.5,323.5,162,2.5,318.2147,320.7747,362.4388,357.2947,313.4588,340.4294,347.7747,305.4347,412.0947,300.7147,339.7544,305.2347,310.6747
323.75,323.75,162,2.75,318.4121,320.9721,362.6721,357.4921,313.6721,340.6321,347.9721,305.6321,412.2921,300.9121,339.7589,305.4521,310.8721
324.0,324.0,163,1.0,318.6285,321.2085,363.259,357.919,313.9885,340.859,348.4895,305.9675,412.579,301.1295,339.9095,305.6495,311.0695
324.25,324.25,163,1.25,318.8668,321.4668,363.4668,358.1268,314.2068,341.0668,348.6868,306.2068,412.7868,301.3268,340.0232,305.8468,311.2668
324.5,324.5,163,1.5,319.0642,321.6642,363.6642,358.3242,314.4042,341.2642,348.8842,306.4042,412.9842,301.5242,340.0305,306.1842,311.4642
324.75,324.75,163,1.75,319.2816,321.868,363.8616,358.5296,314.6016,341.4648,349.1328,306.6016,413.1928,301.7432,340.0378,306.3848,311.6848
325.0,325.0,163,2.0,319.5378,322.1789,364.1756,358.9756,314.9389,341.7989,349.4989,306.7989,413.5589,301.9589,340.1789,306.6189,311.9189
325.25,325.25,163,2.25,319.8163,322.4363,364.5763,359.2763,315.1963,342.1363,349.9563,306.9963,413.7763,302.1563,340.3763,306.8163,312.1163
325.5,325.5,163,2.5,320.0137,322.6337,364.8137,359.4737,315.3937,342.4948,350.1737,307.1937,413.9737,302.3537,340.3994,307.0068,312.3137
325.75,325.75,163,2.75,320.2111,322.8311,365.0111,359.7311,315.5911,342.7111,350.3711,307.3511,414.1711,302.5511,340.5911,307.1911,312.5111
326.0,326.0,164,1.0,320.4084,323.0484,365.2084,359.9484,315.8884,343.0684,350.5684,307.5484,414.5084,302.7484,340.7884,307.3284,312.7084
326.25,326.25,164,1.25,320.6058,323.2458,365.4058,360.1458,316.0858,343.2658,350.7658,307.7458,414.7058,302.9458,340.9858,307.5258,312.9058
326.5,326.5,164,1.5,320.8032,323.4432,365.6032,360.3832,316.2832,343.4632,350.9632,307.9432,414.9032,303.1432,341.1832,307.8032,313.1032
326.75,326.75,164,1.75,321.0005,323.6405,365.8005,360.5805,316.4805,343.6605,351.1605,308.1405,415.1005,303.3405,341.268,308.0005,313.2805
327.0,327.0,164,2.0,321.1979,323.8379,365.9979,360.7779,316.6779,343.8579,351.3579,308.3379,415.2979,303.5379,341.2979,308.1979,313.4779
327.25,327.25,164,2.25,321.5153,324.2953,366.4965,361.2553,317.0753,344.0553,351.9259,308.6553,415.6506,303.8753,341.4953,308.5353,313.8353
327.3333,327.3333,164,2.3333,321.584,324.361,366.582,361.325,317.144,344.121,352.004,308.721,415.721,303.941,341.561,308.603,313.901
327.5,327.5,164,2.5,321.7726,324.4926,366.7326,361.5578,317.3326,344.2526,352.1926,308.8526,415.8526,304.0726,341.6926,308.7726,314.0326
327.6667,327.6667,164,2.6667,321.9042,324.6642,366.9642,361.7084,317.5042,344.3842,352.3242,308.9842,415.9926,304.2442,341.8242,308.9042,314.2042
327.75,327.75,164,2.75,321.97,324.73,367.03,361.79,317.57,344.45,352.39,309.0433,416.09,304.31,341.89,308.97,314.27
328.0,328.0,165,1.0,322.1822,324.9274,367.2674,362.0348,317.7674,344.6474,352.5874,309.2074,416.2874,304.5074,342.0274,309.1674,314.4674
328.25,328.25,165,1.25,322.4247,325.1247,367.4647,362.2647,317.9741,344.8847,352.8447,309.4047,416.4847,304.7047,342.2247,309.3647,314.6647
328.3333,328.3333,165,1.3333,322.4905,325.1905,367.5305,362.3305,318.0705,344.9505,352.9505,309.4705,416.5505,304.7705,342.2661,309.4305,314.7305
328.5,328.5,165,1.5,322.6221,325.3421,367.6621,362.4642,318.2021,345.1021,353.0821,309.6021,416.6821,304.9221,342.3421,309.5621,314.8621
328.6667,328.6667,165,1.6667,322.7937,325.6759,367.9274,362.6137,318.4074,345.2474,353.2274,309.8337,416.8737,305.0737,342.4737,309.6937,315.0337
328.75,328.75,165,1.75,322.8995,325.8195,368.0195,362.6795,318.4795,345.3395,353.3995,309.8995,416.9395,305.1395,342.5395,309.7595,315.0995
329.0,329.0,165,2.0,323.1168,326.0168,368.3168,362.9168,318.6768,345.5568,353.5968,310.0968,417.1368,305.3368,342.9168,310.0168,315.2968
329.25,329.25,165,2.25,323.3142,326.2142,368.5542,363.2342,318.9742,345.7742,353.8342,310.2942,417.4342,305.5342,343.1142,310.2142,315.4942
329.3333,329.3333,165,2.3333,323.38,326.28,368.62,363.3,319.04,345.84,353.9,310.36,417.5,305.6,343.18,310.28,315.56
329.5,329.5,165,2.5,323.5316,326.4116,368.8716,363.4432,319.1916,346.0916,354.0316,310.4916,417.6516,305.7316,343.3116,310.4116,315.6916
329.6667,329.6667,165,2.6667,323.6896,326.5432,369.0032,363.5896,319.3528,346.2328,354.2232,310.6232,417.7832,305.8632,343.4432,310.5432,315.8232
329.75,329.75,165,2.75,323.7889,326.6089,369.0689,363.6889,319.4689,346.3489,354.2889,310.6889,417.8489,305.9289,343.4889,310.6089,315.8889
330.0,330.0,166,1.0,324.0115,326.8263,369.3104,363.9115,319.6663,346.6326,354.5967,310.9063,418.1263,306.1263,343.6863,310.8189,316.0863
330.25,330.25,166,1.25,324.2637,327.0237,369.6437,364.2437,319.8674,346.8711,355.0437,311.1037,418.3237,306.3237,343.8837,311.1037,316.2837
330.5,330.5,166,1.5,324.4611,327.2211,369.8611,364.4611,320.0811,347.1011,355.2611,311.2811,418.5233,306.5211,344.0611,311.3011,316.4822
330.75,330.75,166,1.75,324.6584,327.4184,370.0784,364.6584,320.2984,347.2984,355.4584,311.4784,418.7584,306.7184,344.2584,311.4984,316.6984
331.0,331.0,166,2.0,324.8758,327.6558,370.2958,364.8558,320.5158,347.5158,355.6758,311.6758,418.9916,306.9358,344.4558,311.6958,316.9558
331.25,331.25,166,2.25,325.0732,327.8532,370.5132,365.0532,320.7332,347.7132,355.8732,311.8732,419.1932,307.1332,344.6532,311.8932,317.1532
331.5,331.5,166,2.5,325.281,328.163,370.762,365.403,320.9905,347.9515,356.1105,312.0705,419.5115,307.4105,344.8505,312.141,317.3905
331.75,331.75,166,2.75,325.5079,328.4679,370.9879,365.6679,321.2479,348.1679,356.4079,312.2679,419.7279,307.6079,345.0479,312.3679,317.5879
332.0,332.0,167,1.0,325.7453,328.6653,371.2106,365.8706,321.4959,348.3812,356.6053,312.4653,419.9571,307.8053,345.2453,312.5653,317.7853
332.25,332.25,167,1.25,325.9426,328.9026,371.6626,366.2826,321.8426,348.7026,357.0826,312.6826,420.3026,308.0026,345.4478,312.7626,317.9826
332.5,332.5,167,1.5,326.18,329.12,372.02,366.5,322.1,348.9,357.28,312.88,420.5,308.24,345.7,313.04,318.22
332.75,332.75,167,1.75,326.3774,329.3374,372.2374,366.7174,322.3374,349.1148,357.4774,313.0774,420.6974,308.4574,345.8974,313.2948,318.4374
333.0,333.0,167,2.0,326.6547,329.6147,372.4347,366.9147,322.5547,349.3147,357.6747,313.3347,420.8947,308.6947,346.0947,313.4947,318.6547
333.25,333.25,167,2.25,326.8521,329.9763,372.6521,367.2121,322.7521,349.6963,357.9968,313.5721,421.0921,308.8921,346.2921,313.7321,318.8521
333.5,333.5,167,2.5,327.0495,330.1895,372.8495,367.457,322.9695,349.9095,358.2495,313.779,421.2895,309.0895,346.4895,313.978,319.0495
333.75,333.75,167,2.75,327.2468,330.3868,373.0468,367.7068,323.1868,350.1068,358.4668,313.9868,421.4868,309.2868,346.6868,314.2068,319.2468
334.0,334.0,168,1.0,327.5326,330.5842,373.2442,367.9852,323.4042,350.3042,358.6642,314.1842,421.7442,309.5042,346.8842,314.4042,319.4442
334.25,334.25,168,1.25,327.7816,330.8816,373.6816,368.3216,323.7216,350.6216,359.0416,314.4816,422.0416,309.7216,347.1416,314.6816,319.7016
334.3333,334.3333,168,1.3333,327.8546,330.9473,373.7473,368.3873,323.7873,350.6873,359.1073,314.5473,422.1073,309.7873,347.2073,314.7473,319.7673
334.5,334.5,168,1.5,328.0189,331.0789,373.8789,368.5189,323.9189,350.8189,359.2389,314.6789,422.2389,309.9189,347.3389,314.8789,319.8989
334.6667,334.6667,168,1.6667,328.1506,331.2506,374.0906,368.6612,324.0506,350.9506,359.3706,314.8106,422.3706,310.0718,347.4706,315.0106,320.0412
334.75,334.75,168,1.75,328.2163,331.3563,374.1763,368.7363,324.1163,351.0563,359.5963,314.8763,422.4563,310.1563,347.5363,315.0963,320.1163
335.0,335.0,168,2.0,328.4137,331.5937,374.3737,368.9337,324.3137,351.2537,359.7937,315.0737,422.7137,310.3537,347.6979,315.2937,320.3137
335.25,335.25,168,2.25,328.6711,331.7911,374.5711,369.1911,324.5511,351.5111,359.9911,315.2711,422.9111,310.5356,347.8511,315.4911,320.5037
335.3333,335.3333,168,2.3333,328.7368,331.8568,374.6368,369.2968,324.6168,351.5768,360.0568,315.3368,422.9768,310.5768,347.9168,315.5568,320.5368
335.5,335.5,168,2.5,328.8684,331.9884,374.8104,369.4368,324.7652,351.7084,360.2084,315.4484,423.1336,310.7084,348.0484,315.6884,320.6684
335.6667,335.6667,168,2.6667,329.0,332.12,375.02,369.58,324.94,351.9,360.38,315.58,423.3,310.86,348.18,315.82,320.82
335.75,335.75,168,2.75,329.0658,332.1858,375.1258,369.6458,325.0058,352.0006,360.4458,315.6458,423.3716,310.9258,348.2458,315.8858,320.8858
336.0,336.0,169,1.0,329.2664,332.3832,375.3264,369.8848,325.2096,352.3224,360.6432,315.8496,423.6928,311.1232,348.4432,316.0832,321.0832
336.25,336.25,169,1.25,329.5805,332.8405,375.7605,370.3605,325.6005,352.6405,361.0605,316.1005,423.9605,311.4405,348.6605,316.4005,321.4205
336.5,336.5,169,1.5,329.7779,333.0379,375.9579,370.5579,325.7979,352.8379,361.2579,316.2979,424.1579,311.6379,348.8579,316.6179,321.6179
336.75,336.75,169,1.75,329.9953,333.2553,376.1553,370.7553,325.9953,353.0553,361.5353,316.4953,424.4753,311.8353,349.0353,316.8953,321.8153
337.0,337.0,169,2.0,330.1926,333.5126,376.3526,370.9526,326.3126,353.2926,361.7326,316.6926,424.6726,312.0326,349.2326,317.0926,322.0126
337.25,337.25,169,2.25,330.47,333.71,376.63,371.23,326.51,353.51,361.93,316.89,424.87,312.23,349.43,317.29,322.21
337.5,337.5,169,2.5,330.6674,333.9074,376.8274,371.5074,326.7074,353.7074,362.1274,317.0874,425.0674,312.4274,349.6274,317.4874,322.4074
337.75,337.75,169,2.75,330.8647,334.1047,377.0247,371.7047,326.9047,353.9047,362.3247,317.2647,425.2647,312.6247,349.7847,317.6847,322.6047
338.0,338.0,170,1.0,331.0621,334.3021,377.2221,371.9526,327.1821,354.1021,362.7421,317.4621,425.4621,312.8221,349.9821,317.8821,322.8021
338.25,338.25,170,1.25,331.2795,334.4995,377.4195,372.3185,327.4195,354.2995,362.9995,317.6995,425.8595,313.0195,350.1795,318.0795,322.9995
338.5,338.5,170,1.5,331.4968,334.6968,377.7344,372.5168,327.884,354.5168,363.2168,317.8968,426.0568,313.2168,350.3768,318.2968,323.1968
338.75,338.75,170,1.75,331.6942,334.9142,377.9542,372.7142,328.0942,354.7542,363.4142,318.0942,426.2542,313.4142,350.5742,318.4942,323.3942
339.0,339.0,170,2.0,331.9916,335.2316,378.2096,372.9516,328.3316,355.0348,363.7716,318.2916,426.4632,313.6316,350.7716,318.7516,323.6116
339.25,339.25,170,2.25,332.2089,335.4578,378.4489,373.1489,328.5289,355.3378,364.0935,318.5245,426.7045,313.8289,350.9689,318.9489,323.8089
339.5,339.5,170,2.5,332.4263,335.7063,378.7863,373.4263,328.7263,355.6263,364.4463,318.7663,426.9463,314.0263,351.1863,319.1863,324.0326
339.75,339.75,170,2.75,332.6237,335.9037,378.9837,373.6237,328.9237,355.8237,364.6437,318.9637,427.1637,314.2437,351.3837,319.3837,324.2437
340.0,340.0,171,1.0,332.9233,336.2666,379.4211,373.9811,329.1411,356.0844,364.8811,319.2422,427.3611,314.5211,351.5833,319.7233,324.5011
340.25,340.25,171,1.25,333.1584,336.5784,379.6184,374.1984,329.3384,356.3384,365.0784,319.4584,427.5584,314.7184,351.8184,319.9584,324.6984
340.5,340.5,171,1.5,333.3558,336.8316,379.8158,374.3958,329.5358,356.5558,365.2758,319.6758,427.7558,314.9158,352.0158,320.2558,324.8958
340.75,340.75,171,1.75,333.5532,337.0532,380.0332,374.5932,329.7332,356.7532,365.4932,319.8732,427.9532,315.1132,352.2132,320.4532,325.0932
341.0,341.0,171,2.0,333.841,337.343,380.5155,375.021,329.981,357.0505,366.025,320.0705,428.401,315.3905,352.4105,320.6905,325.3505
341.25,341.25,171,2.25,334.0479,337.6279,380.8479,375.2679,330.2279,357.3153,366.3158,320.2679,428.6479,315.5879,352.6079,320.8879,325.5479
341.5,341.5,171,2.5,334.2453,337.8253,381.0453,375.4959,330.4453,357.6453,366.5253,320.4653,428.8453,315.7853,352.8053,321.0853,325.7453
341.75,341.75,171,2.75,334.4426,338.0226,381.2426,375.7226,330.6426,357.8426,366.7226,320.6626,429.0426,315.9826,352.9226,321.2826,325.9426
342.0,342.0,172,1.0,334.72,338.22,381.44,376.02,331.0,358.04,366.92,320.86,429.36,316.18,353.12,321.48,326.14
342.25,342.25,172,1.25,334.9174,338.4174,381.6374,376.2174,331.1974,358.5574,367.1174,321.0574,429.5574,316.3774,353.3174,321.6774,326.3374
342.5,342.5,172,1.5,335.1147,338.6147,381.9147,376.4547,331.4547,358.7547,367.4147,321.2747,429.7547,316.5747,353.5147,321.9147,326.5347
342.75,342.75,172,1.75,335.3121,338.8121,382.1121,376.6521,331.6521,358.9521,367.6121,321.4721,429.9721,316.7721,353.7121,322.1121,326.7321
343.0,343.0,172,2.0,335.5095,339.0095,382.3095,376.8685,331.8495,359.1495,367.8285,321.6695,430.179,316.9695,353.9095,322.3095,326.939
343.25,343.25,172,2.25,335.7468,339.3068,382.5468,377.2804,332.1268,359.3468,368.2068,321.9068,430.4468,317.3268,354.1668,322.5668,327.3068
343.3333,343.3333,172,2.3333,335.8652,339.3978,382.7652,377.3726,332.1926,359.4126,368.2726,321.9726,430.5504,317.3926,354.2326,322.6526,327.3726
343.5,343.5,172,2.5,336.0126,339.5842,382.9842,377.541,332.4042,359.5442,368.5042,322.1042,430.7042,317.5242,354.3642,322.9042,327.5042
343.6667,343.6667,172,2.6667,336.1758,339.7158,383.1558,377.7358,332.5758,359.6758,368.6716,322.2358,430.8758,317.6558,354.4958,323.0516,327.6358
343.75,343.75,172,2.75,336.2416,339.7816,383.2216,377.8016,332.6416,359.7416,368.7416,322.3016,430.9416,317.7216,354.5616,323.1216,327.7016
344.0,344.0,173,1.0,336.4389,339.9789,383.4189,378.0178,332.8389,359.9389,369.0167,322.4989,431.1589,317.9189,354.7589,323.3189,327.8989
344.25,344.25,173,1.25,336.6363,340.3963,383.6963,378.3963,333.0763,360.1963,369.2163,322.6963,431.4163,318.1163,354.9563,323.5363,328.0963
344.5,344.5,173,1.5,336.9337,340.5937,383.8937,378.5937,333.3137,360.3937,369.4137,322.9337,431.6137,318.3137,355.1537,323.7337,328.2937
344.75,344.75,173,1.75,337.1311,340.7911,384.1311,378.7911,333.5711,360.5911,369.6111,323.1311,431.8111,318.5111,355.3311,323.9311,328.4911
345.0,345.0,173,2.0,337.3284,340.9884,384.4084,378.9884,333.7684,360.8084,369.9704,323.3484,432.0084,318.7084,355.5284,324.1284,328.6884
345.25,345.25,173,2.25,337.5258,341.1858,384.6658,379.2458,333.9858,361.0458,370.2258,323.5458,432.2458,318.9058,355.7258,324.3574,328.8858
