score_qstamp,qstamp,measure,beat,246973_tstamp,831986_tstamp,728904_tstamp,728917_tstamp,728894_tstamp,728899_tstamp,729162_tstamp,728924_tstamp,728932_tstamp,728941_tstamp,728936_tstamp,728928_tstamp,728908_tstamp,728912_tstamp,728945_tstamp,728959_tstamp,728962_tstamp
472.6667,535.6667,241,1.6667,270.4474,270.4474,263.2274,291.7074,276.8074,295.8874,316.2474,277.1674,280.9274,38.7302,261.5074,299.5674,71.3979,278.5074,291.8874,289.8874,318.6074
473.0,536.0,241,2.0,270.5789,270.5789,263.3589,291.8389,276.9389,296.0189,316.3789,277.2989,281.0589,38.7302,261.6389,299.6989,71.3983,278.6389,292.0189,290.0189,318.7389
473.3333,536.3333,241,2.3333,270.7905,270.7905,263.4905,292.0105,277.0705,296.2305,316.5505,277.4305,281.1905,38.7303,261.8105,299.8905,71.3987,278.8505,292.2105,290.1905,318.9505
473.6667,536.6667,241,2.6667,270.9221,270.9221,263.6221,292.1421,277.2021,296.3621,316.6821,277.5621,281.3221,38.7304,261.9421,300.0221,71.3991,278.9821,292.3421,290.3421,319.0821
473.75,536.75,241,2.75,270.955,270.955,263.655,292.175,277.235,296.395,316.715,277.595,281.355,38.7304,261.975,300.055,71.3992,279.015,292.375,290.375,319.115
474.0,537.0,242,1.0,271.0537,271.0537,263.7537,292.2737,277.3337,296.4937,316.8137,277.6937,281.4537,38.7304,262.0737,300.1537,71.3994,279.1137,292.4737,290.4737,319.2137
474.3333,537.3333,242,1.3333,271.2653,271.2653,263.9053,292.4053,277.5253,296.6853,317.0253,277.9853,281.6453,38.7305,262.2253,300.3253,71.3998,279.2853,292.6053,290.6253,319.4453
474.5,537.5,242,1.5,271.3311,271.3311,264.0022,292.4711,277.5911,296.7511,317.0911,278.0511,281.7311,38.7306,262.2911,300.3911,71.4111,279.3511,292.6711,290.7311,319.5111
474.6667,537.6667,242,1.6667,271.4569,271.4569,264.1169,292.5969,277.6569,296.8369,317.1569,278.1169,281.7969,38.7306,262.3769,300.4569,71.4769,279.4969,292.7369,290.8569,319.5769
475.0,538.0,242,2.0,271.6136,271.6136,264.2736,292.7988,277.8588,297.0356,317.3588,278.2568,281.9704,38.7307,262.542,300.5884,71.6084,279.6736,292.9588,291.0336,319.742
475.3333,538.3333,242,2.3333,271.8,271.8,264.44,293.0,278.08,297.26,317.56,278.4,282.16,38.7307,262.72,300.72,71.74,279.84,293.16,291.2,319.94
475.6667,538.6667,242,2.6667,271.9316,271.9316,264.5716,293.1316,278.2116,297.3916,317.6916,278.5316,282.2916,38.7308,262.8516,300.8516,71.8716,279.9716,293.2916,291.3316,320.0716
475.75,538.75,242,2.75,271.9645,271.9645,264.6045,293.1645,278.2445,297.4245,317.7245,278.5645,282.3245,38.7308,262.9045,300.8845,71.9045,280.0045,293.3245,291.3645,320.1045
476.0,539.0,243,1.0,272.0632,272.0632,264.7032,293.2632,278.3432,297.5232,317.8232,278.6632,282.4432,38.7309,263.0032,300.9832,72.0032,280.1032,293.4232,291.4632,320.2032
476.3333,539.3333,243,1.3333,272.2947,272.2947,264.9347,293.3947,278.5747,297.7547,317.9747,278.8147,282.5947,38.7309,263.1347,301.1947,72.1347,280.2694,293.7094,291.6747,320.4347
476.6667,539.6667,243,1.6667,272.4263,272.4263,265.0663,293.5663,278.7063,297.8863,318.1063,278.9463,282.7263,38.731,263.2663,301.3263,72.2663,280.4063,293.8463,291.8063,320.5863
476.75,539.75,243,1.75,272.4592,272.4592,265.0992,293.5992,278.7392,297.9192,318.1392,278.9792,282.7592,38.731,263.2992,301.3592,72.2992,280.4392,293.8792,291.8392,320.6192
477.0,540.0,243,2.0,272.5779,272.5779,265.1979,293.7179,278.8379,298.0179,318.2379,279.0779,282.8579,38.7311,263.4379,301.4579,72.3979,280.5379,293.9779,291.9579,320.7179
477.3333,540.3333,243,2.3333,272.7295,272.7295,265.3695,293.9295,278.9695,298.2295,318.3895,279.359,283.0295,38.7311,263.6295,301.6095,72.5295,280.7295,294.138,292.1695,320.9295
477.6667,540.6667,243,2.6667,272.9411,272.9411,265.5011,294.0611,279.1011,298.3611,318.5211,279.5011,283.1611,38.7312,263.7611,301.7411,72.6611,280.8611,294.3011,292.3011,321.0611
477.75,540.75,243,2.75,272.9739,272.9739,265.5339,294.0939,279.1339,298.3939,318.5539,279.5339,283.1939,38.7312,263.7939,301.7739,72.6939,280.8939,294.3339,292.3339,321.0939
478.0,541.0,244,1.0,273.0726,273.0726,265.6526,294.2126,279.2526,298.4926,318.6526,279.6652,283.2926,38.7313,263.9126,301.8726,72.7926,281.0778,294.4526,292.4326,321.1926
478.3333,541.3333,244,1.3333,273.3842,273.3842,265.9642,294.4442,279.3968,298.6242,318.9442,279.9242,283.5042,38.7313,264.1378,302.021,72.9242,281.2642,294.6242,292.7842,321.3768
478.6667,541.6667,244,1.6667,273.5158,273.5158,266.0958,294.5758,279.5958,298.7558,319.0758,280.0558,283.6558,38.7314,264.3958,302.2158,72.9803,281.3958,294.7558,292.9158,321.5558
479.0,542.0,244,2.0,273.6474,273.6474,266.2496,294.7148,279.757,298.991,319.2296,280.1874,283.7874,38.7315,264.5274,302.3474,72.9807,281.557,294.9392,293.0548,321.7392
479.3333,542.3333,244,2.3333,273.7789,273.7789,266.4189,294.8789,279.9389,299.3589,319.3989,280.4389,283.9189,38.7315,264.6589,302.4789,72.9812,281.7389,295.1789,293.2389,321.9589
479.6667,542.6667,244,2.6667,273.9105,273.9105,266.5505,295.0105,280.0705,299.4905,319.5305,280.5705,284.0505,38.7316,264.7905,302.6105,72.9816,281.8705,295.3105,293.3705,322.0905
480.0,543.0,245,1.0,274.0484,274.0484,266.6821,295.1463,280.2021,299.6221,319.6642,280.7042,284.1863,38.7317,264.9221,302.7442,72.9821,282.0042,295.4421,293.5421,322.2221
480.25,543.25,245,1.25,274.2408,274.2408,266.8208,295.3608,280.3408,299.7408,319.8408,280.8608,284.3808,38.7317,265.0408,302.8808,72.9824,282.1808,295.5624,293.6408,322.3608
480.5,543.5,245,1.5,274.3395,274.3395,266.9395,295.4595,280.4395,299.8595,319.9395,280.9795,284.4795,38.7318,265.1395,302.9795,72.9828,282.2795,295.719,293.7395,322.4595
480.75,543.75,245,1.75,274.4382,274.4382,267.0382,295.5582,280.5382,299.9582,320.0382,281.0782,284.5782,38.7318,265.2782,303.0782,72.9831,282.3782,295.8182,293.8382,322.5582
481.0,544.0,245,2.0,274.5368,274.5368,267.1368,295.6568,280.6368,300.0568,320.1368,281.1768,284.6768,38.7319,265.3768,303.1768,72.9835,282.4768,295.9168,293.9368,322.6568
481.25,544.25,245,2.25,274.6955,274.6955,267.2555,295.7755,280.7555,300.1755,320.2555,281.2755,284.8355,38.7319,265.4755,303.3555,72.9838,282.6155,296.0555,294.091,322.8155
481.5,544.5,245,2.5,274.7942,274.7942,267.3542,295.8742,280.8542,300.2742,320.3542,281.3742,284.9342,38.732,265.5742,303.4542,72.9842,282.7142,296.1542,294.1942,322.9342
481.75,544.75,245,2.75,274.8929,274.8929,267.4529,295.9729,280.9529,300.3729,320.4529,281.5329,285.0329,38.732,265.6729,303.5729,72.9845,282.8129,296.2529,294.2929,323.0529
482.0,545.0,246,1.0,274.9916,274.9916,267.6116,296.1664,281.1316,300.5516,320.5516,281.7116,285.1316,38.7321,265.7916,303.6716,72.9848,282.9116,296.4032,294.3916,323.1516
482.25,545.25,246,1.25,275.1903,275.1903,267.8406,296.3503,281.3703,300.7903,320.7303,281.8703,285.3103,38.7321,265.9303,303.8006,72.9852,283.1103,296.6303,294.5903,323.3503
482.5,545.5,246,1.5,275.2889,275.2889,267.9489,296.4489,281.4689,300.8889,320.8289,281.9778,285.4089,38.7322,266.0289,303.9089,72.9855,283.2089,296.7289,294.6889,323.4489
482.75,545.75,246,1.75,275.3876,275.3876,268.0476,296.5476,281.5676,300.9876,320.9276,282.0876,285.5076,38.7322,266.1276,304.0076,72.9859,283.3076,296.8276,294.7876,323.5476
483.0,546.0,246,2.0,275.4926,275.4926,268.1463,296.6589,281.6663,301.0926,321.0452,282.1863,285.6189,38.7323,266.2263,304.1063,72.9862,283.4378,296.9326,294.8989,323.6463
483.25,546.25,246,2.25,275.785,275.765,268.245,296.825,281.765,301.225,321.185,282.285,285.745,38.7323,266.345,304.205,72.9866,283.625,297.045,295.045,323.825
483.5,546.5,246,2.5,275.8837,275.8637,268.3437,296.9237,281.8637,301.3237,321.2837,282.3837,285.8437,38.7324,266.4437,304.3037,72.9869,283.7237,297.1437,295.1437,323.9237
483.75,546.75,246,2.75,275.9824,275.9624,268.4424,297.0248,281.9672,301.4224,321.3824,282.4824,285.9424,38.7324,266.5424,304.4024,72.9873,283.8224,297.2424,295.2424,324.0224
484.0,547.0,247,1.0,276.0811,276.0811,268.5611,297.1411,282.1011,301.5411,321.4844,282.6222,286.0633,38.7325,266.6422,304.5033,72.9876,283.9211,297.3455,295.3633,324.1244
484.25,547.25,247,1.25,276.1797,276.1797,268.7197,297.2797,282.2597,301.7597,321.6397,282.7997,286.2197,38.7326,266.8197,304.6797,72.9879,284.0394,297.5197,295.4997,324.2997
484.5,547.5,247,1.5,276.2784,276.2784,268.8184,297.3784,282.3584,301.8584,321.7384,282.8984,286.3184,38.7326,266.9184,304.7784,72.9883,284.1384,297.6184,295.5984,324.3984
484.75,547.75,247,1.75,276.3771,276.3771,268.9371,297.4971,282.4571,301.9571,321.8371,283.0313,286.4171,38.7327,267.0171,304.8771,72.9886,284.2371,297.7171,295.6971,324.4971
485.0,548.0,247,2.0,276.4758,276.4758,269.0558,297.5958,282.5558,302.0558,321.9358,283.1358,286.5158,38.7327,267.1158,304.9758,72.989,284.3358,297.8158,295.7958,324.5958
485.25,548.25,247,2.25,276.6545,276.6545,269.169,297.7945,282.6945,302.1945,322.1745,283.2745,286.6145,38.7328,267.2545,305.0945,72.9893,284.4545,297.9945,295.9145,324.749
485.5,548.5,247,2.5,276.7532,276.7532,269.2732,297.8932,282.7932,302.2932,322.2732,283.3732,286.7132,38.7328,267.3532,305.1932,72.9897,284.5532,298.0932,296.0132,324.8532
485.75,548.75,247,2.75,276.8518,276.8518,269.3718,297.9918,282.8918,302.3918,322.3718,283.4718,286.8118,38.7329,267.4518,305.2918,72.99,284.6518,298.1918,296.1118,324.9518
486.0,549.0,248,1.0,276.9505,276.9505,269.4905,298.0905,283.0115,302.5505,322.4705,283.6105,286.9105,38.7329,267.5505,305.3905,72.9904,284.7705,298.2905,296.2305,325.0505
486.5,549.5,248,1.5,277.2279,277.2279,269.7679,298.3279,283.2479,302.7879,322.6679,283.8558,287.1679,38.733,267.7679,305.5879,72.991,285.0079,298.5879,296.4879,325.3279
486.75,549.75,248,1.75,277.3266,277.3266,269.8666,298.4666,283.3466,302.8866,322.7666,283.9666,287.2666,38.7331,267.8666,305.6866,72.9914,285.1066,298.6998,296.6266,325.4266
487.0,550.0,248,2.0,277.4506,277.4506,269.9906,298.5906,283.4853,303.0212,322.8759,284.1012,287.3759,38.7331,267.9865,305.8012,72.9917,285.2106,298.8306,296.7653,325.5412
487.25,550.25,248,2.25,277.6039,277.6039,270.1639,298.7039,283.6639,303.2639,323.0078,284.2839,287.5439,38.7332,268.1839,305.9717,72.9921,285.3839,299.0839,296.9039,325.7717
487.5,550.5,248,2.5,277.7026,277.7026,270.2626,298.8278,283.7626,303.4026,323.1226,284.3826,287.6426,38.7332,268.2826,306.1026,72.9924,285.4826,299.1826,297.0026,325.9026
487.75,550.75,248,2.75,277.8013,277.8013,270.3613,298.9813,283.8613,303.5026,323.2213,284.4813,287.7413,38.7333,268.3813,306.2013,72.9928,285.5813,299.2813,297.1013,326.0013
488.0,551.0,249,1.0,277.9,277.9,270.46,299.08,283.96,303.62,323.32,284.58,287.84,38.7333,268.48,306.3,72.9931,285.68,299.38,297.2,326.1
488.25,551.25,249,1.25,278.0761,278.0761,270.5787,299.1987,284.0774,303.7187,323.4374,284.7587,287.9587,38.7334,268.5787,306.4187,72.9934,285.8187,299.4787,297.3387,326.1987
488.5,551.5,249,1.5,278.1948,278.1948,270.6774,299.3174,284.1974,303.8174,323.5374,284.8574,288.0948,38.7334,268.6948,306.5174,72.9938,285.9374,299.5774,297.4374,326.2974
488.75,551.75,249,1.75,278.2961,278.2961,270.7961,299.4361,284.2961,303.9161,323.6361,284.9961,288.1961,38.7335,268.7961,306.6161,72.9941,286.0361,299.6761,297.5561,326.3961
489.0,552.0,249,2.0,278.4147,278.4147,270.8947,299.5347,284.4294,304.0147,323.7347,285.0947,288.3147,38.7335,268.8947,306.7147,72.9945,286.1347,299.7747,297.6547,326.5147
489.25,552.25,249,2.25,278.5534,278.5534,271.0734,299.6868,284.5334,304.1734,323.9534,285.1934,288.4334,38.7336,269.0334,306.8134,72.9948,286.2934,299.8934,297.7534,326.6134
489.5,552.5,249,2.5,278.6521,278.6521,271.1721,299.7921,284.6321,304.2721,324.0521,285.2921,288.5321,38.7336,269.1321,306.9121,72.9952,286.3921,299.9921,297.8521,326.7121
489.75,552.75,249,2.75,278.7708,278.7708,271.3108,299.8908,284.7508,304.4108,324.1508,285.4108,288.6308,38.7337,269.2308,307.0108,72.9955,286.4908,300.0908,297.9508,326.8108
490.0,553.0,250,1.0,278.8695,278.8695,271.4095,300.0295,284.8695,304.5475,324.259,285.558,288.7295,38.7337,269.3495,307.1295,72.9959,286.6085,300.2495,298.059,326.998
490.25,553.25,250,1.25,279.0682,279.0682,271.5482,300.2282,285.0482,304.7682,324.4082,285.7282,288.9682,38.7338,269.4682,307.2964,72.9962,286.7282,300.4482,298.2682,327.2082
490.5,553.5,250,1.5,279.1668,279.1668,271.6468,300.3268,285.1468,304.8668,324.5068,285.8268,289.0668,38.7338,269.5668,307.4068,72.9965,286.8268,300.5468,298.3668,327.3068
490.75,553.75,250,1.75,279.2655,279.2655,271.7855,300.4255,285.2455,304.9765,324.6055,285.9255,289.1655,38.7339,269.6655,307.5055,72.9969,286.9255,300.6455,298.482,327.4055
491.0,554.0,250,2.0,279.3768,279.3768,271.8884,300.5284,285.3684,305.1084,324.7084,286.0368,289.2642,38.7339,269.7684,307.6042,72.9972,287.0452,300.7526,298.6242,327.5042
491.25,554.25,250,2.25,279.5229,279.5229,272.0029,300.6829,285.4829,305.2258,324.8629,286.2029,289.4029,38.734,269.8829,307.7058,72.9976,287.2229,300.8829,298.7229,327.6229
491.5,554.5,250,2.5,279.6216,279.6216,272.1016,300.7816,285.5816,305.3416,324.9616,286.3016,289.5016,38.734,269.9816,307.8216,72.9979,287.3216,300.9816,298.8216,327.7216
491.75,554.75,250,2.75,279.7203,279.7203,272.2003,300.8803,285.6803,305.4403,325.0603,286.4003,289.6003,38.7341,270.0803,307.9203,72.9983,287.4203,301.0812,298.9203,327.8203
492.0,555.0,251,1.0,279.8778,279.8756,272.3178,300.9789,285.8367,305.5389,325.1589,286.4989,289.6989,38.7341,270.1789,308.0189,72.9986,287.5189,301.2389,299.0189,327.9378
492.25,555.25,251,1.25,279.9776,280.0176,272.4776,301.0976,285.9576,305.7176,325.2776,286.6376,289.7976,38.7342,270.3776,308.1376,72.9989,287.6176,301.3376,299.1576,328.1176
492.5,555.5,251,1.5,280.0763,280.1163,272.5763,301.2163,286.0563,305.8163,325.3763,286.7563,289.8963,38.7342,270.4763,308.2363,72.9993,287.7163,301.4363,299.2563,328.2489
492.75,555.75,251,1.75,280.215,280.215,272.675,301.355,286.155,305.915,325.475,286.855,289.995,38.7343,270.575,308.335,72.9996,287.815,301.535,299.355,328.355
493.0,556.0,251,2.0,280.3337,280.3337,272.7937,301.4537,286.2537,306.0137,325.5737,286.9537,290.0937,38.7343,270.6737,308.4337,73.0,287.9137,301.6937,299.4537,328.4537
493.25,556.25,251,2.25,280.4524,280.4524,272.9124,301.6124,286.3924,306.2124,325.7724,287.0724,290.2124,38.7344,270.7924,308.5648,73.0924,288.0124,301.8324,299.6124,328.5924
493.5,556.5,251,2.5,280.5511,280.5511,273.0111,301.7111,286.4911,306.3111,325.8711,287.1711,290.3111,38.7344,270.8911,308.6711,73.1302,288.1111,301.9311,299.7111,328.6911
493.75,556.75,251,2.75,280.6497,280.6497,273.1697,301.8194,286.6297,306.4097,325.9697,287.3297,290.4097,38.7345,270.9897,308.7697,73.1697,288.2297,302.0297,299.8097,328.7994
494.0,557.0,252,1.0,280.7852,280.7852,273.2884,301.9484,286.7484,306.5484,326.0684,287.4452,290.5084,38.7345,271.0968,308.8768,73.2202,288.3484,302.1484,299.9284,328.9284
494.25,557.25,252,1.25,280.9471,280.9471,273.3871,302.0471,286.8871,306.6871,326.2071,287.6271,290.6071,38.7346,271.2071,309.0071,73.2206,288.4671,302.2471,300.0471,329.0471
494.5,557.5,252,1.5,281.0658,281.0658,273.5258,302.2058,286.9858,306.7858,326.3058,287.7258,290.7258,38.7347,271.3458,309.1058,73.2209,288.5658,302.4258,300.1458,329.1458
494.75,557.75,252,1.75,281.1645,281.1645,273.6245,302.3045,287.0845,306.8845,326.4045,287.8245,290.8245,38.7347,271.4445,309.2045,73.2213,288.6645,302.529,300.2445,329.2445
495.0,558.0,252,2.0,281.2928,281.2928,273.7464,302.4064,287.2232,306.9832,326.5096,287.9232,290.9264,38.7348,271.5432,309.3096,73.2217,288.7664,302.6432,300.3464,329.3632
495.25,558.25,252,2.25,281.4618,281.4618,273.8618,302.5618,287.3218,307.1818,326.6436,288.0818,291.0418,38.7348,271.6618,309.4418,73.222,288.9018,302.8018,300.4818,329.5418
495.5,558.5,252,2.5,281.5605,281.5605,273.9605,302.6605,287.4205,307.2805,326.7605,288.2005,291.1405,38.7349,271.7605,309.5405,73.2224,289.0005,302.9005,300.5805,329.6405
495.75,558.75,252,2.75,281.6592,281.6592,274.0592,302.7592,287.5192,307.3792,326.8592,288.2992,291.2392,38.7349,271.8592,309.6392,73.2228,289.0992,302.9992,300.6792,329.7392
496.0,559.0,253,1.0,281.7579,281.7579,274.1779,302.8579,287.6358,307.5137,326.9579,288.3979,291.3758,38.735,271.9937,309.7379,73.2232,289.2516,303.1158,300.7979,329.8379
496.25,559.25,253,1.25,281.8966,281.8966,274.3166,303.0366,287.8166,307.6566,327.1166,288.5366,291.5166,38.735,272.0966,309.8766,73.2235,289.3966,303.2566,300.9566,329.9366
496.5,559.5,253,1.5,282.0153,282.0153,274.4353,303.1353,287.9153,307.7553,327.2153,288.6553,291.6153,38.7351,272.1953,309.9753,73.2239,289.4953,303.3553,301.0553,330.0353
496.75,559.75,253,1.75,282.1139,282.1139,274.5339,303.2339,288.0139,307.8539,327.3139,288.7539,291.7339,38.7351,272.2939,310.0739,73.2243,289.5939,303.4539,301.1539,330.1617
497.0,560.0,253,2.0,282.2126,282.2126,274.6652,303.3326,288.1126,307.9526,327.4126,288.8526,291.8326,38.7352,272.4452,310.1726,73.2246,289.6926,303.5926,301.2526,330.2926
497.25,560.25,253,2.25,282.3913,282.3913,274.8113,303.4913,288.2313,308.1713,327.5713,289.0513,291.9713,38.7352,272.5513,310.3113,73.225,289.7913,303.7513,301.4113,330.4313
497.5,560.5,253,2.5,282.49,282.49,274.91,303.59,288.35,308.27,327.67,289.15,292.07,38.7353,272.65,310.41,73.2254,289.89,303.85,301.51,330.55
497.75,560.75,253,2.75,282.6087,282.6087,275.0087,303.7087,288.4487,308.3687,327.7774,289.2487,292.1687,38.7353,272.7487,310.5087,73.2257,289.9887,303.9487,301.6087,330.6487
498.0,561.0,254,1.0,282.7222,282.7222,275.1274,303.8074,288.5548,308.4822,327.8874,289.3748,292.2674,38.7354,272.8622,310.6148,73.2261,290.1022,304.0548,301.7074,330.7896
498.25,561.25,254,1.25,282.8661,282.8661,275.2461,303.9461,288.7061,308.6461,327.9861,289.5061,292.4061,38.7354,272.9861,310.7261,73.2265,290.2261,304.2061,301.8261,330.9261
498.5,561.5,254,1.5,282.9647,282.9647,275.3647,304.0447,288.8047,308.7447,328.0847,289.6247,292.5047,38.7355,273.0847,310.8247,73.2269,290.3247,304.3247,301.9447,331.0247
498.75,561.75,254,1.75,283.0634,283.0634,275.4834,304.1434,288.9034,308.8434,328.2234,289.7234,292.6034,38.7355,273.1834,310.9234,73.2272,290.4234,304.4268,302.0434,331.1234
499.0,562.0,254,2.0,283.1863,283.1863,275.6021,304.2821,289.0221,308.9684,328.3221,289.8221,292.7042,38.7356,273.2842,311.0263,73.2276,290.5242,304.5442,302.1421,331.2242
499.25,562.25,254,2.25,283.3216,283.3408,275.7208,304.4008,289.1408,309.1408,328.4408,289.9808,292.8208,38.7356,273.4208,311.1616,73.228,290.6816,304.6816,302.2808,331.4008
499.5,562.5,254,2.5,283.459,283.459,275.8195,304.4995,289.2395,309.2395,328.5395,290.0795,292.9195,38.7357,273.5195,311.2795,73.2283,290.7995,304.7995,302.3795,331.4995
499.75,562.75,254,2.75,283.5582,283.5582,275.9182,304.5982,289.3382,309.3382,328.6382,290.1782,293.0182,38.7357,273.6182,311.3782,73.2287,290.8982,304.8982,302.4782,331.5982
500.0,563.0,255,1.0,283.6568,283.6568,276.0536,304.6968,289.4368,309.4368,328.7368,290.3104,293.1672,38.7358,273.7168,311.4768,73.2291,291.0168,304.9968,302.5936,331.6968
500.25,563.25,255,1.25,283.7955,283.7955,276.1755,304.8555,289.6355,309.591,328.8955,290.4355,293.2755,38.7358,273.8355,311.5955,73.2295,291.1355,305.1355,302.7155,331.8155
500.5,563.5,255,1.5,283.8942,283.8942,276.2742,304.9542,289.7342,309.7142,328.9942,290.5342,293.3742,38.7359,273.9342,311.6942,73.2298,291.2342,305.2342,302.8542,331.9142
500.75,563.75,255,1.75,283.9929,283.9929,276.3729,305.0529,289.8329,309.8129,329.1129,290.6329,293.4729,38.7359,274.0329,311.7929,73.2302,291.3329,305.3329,302.9529,332.0129
501.0,564.0,255,2.0,284.0916,284.0916,276.5116,305.1632,289.9316,309.9116,329.2316,290.7632,293.5716,38.736,274.1316,311.9032,73.2306,291.4316,305.4432,303.0516,332.1116
501.25,564.25,255,2.25,284.2903,284.2903,276.6303,305.3303,290.0903,310.0903,329.3503,290.9503,293.7103,38.736,274.3103,312.0103,73.2309,291.5703,305.6303,303.1703,332.2503
501.5,564.5,255,2.5,284.3889,284.3889,276.7489,305.4289,290.1889,310.1889,329.4489,291.0489,293.8089,38.7361,274.4089,312.1089,73.2313,291.6689,305.7289,303.2689,332.3489
501.75,564.75,255,2.75,284.4876,284.4876,276.8476,305.5476,290.2876,310.2876,329.5476,291.1476,293.9076,38.7361,274.5076,312.2076,73.2317,291.7676,305.8276,303.3676,332.4876
502.0,565.0,256,1.0,284.6063,284.6063,276.9463,305.6463,290.3863,310.4263,329.6526,291.2663,294.0063,38.7362,274.6063,312.3063,73.2321,291.8663,305.9263,303.4726,332.5926
502.25,565.25,256,1.25,284.725,284.725,277.07,305.755,290.525,310.525,329.805,291.39,294.105,38.7362,274.705,312.445,73.2324,291.965,306.105,303.605,332.745
502.5,565.5,256,1.5,284.8474,284.8474,277.2037,305.8837,290.6437,310.6837,329.9037,291.5111,294.2037,38.7363,274.8037,312.5637,73.2328,292.0637,306.2074,303.7437,332.8437
502.75,565.75,256,1.75,284.9624,284.9624,277.3224,305.9824,290.7424,310.7824,330.0024,291.6424,294.3024,38.7363,274.9224,312.6624,73.2332,292.1624,306.3224,303.8424,332.9424
503.0,566.0,256,2.0,285.0622,285.0622,277.4633,306.0855,290.8633,310.9233,330.1022,291.7433,294.5022,38.7364,275.0222,312.7622,73.2335,292.3222,306.4422,303.9433,333.0633
503.25,566.25,256,2.25,285.2597,285.2597,277.5997,306.2597,290.9997,311.0797,330.2197,291.8997,294.6197,38.7364,275.1597,312.8797,73.2339,292.4397,306.5797,304.0797,333.2397
503.5,566.5,256,2.5,285.3584,285.3584,277.6984,306.3584,291.0984,311.1784,330.3184,291.9984,294.7184,38.7365,275.2584,312.9784,73.2343,292.5384,306.6784,304.1784,333.3384
503.75,566.75,256,2.75,285.4571,285.4571,277.7971,306.4571,291.1971,311.2971,330.4171,292.0971,294.8171,38.7365,275.3571,313.0771,73.2347,292.6371,306.7771,304.2771,333.4371
504.0,567.0,257,1.0,285.5758,285.5758,277.8958,306.6074,291.3116,311.4274,330.5758,292.1958,294.9158,38.7366,275.4716,313.1758,73.235,292.7358,306.9232,304.4074,333.5358
504.25,567.25,257,1.25,285.6745,285.6745,278.0345,306.7545,291.4545,311.5545,330.6745,292.3545,295.049,38.7367,275.6345,313.2945,73.2354,292.8945,307.0945,304.5345,333.6545
504.5,567.5,257,1.5,285.7732,285.7732,278.1332,306.8532,291.5532,311.6532,330.7732,292.4532,295.1864,38.7367,275.7332,313.3932,73.2358,292.9932,307.1932,304.6332,333.7532
504.75,567.75,257,1.75,285.8918,285.8918,278.2318,306.9518,291.6718,311.7518,330.9118,292.5518,295.2918,38.7368,275.8318,313.5118,73.2361,293.0918,307.2918,304.7318,333.8518
505.0,568.0,257,2.0,285.9905,285.9905,278.3705,307.0505,291.7915,311.9105,331.0505,292.661,295.3905,38.7368,275.9305,313.6105,73.2365,293.1905,307.3905,304.8305,333.982
505.25,568.25,257,2.25,286.2092,286.2092,278.5092,307.2092,291.9292,312.0984,331.1892,292.8292,295.5092,38.7369,276.0692,313.7892,73.2369,293.3292,307.5292,304.9892,334.1692
505.5,568.5,257,2.5,286.3479,286.3479,278.6479,307.3079,292.0479,312.2079,331.2879,292.9279,295.6079,38.7369,276.1679,313.8879,73.2372,293.4279,307.6279,305.0879,334.2758
505.75,568.75,257,2.75,286.4466,286.4466,278.7466,307.4132,292.1466,312.3066,331.3866,293.0266,295.7266,38.737,276.2666,313.9866,73.2376,293.5266,307.7266,305.1866,334.3866
506.0,569.0,258,1.0,286.5453,286.5453,278.8453,307.5359,292.2706,312.4253,331.5106,293.1653,295.8306,38.737,276.3653,314.0906,73.238,293.6453,307.8906,305.3853,334.4906
506.25,569.25,258,1.25,286.6439,286.6439,278.9639,307.6839,292.4439,312.5639,331.6439,293.2839,295.9639,38.7371,276.4639,314.2039,73.2384,293.7839,308.0039,305.4839,334.6239
506.5,569.5,258,1.5,286.7626,286.7626,279.0626,307.7826,292.5426,312.6626,331.7426,293.3852,296.0826,38.7371,276.5678,314.3026,73.2387,293.8826,308.1026,305.5826,334.7226
506.75,569.75,258,1.75,286.8613,286.8613,279.1613,307.8813,292.6413,312.7813,331.8413,293.5013,296.1813,38.7372,276.7013,314.4013,73.2391,293.9813,308.2013,305.6813,334.8213
507.0,570.0,258,2.0,286.96,286.96,279.3,307.98,292.74,312.88,331.94,293.6,296.28,38.7372,276.8,314.5,73.2395,294.08,308.32,305.8,334.92
507.25,570.25,258,2.25,287.0787,287.0787,279.4387,308.1387,292.8987,313.0187,332.0787,293.7387,296.4187,38.7373,276.9387,314.6387,73.2398,294.2187,308.4574,305.9187,335.0987
507.5,570.5,258,2.5,287.1774,287.1774,279.5374,308.2374,292.9974,313.1174,332.1774,293.8374,296.5174,38.7373,277.0374,314.7374,73.2974,294.3174,308.5748,306.0174,335.2174
507.75,570.75,258,2.75,287.2761,287.2761,279.6361,308.3361,293.0961,313.2161,332.2761,293.9561,296.6161,38.7374,277.1361,314.8361,73.3961,294.4161,308.6761,306.1161,335.3161
508.0,571.0,259,1.0,287.4188,287.4188,279.7641,308.4788,293.2094,313.4029,332.4241,294.0694,296.7147,38.7374,277.2347,314.9347,73.4947,294.5147,308.8041,306.2494,335.4147
508.25,571.25,259,1.25,287.6002,287.6002,279.9134,308.5934,293.3334,313.5934,332.5534,294.1934,296.8734,38.7375,277.4134,315.0734,73.5934,294.6334,308.9134,306.4134,335.5934
508.5,571.5,259,1.5,287.7121,287.7121,280.0121,308.6921,293.4321,313.6921,332.6521,294.3121,296.9721,38.7375,277.5121,315.1721,73.6921,294.7321,309.0321,306.5121,335.6921
