score_qstamp,qstamp,measure,beat,735488_tstamp
74.3333,74.3333,25,2.5556,240.8483
74.5,74.5,25,2.6667,240.9345
74.6667,74.6667,25,2.7778,241.2407
74.8333,74.8333,25,2.8889,241.3269
75.0,75.0,26,1.0,241.4131
75.5,75.5,26,1.3333,241.8317
76.0,76.0,26,1.6667,242.0903
76.5,76.5,26,2.0,242.369
77.0,77.0,26,2.3333,242.6276
77.5,77.5,26,2.6667,242.8862
78.0,78.0,27,1.0,243.1648
78.5,78.5,27,1.3333,243.4634
79.0,79.0,27,1.6667,243.7221
79.5,79.5,27,2.0,244.0007
80.0,80.0,27,2.3333,244.3793
80.5,80.5,27,2.6667,244.6379
81.0,81.0,28,1.0,244.9566
81.5,81.5,28,1.3333,245.2152
82.0,82.0,28,1.6667,245.4738
82.5,82.5,28,2.0,245.7324
83.0,83.0,28,2.3333,246.171
83.5,83.5,28,2.6667,246.4297
84.0,84.0,29,1.0,246.7483
84.5,84.5,29,1.3333,247.1869
85.0,85.0,29,1.6667,247.4455
85.5,85.5,29,2.0,247.7041
86.0,86.0,29,2.3333,247.9628
86.5,86.5,29,2.6667,248.2214
87.0,87.0,30,1.0,248.48
87.5,87.5,30,1.3333,248.7786
88.0,88.0,30,1.6667,249.1572
88.5,88.5,30,2.0,249.4159
89.0,89.0,30,2.3333,249.6745
89.5,89.5,30,2.6667,249.9331
90.0,90.0,31,1.0,250.2317
90.5,90.5,31,1.3333,250.5903
91.0,91.0,31,1.6667,250.849
91.25,91.25,31,1.8333,250.9783
91.5,91.5,31,2.0,251.1076
92.0,92.0,31,2.3333,251.4262
92.5,92.5,31,2.6667,251.6848
93.0,93.0,32,1.0,251.9468
93.25,93.25,32,1.1667,252.1928
93.5,93.5,32,1.3333,252.4042
93.75,93.75,32,1.5,252.5514
94.0,94.0,32,1.6667,252.6807
94.25,94.25,32,1.8333,252.81
94.5,94.5,32,2.0,252.9593
94.75,94.75,32,2.1667,253.0886
95.0,95.0,32,2.3333,253.2179
95.25,95.25,32,2.5,253.4072
95.5,95.5,32,2.6667,253.5766
95.75,95.75,32,2.8333,253.7059
96.0,96.0,33,1.0,253.8752
96.25,96.25,33,1.1667,254.0045
96.5,96.5,33,1.3333,254.1538
96.75,96.75,33,1.5,254.2831
97.0,97.0,33,1.6667,254.4124
97.25,97.25,33,1.8333,254.6451
97.5,97.5,33,2.0,254.811
97.75,97.75,33,2.1667,254.9603
98.0,98.0,33,2.3333,255.0897
98.25,98.25,33,2.5,255.219
98.5,98.5,33,2.6667,255.3566
98.75,98.75,33,2.8333,255.5776
99.0,99.0,34,1.0,255.7069
99.25,99.25,34,1.1667,255.8962
99.5,99.5,34,1.3333,256.0255
99.75,99.75,34,1.5,256.1548
100.0,100.0,34,1.6667,256.2841
100.25,100.25,34,1.8333,256.4134
100.5,100.5,34,2.0,256.5484
100.75,100.75,34,2.1667,256.8121
101.0,101.0,34,2.3333,256.9614
101.25,101.25,34,2.5,257.0907
101.5,101.5,34,2.6667,257.22
101.75,101.75,34,2.8333,257.3493
102.0,102.0,35,1.0,257.4786
102.25,102.25,35,1.1667,257.6079
102.5,102.5,35,1.3333,257.7372
102.75,102.75,35,1.5,257.9866
103.0,103.0,35,1.6667,258.1159
103.25,103.25,35,1.8333,258.2452
103.5,103.5,35,2.0,258.3745
103.75,103.75,35,2.1667,258.5038
104.0,104.0,35,2.3333,258.6331
104.25,104.25,35,2.5,258.7624
104.5,104.5,35,2.6667,258.8917
104.75,104.75,35,2.8333,259.241
105.0,105.0,36,1.0,259.3703
105.25,105.25,36,1.1667,259.4997
105.5,105.5,36,1.3333,259.629
105.75,105.75,36,1.5,259.7583
106.0,106.0,36,1.6667,259.8876
106.25,106.25,36,1.8333,260.0169
106.5,106.5,36,2.0,260.1586
106.75,106.75,36,2.1667,260.3355
107.0,107.0,36,2.3333,260.4648
107.25,107.25,36,2.5,260.5941
107.5,107.5,36,2.6667,260.8634
107.75,107.75,36,2.8333,260.9928
108.0,108.0,37,1.0,261.1842
108.25,108.25,37,1.1667,261.3314
108.5,108.5,37,1.3333,261.4607
108.75,108.75,37,1.5,261.59
109.0,109.0,37,1.6667,261.7593
109.25,109.25,37,1.8333,261.8886
109.5,109.5,37,2.0,262.0379
109.75,109.75,37,2.1667,262.2072
110.0,110.0,37,2.3333,262.3366
110.25,110.25,37,2.5,262.4659
110.5,110.5,37,2.6667,262.5952
110.75,110.75,37,2.8333,262.8045
111.0,111.0,38,1.0,262.9476
111.25,111.25,38,1.1667,263.1462
111.5,111.5,38,1.3333,263.2924
111.75,111.75,38,1.5,263.4217
112.0,112.0,38,1.6667,263.551
112.25,112.25,38,1.8333,263.6803
112.5,112.5,38,2.0,263.8097
112.75,112.75,38,2.1667,264.119
113.0,113.0,38,2.3333,264.2483
113.25,113.25,38,2.5,264.3776
113.5,113.5,38,2.6667,264.5069
113.75,113.75,38,2.8333,264.6362
114.0,114.0,39,1.0,264.7655
114.25,114.25,39,1.1667,264.9148
114.5,114.5,39,1.3333,265.0441
114.75,114.75,39,1.5,265.1734
115.0,115.0,39,1.6667,265.3028
115.25,115.25,39,1.8333,265.4321
115.5,115.5,39,2.0,265.5614
115.75,115.75,39,2.1667,265.7507
116.0,116.0,39,2.3333,265.88
116.25,116.25,39,2.5,266.0093
116.5,116.5,39,2.6667,266.1386
116.75,116.75,39,2.8333,266.3879
117.0,117.0,40,1.0,266.5172
117.25,117.25,40,1.1667,266.7066
117.5,117.5,40,1.3333,266.8359
117.75,117.75,40,1.5,266.9652
118.0,118.0,40,1.6667,267.0945
118.25,118.25,40,1.8333,267.2238
118.5,118.5,40,2.0,267.3531
118.75,118.75,40,2.1667,267.5224
119.0,119.0,40,2.3333,267.6517
119.25,119.25,40,2.5,267.781
119.5,119.5,40,2.6667,267.9103
119.75,119.75,40,2.8333,268.0997
120.0,120.0,41,1.0,268.229
120.25,120.25,41,1.1667,268.4183
120.5,120.5,41,1.3333,268.5476
120.75,120.75,41,1.5,268.6769
121.0,121.0,41,1.6667,268.8062
121.25,121.25,41,1.8333,268.9355
121.5,121.5,41,2.0,269.0792
121.75,121.75,41,2.1667,269.2941
122.0,122.0,41,2.3333,269.4234
122.25,122.25,41,2.5,269.5528
122.5,122.5,41,2.6667,269.6863
122.75,122.75,41,2.8333,269.8514
123.0,123.0,42,1.0,269.9807
123.5,123.5,42,1.3333,270.2593
124.0,124.0,42,1.6667,270.5179
124.25,124.25,42,1.8333,270.6472
124.5,124.5,42,2.0,270.7766
125.0,125.0,42,2.3333,271.1152
125.5,125.5,42,2.6667,271.3738
125.75,125.75,42,2.8333,271.5231
126.0,126.0,43,1.0,271.6524
126.5,126.5,43,1.3333,271.991
127.0,127.0,43,1.6667,272.2497
127.25,127.25,43,1.8333,272.379
127.5,127.5,43,2.0,272.5083
127.75,127.75,43,2.1667,272.7176
128.0,128.0,43,2.3333,272.8469
128.25,128.25,43,2.5,272.9762
128.5,128.5,43,2.6667,273.1165
128.75,128.75,43,2.8333,273.2748
129.0,129.0,44,1.0,273.4041
129.5,129.5,44,1.3333,273.8028
130.0,130.0,44,1.6667,274.0614
130.25,130.25,44,1.8333,274.1907
130.5,130.5,44,2.0,274.32
131.0,131.0,44,2.3333,274.5786
131.5,131.5,44,2.6667,274.8372
131.75,131.75,44,2.8333,274.9798
132.0,132.0,45,1.0,275.1559
132.5,132.5,45,1.3333,275.4345
133.0,133.0,45,1.6667,275.6931
133.25,133.25,45,1.8333,275.8424
133.5,133.5,45,2.0,275.9717
133.75,133.75,45,2.1667,276.221
134.0,134.0,45,2.3333,276.3503
134.25,134.25,45,2.5,276.4797
134.5,134.5,45,2.6667,276.609
134.75,134.75,45,2.8333,276.7383
135.0,135.0,46,1.0,276.8676
135.25,135.25,46,1.1667,277.0569
135.5,135.5,46,1.3333,277.1862
135.75,135.75,46,1.5,277.3155
136.0,136.0,46,1.6667,277.4448
136.25,136.25,46,1.8333,277.5741
136.5,136.5,46,2.0,277.7034
136.75,136.75,46,2.1667,277.8728
137.0,137.0,46,2.3333,278.0021
137.25,137.25,46,2.5,278.1314
137.5,137.5,46,2.6667,278.2607
137.75,137.75,46,2.8333,278.39
138.0,138.0,47,1.0,278.5793
138.25,138.25,47,1.1667,278.7286
138.5,138.5,47,1.3333,278.8579
138.75,138.75,47,1.5,278.9872
139.0,139.0,47,1.6667,279.1366
139.25,139.25,47,1.8333,279.2659
139.5,139.5,47,2.0,279.3952
139.75,139.75,47,2.1667,279.5245
140.0,140.0,47,2.3333,279.6938
140.25,140.25,47,2.5,279.8231
140.5,140.5,47,2.6667,279.9524
140.75,140.75,47,2.8333,280.0868
141.0,141.0,48,1.0,280.271
141.25,141.25,48,1.1667,280.4403
141.5,141.5,48,1.3333,280.5697
141.75,141.75,48,1.5,280.699
142.0,142.0,48,1.6667,280.8366
142.25,142.25,48,1.8333,280.9776
142.5,142.5,48,2.0,281.1138
142.75,142.75,48,2.1667,281.2562
143.0,143.0,48,2.3333,281.3855
143.25,143.25,48,2.5,281.5148
143.5,143.5,48,2.6667,281.6482
143.75,143.75,48,2.8333,281.7934
144.0,144.0,49,1.0,281.9512
144.25,144.25,49,1.1667,282.1321
144.5,144.5,49,1.3333,282.2614
144.75,144.75,49,1.5,282.3907
145.0,145.0,49,1.6667,282.52
145.25,145.25,49,1.8333,282.6493
145.5,145.5,49,2.0,282.7986
145.75,145.75,49,2.1667,282.9479
146.0,146.0,49,2.3333,283.0772
146.25,146.25,49,2.5,283.2066
146.5,146.5,49,2.6667,283.3359
146.75,146.75,49,2.8333,283.4652
147.0,147.0,50,1.0,283.6145
147.25,147.25,50,1.1667,283.9076
147.5,147.5,50,1.3333,284.0531
147.75,147.75,50,1.5,284.1824
148.0,148.0,50,1.6667,284.3117
148.25,148.25,50,1.8333,284.442
148.5,148.5,50,2.0,284.5903
148.75,148.75,50,2.1667,284.7197
149.0,149.0,50,2.3333,284.849
149.25,149.25,50,2.5,285.0183
149.5,149.5,50,2.6667,285.1476
149.75,149.75,50,2.8333,285.2969
150.0,150.0,51,1.0,285.4262
150.25,150.25,51,1.1667,285.5555
150.5,150.5,51,1.3333,285.6848
150.75,150.75,51,1.5,285.8141
151.0,151.0,51,1.6667,285.9434
151.25,151.25,51,1.8333,286.0728
151.5,151.5,51,2.0,286.2242
151.75,151.75,51,2.1667,286.4114
152.0,152.0,51,2.3333,286.5407
152.25,152.25,51,2.5,286.67
152.5,152.5,51,2.6667,286.7993
152.75,152.75,51,2.8333,287.0086
153.0,153.0,52,1.0,287.1379
153.25,153.25,52,1.1667,287.3872
153.5,153.5,52,1.3333,287.5166
153.75,153.75,52,1.5,287.6459
154.0,154.0,52,1.6667,287.7752
154.25,154.25,52,1.8333,287.9045
154.5,154.5,52,2.0,288.0338
154.75,154.75,52,2.1667,288.1631
155.0,155.0,52,2.3333,288.2924
155.25,155.25,52,2.5,288.4417
155.5,155.5,52,2.6667,288.571
155.75,155.75,52,2.8333,288.7403
156.0,156.0,53,1.0,288.8697
156.25,156.25,53,1.1667,288.999
156.5,156.5,53,1.3333,289.1283
156.75,156.75,53,1.5,289.2576
157.0,157.0,53,1.6667,289.3869
157.25,157.25,53,1.8333,289.5162
157.5,157.5,53,2.0,289.6655
157.75,157.75,53,2.1667,289.8748
158.0,158.0,53,2.3333,290.0041
158.25,158.25,53,2.5,290.1334
158.5,158.5,53,2.6667,290.2768
158.75,158.75,53,2.8333,290.4921
159.0,159.0,54,1.0,290.6256
160.5,160.5,54,2.0,291.6372
161.5,161.5,54,2.6667,292.2545
162.0,162.0,55,1.0,292.6531
163.5,163.5,55,2.0,293.587
164.5,164.5,55,2.6667,294.1986
165.0,165.0,56,1.0,294.5248
166.5,166.5,56,2.0,295.6807
167.0,167.0,56,2.3333,295.9393
167.5,167.5,56,2.6667,296.1979
168.0,168.0,57,1.0,296.4566
168.5,168.5,57,1.3333,296.7152
169.0,169.0,57,1.6667,296.9738
169.5,169.5,57,2.0,297.2324
170.0,170.0,57,2.3333,297.491
170.5,170.5,57,2.6667,297.7497
171.0,171.0,58,1.0,298.0283
171.5,171.5,58,1.3333,298.3069
172.0,172.0,58,1.6667,298.5855
172.5,172.5,58,2.0,298.8641
173.0,173.0,58,2.3333,299.1428
173.5,173.5,58,2.6667,299.4028
174.0,174.0,59,1.0,299.68
174.5,174.5,59,1.3333,299.9986
175.0,175.0,59,1.6667,300.2772
175.5,175.5,59,2.0,300.5359
176.0,176.0,59,2.3333,300.8145
176.5,176.5,59,2.6667,301.0731
177.0,177.0,60,1.0,301.3317
177.5,177.5,60,1.3333,301.5903
178.0,178.0,60,1.6667,301.849
178.5,178.5,60,2.0,302.1276
179.0,179.0,60,2.3333,302.3862
179.5,179.5,60,2.6667,302.7648
180.0,180.0,61,1.0,303.0234
180.5,180.5,61,1.3333,303.2821
181.0,181.0,61,1.6667,303.5807
181.5,181.5,61,2.0,303.8393
182.0,182.0,61,2.3333,304.1579
182.5,182.5,61,2.6667,304.4166
183.0,183.0,62,1.0,304.6952
183.5,183.5,62,1.3333,305.0738
184.0,184.0,62,1.6667,305.3324
184.5,184.5,62,2.0,305.591
185.0,185.0,62,2.3333,305.8794
185.5,185.5,62,2.6667,306.1483
186.0,186.0,63,1.0,306.4207
186.25,186.25,63,1.1667,306.5762
186.5,186.5,63,1.3333,306.7055
186.75,186.75,63,1.5,306.8348
187.0,187.0,63,1.6667,306.9641
187.25,187.25,63,1.8333,307.0934
187.5,187.5,63,2.0,307.2368
187.75,187.75,63,2.1667,307.4521
188.0,188.0,63,2.3333,307.5814
188.25,188.25,63,2.5,307.7107
188.5,188.5,63,2.6667,307.86
188.75,188.75,63,2.8333,307.9893
189.0,189.0,64,1.0,308.1186
190.5,190.5,64,2.0,309.2745
190.75,190.75,64,2.1667,309.4038
191.0,191.0,64,2.3333,309.5331
191.25,191.25,64,2.5,309.6624
191.5,191.5,64,2.6667,309.7917
191.75,191.75,64,2.8333,309.921
192.0,192.0,65,1.0,310.0503
193.5,193.5,65,2.0,310.8862
193.75,193.75,65,2.1667,311.0155
194.0,194.0,65,2.3333,311.1448
194.25,194.25,65,2.5,311.2741
194.5,194.5,65,2.6667,311.4068
194.75,194.75,65,2.8333,311.6328
195.0,195.0,66,1.0,311.7621
196.0,196.0,66,1.6667,312.2793
196.5,196.5,66,2.0,312.5379
196.75,196.75,66,2.1667,312.9072
197.0,197.0,66,2.3333,313.0532
197.25,197.25,66,2.5,313.1859
197.5,197.5,66,2.6667,313.3152
197.75,197.75,66,2.8333,313.4445
198.0,198.0,67,1.0,313.5738
199.5,199.5,67,2.0,314.4085
199.75,199.75,67,2.1667,314.619
200.0,200.0,67,2.3333,314.7566
200.25,200.25,67,2.5,314.9176
200.5,200.5,67,2.6667,315.0469
200.75,200.75,67,2.8333,315.2562
201.0,201.0,68,1.0,315.4695
202.5,202.5,68,2.0,316.3814
202.75,202.75,68,2.1667,316.5107
203.0,203.0,68,2.3333,316.64
203.25,203.25,68,2.5,316.7693
203.5,203.5,68,2.6667,316.8986
203.75,203.75,68,2.8333,317.0479
204.0,204.0,69,1.0,317.1944
205.5,205.5,69,2.0,318.2731
205.75,205.75,69,2.1667,318.4024
206.0,206.0,69,2.3333,318.5317
206.25,206.25,69,2.5,318.661
206.5,206.5,69,2.6667,318.7903
206.75,206.75,69,2.8333,318.9397
207.0,207.0,70,1.0,319.069
208.0,208.0,70,1.6667,319.6062
208.5,208.5,70,2.0,319.8888
208.75,208.75,70,2.1667,320.1541
209.0,209.0,70,2.3333,320.3034
209.25,209.25,70,2.5,320.4328
209.5,209.5,70,2.6667,320.5621
209.75,209.75,70,2.8333,320.6914
210.0,210.0,71,1.0,320.8214
210.5,210.5,71,1.3333,321.1193
211.5,211.5,71,2.0,321.6566
211.75,211.75,71,2.1667,321.8259
212.0,212.0,71,2.3333,322.0504
212.25,212.25,71,2.5,322.1845
212.5,212.5,71,2.6667,322.3138
212.75,212.75,71,2.8333,322.4431
213.0,213.0,72,1.0,322.5724
213.25,213.25,72,1.1667,322.8217
213.5,213.5,72,1.3333,322.951
213.75,213.75,72,1.5,323.0803
214.0,214.0,72,1.6667,323.2485
214.25,214.25,72,1.8333,323.439
214.5,214.5,72,2.0,323.5683
214.75,214.75,72,2.1667,323.6976
215.0,215.0,72,2.3333,323.8469
215.25,215.25,72,2.5,323.9762
215.5,215.5,72,2.6667,324.1455
215.75,215.75,72,2.8333,324.2748
216.0,216.0,73,1.0,324.4041
216.25,216.25,73,1.1667,324.5334
216.5,216.5,73,1.3333,324.6628
216.75,216.75,73,1.5,324.7921
217.0,217.0,73,1.6667,324.9456
217.25,217.25,73,1.8333,325.1307
217.5,217.5,73,2.0,325.26
217.75,217.75,73,2.1667,325.3893
218.0,218.0,73,2.3333,325.5186
218.25,218.25,73,2.5,325.6479
218.5,218.5,73,2.6667,325.7772
218.75,218.75,73,2.8333,326.0666
219.0,219.0,74,1.0,326.1959
219.25,219.25,74,1.1667,326.3252
219.5,219.5,74,1.3333,326.4545
219.75,219.75,74,1.5,326.5838
220.0,220.0,74,1.6667,326.7131
220.25,220.25,74,1.8333,326.9224
220.5,220.5,74,2.0,327.0517
220.75,220.75,74,2.1667,327.203
221.0,221.0,74,2.3333,327.3703
221.25,221.25,74,2.5,327.4997
221.5,221.5,74,2.6667,327.629
221.75,221.75,74,2.8333,327.7583
222.0,222.0,75,1.0,327.8876
222.25,222.25,75,1.1667,328.0169
222.5,222.5,75,1.3333,328.1462
222.75,222.75,75,1.5,328.2755
223.0,223.0,75,1.6667,328.4048
223.25,223.25,75,1.8333,328.5341
223.5,223.5,75,2.0,328.6634
223.75,223.75,75,2.1667,328.7928
224.0,224.0,75,2.3333,328.9221
224.25,224.25,75,2.5,329.0514
224.5,224.5,75,2.6667,329.1807
224.75,224.75,75,2.8333,329.31
225.0,225.0,76,1.0,329.4393
225.25,225.25,76,1.1667,329.6886
225.5,225.5,76,1.3333,329.8179
225.75,225.75,76,1.5,329.9472
226.0,226.0,76,1.6667,330.0766
226.25,226.25,76,1.8333,330.2059
226.5,226.5,76,2.0,330.3352
226.75,226.75,76,2.1667,330.4645
227.0,227.0,76,2.3333,330.5938
227.25,227.25,76,2.5,330.7231
227.5,227.5,76,2.6667,330.8524
227.75,227.75,76,2.8333,330.9817
228.0,228.0,77,1.0,331.111
228.25,228.25,77,1.1667,331.2603
228.5,228.5,77,1.3333,331.4188
228.75,228.75,77,1.5,331.579
229.0,229.0,77,1.6667,331.7249
229.25,229.25,77,1.8333,331.8776
229.5,229.5,77,2.0,332.0069
229.75,229.75,77,2.1667,332.1362
230.0,230.0,77,2.3333,332.271
230.25,230.25,77,2.5,332.4148
230.5,230.5,77,2.6667,332.5441
230.6667,230.6667,77,2.7778,332.6304
230.8333,230.8333,77,2.8889,332.7365
231.0,231.0,78,1.0,332.8228
231.1667,231.1667,78,1.1111,332.949
231.3333,231.3333,78,1.2222,333.0352
231.5,231.5,78,1.3333,333.1214
231.6667,231.6667,78,1.4444,333.2076
231.8333,231.8333,78,1.5556,333.2938
232.0,232.0,78,1.6667,333.38
232.1667,232.1667,78,1.7778,333.4862
232.3333,232.3333,78,1.8889,333.5924
232.5,232.5,78,2.0,333.6972
232.6667,232.6667,78,2.1111,333.8248
232.8333,232.8333,78,2.2222,333.911
233.0,233.0,78,2.3333,333.9972
233.1667,233.1667,78,2.4444,334.0835
233.3333,233.3333,78,2.5556,334.1696
233.5,233.5,78,2.6667,334.2559
233.6667,233.6667,78,2.7778,334.3421
233.8333,233.8333,78,2.8889,334.4283
234.0,234.0,79,1.0,334.5145
234.5,234.5,79,1.3333,334.7731
235.0,235.0,79,1.6667,335.0317
235.5,235.5,79,2.0,335.3103
236.0,236.0,79,2.3333,335.629
236.5,236.5,79,2.6667,335.8876
237.0,237.0,80,1.0,336.2262
237.25,237.25,80,1.1667,336.4955
237.5,237.5,80,1.3333,336.6248
237.75,237.75,80,1.5,336.7541
238.0,238.0,80,1.6667,336.8834
238.25,238.25,80,1.8333,337.0128
238.5,238.5,80,2.0,337.1421
238.75,238.75,80,2.1667,337.2714
239.0,239.0,80,2.3333,337.4007
239.25,239.25,80,2.5,337.53
239.5,239.5,80,2.6667,337.6593
239.75,239.75,80,2.8333,337.8486
240.0,240.0,81,1.0,337.9779
240.25,240.25,81,1.1667,338.1472
240.5,240.5,81,1.3333,338.2766
240.75,240.75,81,1.5,338.4059
241.0,241.0,81,1.6667,338.5352
241.25,241.25,81,1.8333,338.7045
241.5,241.5,81,2.0,338.8338
241.75,241.75,81,2.1667,338.9631
242.0,242.0,81,2.3333,339.0924
242.25,242.25,81,2.5,339.2217
242.5,242.5,81,2.6667,339.311
242.75,242.75,81,2.8333,339.5603
243.0,243.0,82,1.0,339.6897
243.25,243.25,82,1.1667,339.859
243.5,243.5,82,1.3333,340.0283
243.75,243.75,82,1.5,340.1576
244.0,244.0,82,1.6667,340.2869
