qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,"D, A Timpani",Triangle,Cymbals,Bass Drum,Soprano solo,Alto solo,Tenor solo,Bass solo,Soprano,Alto,Tenor,Bass,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1507.0,657.1827,433,2.3333,r,r,r,r,r,C4,C4,D4,D4,r,r,r,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,D4,D3
1507.5,657.4208,433,2.6667,r,r,r,r,r,C4,C4,C4,C4,r,r,r,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,C4,C3
1508.0,657.6589,434,1.0,r,r,r,r,r,r,r,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,B-3,B-2
1508.5,657.897,434,1.3333,r,r,r,r,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,A3,A2
1509.0,658.1351,434,1.6667,r,r,r,r,r,D4,D4,B-3,B-3,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,B-3,B-2
1509.5,658.3732,434,2.0,r,r,r,r,r,G4,G4,B3,B3,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,B3,B2
1510.0,658.6113,434,2.3333,r,r,r,r,r,G4,G4,C4,C4,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,C4,C3
1510.5,658.8494,434,2.6667,r,r,r,r,r,F4,F4,D4,D4,r,r,r,F4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,D4,D3
1511.0,659.0875,435,1.0,r,r,r,r,r,E-4,E-4,C4,C4,r,r,r,E-4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,C4,C3
1511.5,659.3256,435,1.3333,r,r,r,r,r,E-4,E-4,F3,F3,r,r,r,E-4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,F3,F2
1512.0,659.5637,435,1.6667,r,r,r,r,r,r,r,F3,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,F2
1512.5,659.8017,435,2.0,r,r,r,r,r,D4,D4,B-3,B-3,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,B-3,B-2
1513.0,660.0398,435,2.3333,r,r,r,r,r,D4,D4,B-2,B-2,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,B-2,B-1
1513.5,660.2779,435,2.6667,r,r,r,r,r,r,r,B-2,B-2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,B-1
1514.0,660.516,436,1.0,r,r,r,r,r,C4,C4,F4,F4,r,r,r,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,C4,r,F4,F3
1514.5,660.7541,436,1.3333,r,r,r,r,r,C4,C4,F4,F4,r,r,r,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,C5,r,F4,F3
1515.0,660.9922,436,1.6667,r,r,r,r,r,A4,A3,F3,F2,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,C5,r,F3,F2
1515.5,661.2303,436,2.0,r,r,r,r,r,A4,A3,F3,F2,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A3,r,F3,F2
1516.0,661.4684,436,2.3333,r,r,r,r,r,A4,A3,F3,F2,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,A4,r,F3,F2
1516.5,661.7065,436,2.6667,r,r,r,r,r,A4,A3,F3,F2,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,A4,r,F3,F2
1517.0,661.9446,437,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,B-3,r,r,r
1517.5,662.1827,437,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,B-4,r,r,r
1518.0,662.4208,437,1.6667,r,r,r,r,r,B-4,B-3,G3,G2,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,B-4,r,G3,G2
1518.5,662.6589,437,2.0,r,r,r,r,r,B-4,B-3,G3,G2,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-4,r,G3,G2
1519.0,662.897,437,2.3333,r,r,r,r,r,B-4,B-3,G3,G2,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,B-4,r,G3,G2
1519.5,663.1351,437,2.6667,r,r,r,r,r,B-4,B-3,G3,G2,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,B-4,r,G3,G2
1520.0,663.3732,438,1.0,r,r,r,r,r,r,r,G3,G2,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,B-4,r,G3,G2
1520.5,663.6113,438,1.3333,r,r,r,r,r,r,r,G3,G2,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,B-3,r,G3,G2
1521.0,663.8494,438,1.6667,r,r,r,r,r,C5,C4,A3,A2,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,C4,r,A3,A2
1521.5,664.0875,438,2.0,r,r,r,r,r,F5,F4,D4,D3,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,r,D4,D3
1522.0,664.3256,438,2.3333,r,r,r,r,r,F5,F4,D4,D3,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,F5,r,D4,D3
1522.5,664.5637,438,2.6667,r,r,r,r,r,F5,F4,C4,C3,r,r,r,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,F5,r,C4,C3
1523.0,664.8017,439,1.0,r,r,r,r,r,E5,C5,B-3,B-2,r,r,r,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E4,r,B-3,B-2
1523.5,665.0398,439,1.3333,r,r,r,r,r,E5,C5,B-3,B-2,r,r,r,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E5,r,B-3,B-2
1524.0,665.2779,439,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E5,r,r,r
1524.5,665.516,439,2.0,r,r,r,r,r,F5,C5,A3,A2,r,r,r,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,C4,r,A3,A2
1525.0,665.7541,439,2.3333,r,r,r,r,r,F5,C5,A3,A2,r,r,r,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,C5,r,A3,A2
1525.5,665.9922,439,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,C5,r,r,r
1526.0,666.2303,440,1.0,r,r,r,r,r,F5,B-4,A3,A2,r,r,r,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,B-3,r,A3,A2
1526.5,666.4684,440,1.3333,r,r,r,r,r,F5,B-4,A3,A2,r,r,r,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,B-4,r,A3,A2
1527.0,666.7065,440,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,B-4,r,r,r
1527.5,666.9446,440,2.0,r,r,r,r,r,E-5,B-4,G3,G2,r,r,r,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-3,r,G3,G2
1528.0,667.1827,440,2.3333,r,r,r,r,r,E-5,B-4,G3,G2,r,r,r,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,B-4,r,G3,G2
1528.5,667.4208,440,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,B-4,r,r,r
1529.0,667.6589,441,1.0,r,r,r,r,r,E-5,A4,G3,G2,r,A4,A3,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,A3,r,G3,G2
1529.5,667.897,441,1.3333,r,r,r,r,r,E-5,A4,G3,G2,r,A4,A3,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,A4,r,G3,G2
1530.0,668.1351,441,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,A4,r,r,r
1530.5,668.3732,441,2.0,r,r,r,r,r,D5,A4,F#3,F#2,r,A4,A3,D4,D3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,A3,r,F#3,F#2
1531.0,668.6113,441,2.3333,r,r,r,r,r,D5,A4,F#3,F#2,r,A4,A3,D4,D3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,A4,r,F#3,F#2
1531.5,668.8494,441,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,A4,r,r,r
1532.0,669.0875,442,1.0,r,r,r,r,r,D5,B4,G3,G2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B4,r,G3,G2
1532.5,669.3256,442,1.3333,r,r,r,r,r,D5,B4,G3,G2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,B4,r,G3,G2
1533.0,669.5637,442,1.6667,r,B5,B5,G4,G4,r,r,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,B4,G4,G4,r
1533.5,669.8017,442,2.0,r,B5,B5,G4,G4,r,r,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,G4,G4,r
1534.0,670.0398,442,2.3333,r,B5,B5,G4,G4,r,r,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,C5,G4,G4,r
1534.5,670.2779,442,2.6667,r,B5,B5,G4,G4,r,r,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,D5,G4,G4,r
1535.0,670.516,443,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,D5,G4,G4,r
1535.5,670.7541,443,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,E5,G4,G4,r
1536.0,670.9922,443,1.6667,r,C6,C6,A4,A4,r,r,r,r,r,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,D5,A4,A4,r
1536.5,671.2303,443,2.0,r,C6,C6,A4,A4,r,r,r,r,r,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,A4,A4,r
1537.0,671.4684,443,2.3333,r,C6,C6,A4,A4,r,r,r,r,r,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,B4,A4,A4,r
1537.5,671.7065,443,2.6667,r,C6,C6,A4,A4,r,r,r,r,r,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,A4,A4,A4,r
1538.0,671.9446,444,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,G4,r,r,r
1538.5,672.1827,444,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,A4,r,r,r
1539.0,672.4208,444,1.6667,r,D6,D6,B4,B4,r,r,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,G4,B4,r,r
1539.5,672.6589,444,2.0,r,D6,D6,E5,E5,r,r,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,G4,E5,r,r
1540.0,672.897,444,2.3333,r,C6,C6,E5,E5,r,r,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,G5,E5,r,r
1540.5,673.1351,444,2.6667,r,B5,B5,D5,D5,r,r,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,G4,D5,r,r
1541.0,673.3732,445,1.0,r,D6,D6,C5,C5,r,r,r,r,r,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,A4,C5,r,r
1541.5,673.6113,445,1.3333,r,E6,E6,C5,C5,r,r,r,r,r,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,D4,C5,r,r
1542.0,673.8494,445,1.6667,r,F#6,F#6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,D4,r,r,r
1542.5,674.0875,445,2.0,r,G6,G6,B4,B4,r,r,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,B4,r,r
1543.0,674.3256,445,2.3333,r,G6,G6,B4,B4,r,r,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G3,B4,r,r
1543.5,674.5637,445,2.6667,r,D6,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G3,r,r,r
1544.0,674.8017,446,1.0,r,G6,G6,G5,G5,B4,B4,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,B4,r,r
1544.5,675.0398,446,1.3333,r,G6,G6,G5,G5,B4,B4,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G3,B4,r,r
1545.0,675.2779,446,1.6667,r,D6,D6,G5,G5,B4,B4,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G3,r,r,r
1545.5,675.516,446,2.0,r,G6,G6,G5,G5,D5,D5,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,B3,G4,r,r
1546.0,675.7541,446,2.3333,r,G6,G6,G5,G5,D5,D5,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,G3,G4,r,r
1546.5,675.9922,446,2.6667,r,F6,F6,G5,G5,D5,D5,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,G3,r,r,r
1547.0,676.2303,447,1.0,r,E-6,E-6,r,r,G4,G4,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,C4,G4,r,r
1547.5,676.4684,447,1.3333,r,E-6,E-6,r,r,G4,G4,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,G3,G4,r,r
1548.0,676.7065,447,1.6667,r,r,r,C5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,G3,r,r,r
1548.5,676.9446,447,2.0,r,D6,D6,G5,G5,F4,F4,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,D4,F4,r,r
1549.0,677.1827,447,2.3333,r,D6,D6,G5,G5,F4,F4,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,G3,F4,r,r
1549.5,677.4208,447,2.6667,r,r,r,F5,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,G3,r,r,r
1550.0,677.6589,448,1.0,r,D6,D6,F5,F5,r,r,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,F4,G#4,r,r
1550.5,677.897,448,1.3333,r,D6,D6,F5,F5,r,r,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,G3,G#4,r,r
1551.0,678.1351,448,1.6667,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,G3,r,r,r
1551.5,678.3732,448,2.0,r,C6,C6,E-5,E-5,G#4,G#4,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,E-4,G4,r,r
1552.0,678.6113,448,2.3333,r,C6,C6,E-5,E-5,G#4,G#4,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,G3,G4,r,r
1552.5,678.8494,448,2.6667,r,r,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,G3,r,r,r
1553.0,679.0875,449,1.0,r,C6,C6,D5,D5,F4,F4,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,D4,F4,r,r
1553.5,679.3256,449,1.3333,r,C6,C6,D5,D5,F4,F4,r,r,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,G3,F4,r,r
1554.0,679.5637,449,1.6667,r,r,r,r,r,r,r,F4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,G3,r,r,r
1554.5,679.8017,449,2.0,r,B5,B5,D5,D5,F4,F4,G4,G4,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,D4,F4,r,r
1555.0,680.0398,449,2.3333,r,B5,B5,D5,D5,F4,F4,G4,G4,r,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,G3,F4,r,r
1555.5,680.2779,449,2.6667,r,r,r,r,r,r,r,G3,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,G3,r,r,r
1556.0,680.516,450,1.0,r,r,r,r,r,E-4,E-4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,E-4,r
1556.5,680.7541,450,1.3333,r,r,r,r,r,E-4,E-4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,E-4,E-4,r
1557.0,680.9922,450,1.6667,r,C6,C6,C5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,E-4,E-4,r
1557.5,681.2303,450,2.0,r,C6,C6,C5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,E-4,E-4,r
1558.0,681.4684,450,2.3333,r,C6,C6,C5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,D4,F4,F4,r
1558.5,681.7065,450,2.6667,r,C6,C6,C5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-4,G4,G4,r
1559.0,681.9446,451,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-4,G4,G4,r
1559.5,682.1827,451,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F4,G#4,G#4,r
1560.0,682.4208,451,1.6667,r,D6,D6,D5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,F4,G4,G4,r
1560.5,682.6589,451,2.0,r,D6,D6,D5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,F4,F4,r
1561.0,682.897,451,2.3333,r,D6,D6,D5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,C4,E-4,E-4,r
1561.5,683.1351,451,2.6667,r,D6,D6,D5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B3,D4,D4,r
1562.0,683.3732,452,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,E-4,C4,C4,r
1562.5,683.6113,452,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,F4,B3,B3,r
1563.0,683.8494,452,1.6667,r,E-6,E-6,E-5,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,C4,C4,r
1563.5,684.0875,452,2.0,r,G#6,G#6,G#5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,E-4,C4,C4,r
1564.0,684.3256,452,2.3333,r,G#6,G#6,G#5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,F4,D4,D4,r
1564.5,684.5637,452,2.6667,r,G6,G6,G5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C5,E-4,E-4,r
1565.0,684.8017,453,1.0,r,F6,F6,F5,F5,r,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,C5,D4,D4,r
1565.5,685.0398,453,1.3333,r,F6,F6,F5,F5,r,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,B4,G3,G3,r
1566.0,685.2779,453,1.6667,r,r,r,r,r,B4,G4,G3,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G3,G3,r
1566.5,685.516,453,2.0,r,E-6,E-6,E-5,E-5,C5,G4,C4,C4,r,r,r,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G3,C4,C4,r
1567.0,685.7541,453,2.3333,r,E-6,E-6,E-5,E-5,C5,G4,C4,C4,r,r,r,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G4,C3,C3,r
1567.5,685.9922,453,2.6667,r,r,r,r,r,C5,G4,C3,C3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,C3,C3,r
1568.0,686.2303,454,1.0,r,r,r,r,r,B-4,F4,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,D4,D4,r
1568.5,686.4684,454,1.3333,r,r,r,r,r,B-4,F4,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,B-3,B-3,r
1569.0,686.7065,454,1.6667,r,F6,F6,F5,F5,B-4,F4,r,r,r,r,r,F4,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,D4,B-3,B-3,r
1569.5,686.9446,454,2.0,r,D6,D6,B-5,B-5,D5,F4,B-3,B-3,r,r,r,F4,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,D5,F4,F4,r
1570.0,687.1827,454,2.3333,r,D6,D6,B-5,B-5,D5,F4,B-3,B-3,r,r,r,F4,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,D4,B-3,B-3,r
1570.5,687.4208,454,2.6667,r,G#6,G#6,G#5,G#5,F5,D5,B-3,B-3,r,r,r,F4,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,D4,B-3,B-3,r
1571.0,687.6589,455,1.0,r,G6,G6,G5,G5,G5,E-5,B-3,B-3,r,r,r,E-4,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,B-4,E-4,r
1571.5,687.897,455,1.3333,r,G6,G6,G5,G5,G5,E-5,B-3,B-3,r,r,r,E-4,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E-4,B-3,B-3,r
1572.0,688.1351,455,1.6667,r,D6,D6,B-5,B-4,D5,D4,F3,F2,r,r,r,B-3,B-2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,B-3,F3,F2
1572.5,688.3732,455,2.0,r,G6,G6,B-5,B-4,G5,G4,B-3,B-2,r,r,r,B-3,B-2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,D5,B-3,B-3,B-2
1573.0,688.6113,455,2.3333,r,G6,G6,B-5,B-4,G5,G4,B-3,B-2,r,r,r,B-3,B-2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,D4,F4,B-3,B-2
1573.5,688.8494,455,2.6667,r,F6,F6,B-5,B-4,F5,F4,G#3,G#2,r,r,r,B-3,B-2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,F4,G#3,G#2
1574.0,689.0875,456,1.0,r,E-6,E-6,B-5,B-4,E-5,E-4,G3,G2,r,r,r,B-3,B-2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,E-5,E-4,G3,G2
1574.5,689.3256,456,1.3333,r,E-6,E-6,B-5,B-4,E-5,E-4,G#3,G#2,r,r,r,B-3,B-2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,D5,F4,G#3,G#2
1575.0,689.5637,456,1.6667,r,E-6,G5,B-5,B-4,E-5,G4,B-3,B-2,r,r,r,B-3,B-2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,G4,B-3,B-2
1575.5,689.8017,456,2.0,r,E-6,G5,B-5,B-4,E-5,G4,B-3,B-2,r,r,r,B-3,B-2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G4,G4,B-3,B-2
