qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,E Horn 1,E Horn 2,C Horn 3,C Horn 4,E Trumpet 1,E Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
135.6667,67.8333,46,1.6667,B-5,E5,B-5,G5,G5,G5,G4,E4,r,r,r,r,r,r,r,r,r,r,r,C#6,C#6,C#5,B2,B1
136.0,68.0,46,2.0,B5,F#5,B5,F#5,B5,B5,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,B5,B5,B4,E3,r
136.3333,68.1667,46,2.3333,B5,E-5,B5,F#5,F#5,F#5,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,B5,B5,B4,E3,r
136.5,68.25,46,2.5,C#6,E-5,C#6,E5,F#5,F#5,E4,C#4,r,r,r,r,r,r,r,r,r,r,r,G5,G5,G4,G3,r
136.6667,68.3333,46,2.6667,C#6,E5,C#6,E5,C#6,C#6,E4,C#4,r,r,r,r,r,r,r,r,r,r,r,G5,G5,G4,G3,r
137.0,68.5,46,3.0,G5,C#5,G5,C#5,E5,E5,G4,E4,r,r,r,r,r,r,r,r,r,r,r,E5,E5,E4,B-3,r
137.5,68.75,46,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#6,C#6,C#5,E3,r
138.0,69.0,47,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,B1
138.3333,69.1667,47,1.3333,r,C5,C5,C5,E-5,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,B1
138.5,69.25,47,1.5,E-5,C5,C5,C5,E-5,E-5,C4,A3,r,r,r,r,r,r,r,r,r,r,r,C5,C5,C5,F#2,B1
138.6667,69.3333,47,1.6667,E-5,A4,A4,A4,C5,C5,C4,A3,r,r,r,r,r,r,r,r,r,r,r,C5,C5,C5,F#2,B1
139.0,69.5,47,2.0,E5,B4,B4,B4,E5,E5,B3,G3,r,r,r,r,r,r,r,r,r,r,r,B4,B4,B4,B2,r
139.3333,69.6667,47,2.3333,E5,G4,G4,G4,B4,B4,B3,G3,r,r,r,r,r,r,r,r,r,r,r,B4,B4,B4,B2,r
139.5,69.75,47,2.5,F#5,G4,G4,G4,B4,B4,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,E-3,r
139.6667,69.8333,47,2.6667,F#5,A4,A4,A4,F#5,F#5,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,E-3,r
140.0,70.0,47,3.0,A4,F#4,F#4,F#4,A4,A4,C4,A3,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,F#4,A3,r
140.5,70.25,47,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,E-4,E-4,F#3,r
141.0,70.5,48,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,F#4,E2,E2
141.3333,70.6667,48,1.3333,r,E-5,E-5,E-5,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,F#4,E2,E2
141.5,70.75,48,1.5,A5,E-5,E-5,E-5,A4,A4,C4,F#3,r,r,r,r,r,r,r,r,r,r,r,C4,C4,C4,B2,E2
141.6667,70.8333,48,1.6667,A5,C5,C5,C5,E-4,E-4,C4,F#3,r,r,r,r,r,r,r,r,r,r,r,C4,C4,C4,B2,E2
142.0,71.0,48,2.0,G5,E-5,E-5,E-5,G4,G4,B3,F#3,r,r,r,r,r,r,r,r,r,r,r,B3,B3,B3,A3,r
142.3333,71.1667,48,2.3333,G5,B4,B4,B4,E-4,E-4,B3,F#3,r,r,r,r,r,r,r,r,r,r,r,B3,B3,B3,A3,r
142.5,71.25,48,2.5,F#5,B4,B4,B4,E-4,E-4,A3,E-3,r,r,r,r,r,r,r,r,r,r,r,B3,B3,B3,F#3,r
142.6667,71.3333,48,2.6667,F#5,E-5,E-5,E-5,F#4,F#4,A3,E-3,r,r,r,r,r,r,r,r,r,r,r,B3,B3,B3,F#3,r
143.0,71.5,48,3.0,E5,B4,E5,E5,B3,B3,G3,E3,r,r,r,r,r,r,r,r,r,r,r,B3,B3,B3,G3,r
143.5,71.75,48,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E4,E3,r
144.0,72.0,49,1.0,r,r,r,r,r,r,E-3,E-3,r,r,r,C4,A3,r,r,r,r,r,r,F#4,F#4,F#4,E2,E1
144.3333,72.1667,49,1.3333,r,r,r,r,r,r,E-3,E-3,r,r,r,C4,A3,r,r,r,r,r,r,F#4,F#4,F#4,E-3,E1
144.5,72.25,49,1.5,r,r,r,r,r,r,E-3,E-3,r,r,r,C4,A3,r,r,r,r,r,r,C4,C4,C4,E-3,E1
144.6667,72.3333,49,1.6667,r,r,r,r,r,r,E-3,E-3,r,r,r,C4,A3,r,r,r,r,r,r,C4,C4,C4,A3,E1
145.0,72.5,49,2.0,r,r,r,r,r,r,E3,E3,r,r,r,B3,G3,r,r,r,r,r,r,B3,B3,B3,G3,E1
145.3333,72.6667,49,2.3333,r,r,r,r,r,r,E3,E3,r,r,r,B3,G3,r,r,r,r,r,r,B3,B3,B3,E3,E1
145.5,72.75,49,2.5,r,r,r,r,r,r,E3,E3,r,r,r,B3,G3,r,r,r,r,r,r,E4,E4,E4,E3,E1
145.6667,72.8333,49,2.6667,r,r,r,r,r,r,E3,E3,r,r,r,B3,G3,r,r,r,r,r,r,E4,E4,E4,B2,E1
146.0,73.0,49,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G4,E2,E1
146.5,73.25,49,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,B3,E2,E1
147.0,73.5,50,1.0,A5,C5,r,r,A4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A3,F#2,F#1
147.3333,73.6667,50,1.3333,A5,C5,r,r,A4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A3,C3,F#1
147.5,73.75,50,1.5,A5,C5,r,r,A4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E4,C3,F#1
147.6667,73.8333,50,1.6667,A5,C5,r,r,A4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E4,B3,F#1
148.0,74.0,50,2.0,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,E-4,E-4,A3,F#1
148.3333,74.1667,50,2.3333,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,E-4,E-4,E-3,F#1
148.6667,74.3333,50,2.6667,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,E-4,E-4,C3,F#1
149.0,74.5,50,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,E-4,E-4,F#2,F#1
149.5,74.75,50,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,B3,F#2,F#1
150.0,75.0,51,1.0,r,r,r,r,r,r,F#3,F#3,r,r,r,E-4,C4,r,r,r,r,r,r,A4,A4,A3,G2,G1
150.3333,75.1667,51,1.3333,r,r,r,r,r,r,F#3,F#3,r,r,r,E-4,C4,r,r,r,r,r,r,A4,A4,A3,F#3,G1
150.5,75.25,51,1.5,r,r,r,r,r,r,F#3,F#3,r,r,r,E-4,C4,r,r,r,r,r,r,E-4,E-4,E-4,F#3,G1
150.6667,75.3333,51,1.6667,r,r,r,r,r,r,F#3,F#3,r,r,r,E-4,C4,r,r,r,r,r,r,E-4,E-4,E-4,C4,G1
151.0,75.5,51,2.0,r,r,r,r,r,r,G3,G3,r,r,r,D4,B3,r,r,r,r,r,r,D4,D4,D4,B3,G1
151.3333,75.6667,51,2.3333,r,r,r,r,r,r,G3,G3,r,r,r,D4,B3,r,r,r,r,r,r,D4,D4,D4,G3,G1
151.5,75.75,51,2.5,r,r,r,r,r,r,G3,G3,r,r,r,D4,B3,r,r,r,r,r,r,G4,G4,G4,G3,G1
151.6667,75.8333,51,2.6667,r,r,r,r,r,r,G3,G3,r,r,r,D4,B3,r,r,r,r,r,r,G4,G4,G4,D3,G1
152.0,76.0,51,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,B4,G2,G1
152.5,76.25,51,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,G2,G1
153.0,76.5,52,1.0,C6,E-5,r,r,C5,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C5,C4,A2,A1
153.3333,76.6667,52,1.3333,C6,E-5,r,r,C5,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C5,C4,E-3,A1
153.5,76.75,52,1.5,C6,E-5,r,r,C5,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G4,E-3,A1
153.6667,76.8333,52,1.6667,C6,E-5,r,r,C5,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G4,D4,A1
154.0,77.0,52,2.0,F#5,E-5,r,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,F#4,C4,A1
154.3333,77.1667,52,2.3333,F#5,E-5,r,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,F#4,A3,A1
154.6667,77.3333,52,2.6667,F#5,E-5,r,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,F#4,E-3,A1
155.0,77.5,52,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,F#4,A2,A1
155.5,77.75,52,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,A2,A1
156.0,78.0,53,1.0,C#6,E5,r,r,C#5,E4,B-3,B-3,r,G4,E4,r,r,r,r,r,r,r,r,C#5,C#5,C#4,B-2,B-1
156.3333,78.1667,53,1.3333,C#6,E5,r,r,C#5,E4,B-3,B-3,r,G4,E4,r,r,r,r,r,r,r,r,C#5,C#5,C#4,E3,B-1
156.5,78.25,53,1.5,C#6,E5,r,r,C#5,E4,B-3,B-3,r,G4,E4,r,r,r,r,r,r,r,r,G4,G4,G4,E3,B-1
156.6667,78.3333,53,1.6667,C#6,E5,r,r,C#5,E4,B-3,B-3,r,G4,E4,r,r,r,r,r,r,r,r,G4,G4,G4,D4,B-1
157.0,78.5,53,2.0,F#5,E5,F#4,F#4,F#4,E4,C#4,A2,r,F#4,E4,r,r,r,r,r,r,r,r,F#4,F#4,F#4,C#4,B-1
157.3333,78.6667,53,2.3333,F#5,E5,F#4,F#4,F#4,E4,C#4,A2,r,F#4,E4,r,r,r,r,r,r,r,r,F#4,F#4,F#4,B-3,B-1
157.5,78.75,53,2.5,F#5,E5,B-4,B-4,F#4,E4,C#4,A2,r,F#4,E4,r,r,r,r,r,r,r,r,F#4,B-4,B-3,B-3,B-1
157.6667,78.8333,53,2.6667,F#5,E5,B-4,B-4,F#4,E4,C#4,A2,r,F#4,E4,r,r,r,r,r,r,r,r,F#4,B-4,B-3,F#3,B-1
158.0,79.0,53,3.0,r,r,C#5,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C#5,C#4,E3,B-1
158.3333,79.1667,53,3.3333,r,r,C#5,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C#5,C#4,C#3,B-1
158.5,79.25,53,3.5,r,r,F#5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,F#4,C#3,B-1
158.6667,79.3333,53,3.6667,r,r,F#5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,F#4,B-2,B-1
159.0,79.5,54,1.0,E6,G5,r,r,E5,G4,B3,B2,r,B4,G4,r,r,r,r,r,r,r,r,E5,E5,E4,B2,B1
159.3333,79.6667,54,1.3333,E6,G5,r,r,E5,G4,B3,B2,r,B4,G4,r,r,r,r,r,r,r,r,E5,E5,E4,G3,B1
159.5,79.75,54,1.5,E6,G5,r,r,E5,G4,B3,B2,r,B4,G4,r,r,r,r,r,r,r,r,B4,B4,B4,G3,B1
159.6667,79.8333,54,1.6667,E6,G5,r,r,E5,G4,B3,B2,r,B4,G4,r,r,r,r,r,r,r,r,B4,B4,B4,F#4,B1
160.0,80.0,54,2.0,A5,G5,A4,A4,A4,G4,E4,C#3,r,A4,G4,r,r,r,r,r,r,r,r,A4,A4,A4,E4,C#2
160.3333,80.1667,54,2.3333,A5,G5,A4,A4,A4,G4,E4,C#3,r,A4,G4,r,r,r,r,r,r,r,r,A4,A4,A4,C#4,C#2
160.5,80.25,54,2.5,A5,G5,C#5,C#5,A4,G4,E4,C#3,r,A4,G4,r,r,r,r,r,r,r,r,A4,C#5,C#4,C#4,C#2
160.6667,80.3333,54,2.6667,A5,G5,C#5,C#5,A4,G4,E4,C#3,r,A4,G4,r,r,r,r,r,r,r,r,A4,C#5,C#4,A3,C#2
161.0,80.5,54,3.0,r,r,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E5,E4,G3,C#2
161.3333,80.6667,54,3.3333,r,r,E5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E5,E4,E3,C#2
161.5,80.75,54,3.5,r,r,G5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G5,E4,E3,C#2
161.6667,80.8333,54,3.6667,r,r,G5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G5,E4,C#3,C#2
162.0,81.0,55,1.0,F#6,A5,r,r,F#5,A4,A3,D3,r,C5,A4,r,r,r,r,r,r,r,r,F#5,F#5,A4,D3,D2
162.3333,81.1667,55,1.3333,F#6,A5,r,r,F#5,A4,A3,D3,r,C5,A4,r,r,r,r,r,r,r,r,F#5,F#5,A4,A3,D2
162.5,81.25,55,1.5,F#6,A5,r,r,F#5,A4,A3,D3,r,C5,A4,r,r,r,r,r,r,r,r,C5,C5,A4,A3,D2
162.6667,81.3333,55,1.6667,F#6,A5,r,r,F#5,A4,A3,D3,r,C5,A4,r,r,r,r,r,r,r,r,C5,C5,A4,G4,D2
163.0,81.5,55,2.0,B5,A5,B4,B4,B4,A4,F#4,E-3,r,B4,A4,r,r,r,r,r,r,r,r,B4,B4,A4,F#4,E-2
163.3333,81.6667,55,2.3333,B5,A5,B4,B4,B4,A4,F#4,E-3,r,B4,A4,r,r,r,r,r,r,r,r,B4,B4,A4,E-4,E-2
163.5,81.75,55,2.5,B5,A5,E-5,E-5,B4,A4,F#4,E-3,r,B4,A4,r,r,r,r,r,r,r,r,E-5,E-5,A4,E-4,E-2
163.6667,81.8333,55,2.6667,B5,A5,E-5,E-5,B4,A4,F#4,E-3,r,B4,A4,r,r,r,r,r,r,r,r,E-5,E-5,A4,B3,E-2
164.0,82.0,55,3.0,r,r,F#5,E-5,r,r,E-4,B2,r,A4,F#4,r,r,r,r,r,r,r,r,F#5,E-5,A4,A3,B1
164.3333,82.1667,55,3.3333,r,r,F#5,E-5,r,r,E-4,B2,r,A4,F#4,r,r,r,r,r,r,r,r,F#5,E-5,A4,F#3,B1
164.5,82.25,55,3.5,A6,F#6,A5,F#5,F#5,A4,E-4,B2,r,A4,F#4,r,r,r,r,r,r,r,r,A5,F#5,F#4,F#3,B1
164.6667,82.3333,55,3.6667,A6,F#6,A5,F#5,F#5,A4,E-4,B2,r,A4,F#4,r,r,r,r,r,r,r,r,A5,F#5,F#4,E-3,B1
165.0,82.5,56,1.0,G6,E6,G5,E5,E5,G4,B3,E3,r,G4,E4,r,r,r,r,r,r,r,r,G5,E5,G4,E3,E2
165.5,82.75,56,1.5,G6,E6,G5,E5,E5,G4,B3,E3,r,G4,E4,r,r,r,r,r,r,r,r,E5,B4,G4,G2,E2
166.0,83.0,56,2.0,F#6,E-6,F#5,E-5,E-5,F#4,B3,B2,r,F#4,B3,r,r,r,r,r,r,r,r,B5,E-5,F#4,B2,B1
166.5,83.25,56,2.5,F#6,E-6,F#5,E-5,E-5,F#4,B3,B2,r,F#4,B3,r,r,r,r,r,r,r,r,E-5,B4,F#4,F#3,B1
167.75,83.875,56,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G6,G5,B4,E3,r
168.0,84.0,57,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#6,F#5,A4,C4,r
168.75,84.375,57,1.75,C6,A5,C6,A5,C5,A4,E3,E2,E1,r,r,r,r,r,r,r,r,r,r,F#6,F#5,C5,A4,E1
169.0,84.5,57,2.0,B5,G5,B5,G5,B4,G4,G3,G2,G1,r,r,r,r,r,r,r,r,r,r,F#6,F#5,B4,G4,G1
169.75,84.875,57,2.75,A5,F#5,A5,F#5,A4,F#4,C3,C3,C2,r,r,r,r,r,r,r,r,r,r,E-6,E-5,A4,F#4,C2
170.0,85.0,57,3.0,G5,E5,G5,E5,G4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,E5,G4,E4,r
170.75,85.375,57,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,D5,F#4,A3,r
171.0,85.5,58,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,A4,F#4,r
171.75,85.875,58,1.75,G5,E5,G5,E5,G5,E5,F#3,F#2,F#1,r,r,r,r,r,r,r,r,r,r,C6,C5,G4,E4,F#1
172.0,86.0,58,2.0,F#5,D5,F#5,D5,F#5,D5,A3,A2,A1,r,r,r,r,r,r,r,r,r,r,C6,C5,F#4,D4,A1
172.75,86.375,58,2.75,E5,C5,E5,C5,E5,C5,E-3,E-3,E-2,r,r,r,r,r,r,r,r,r,r,A5,A4,E4,C4,E-2
173.0,86.5,58,3.0,F#5,B4,F#5,B4,F#5,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,F#4,B3,r
173.75,86.875,58,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B6,B5,B4,G3,r
174.0,87.0,59,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A6,A5,E-5,F#4,r
174.75,87.375,59,1.75,E6,C6,C6,C5,E5,C5,G3,G2,G1,r,r,r,r,r,r,r,r,r,r,A6,A5,E5,C5,G1
175.0,87.5,59,2.0,E-6,B5,B5,E-5,D5,B4,B3,B2,B1,r,r,r,r,r,r,r,r,r,r,A6,A5,E-5,B4,B1
175.75,87.875,59,2.75,C6,A5,A5,F#5,C5,A4,E3,E3,E2,r,r,r,r,r,r,r,r,r,r,F#6,F#5,C5,A4,E2
176.0,88.0,59,3.0,B5,G5,G5,E5,B4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,G6,G5,B4,G4,r
176.75,88.375,59,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#6,F#5,D5,G3,r
177.0,88.5,60,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,E5,C5,A3,r
177.75,88.875,60,1.75,B5,G5,B5,G5,B4,G4,A3,A2,A1,r,r,r,r,r,r,r,r,r,r,E6,E5,B4,G4,A1
178.0,89.0,60,2.0,A5,F#5,A5,F#5,A4,F#4,C4,C3,C2,r,r,r,r,r,r,r,r,r,r,E6,E5,A4,F#4,C2
178.75,89.375,60,2.75,G5,E5,G5,E5,G4,E4,F#3,F#3,F#2,r,r,r,r,r,r,r,r,r,r,C6,C5,G4,E4,F#2
179.0,89.5,60,3.0,A5,E-5,A5,E-5,A4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,A4,E-4,r
179.75,89.875,60,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#6,F#5,C5,A3,r
180.0,90.0,61,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,E5,C#5,B-3,r
180.75,90.375,61,1.75,B5,G5,B5,G5,B4,G4,B-3,B-2,B-1,r,r,r,r,r,r,r,r,r,r,E6,E5,B4,G4,B-1
181.0,90.5,61,2.0,B-5,F#5,B-5,F#5,B-4,G4,C#4,C#3,C#2,r,r,r,r,r,r,r,r,r,r,E6,E5,B-4,F#4,C#2
181.75,90.875,61,2.75,G#5,E5,G#5,E5,G#4,E4,F#3,F#3,F#2,r,r,r,r,r,r,r,r,r,r,C#6,C#5,G#4,E4,F#2
182.0,91.0,61,3.0,B-5,F#5,B-5,F#5,B-4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-4,B-4,F#4,r
182.75,91.375,61,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#7,C#6,C#5,r,r
183.0,91.5,62,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B6,B5,B4,r,r
183.75,91.875,62,1.75,G6,B5,G5,E5,G5,B4,G4,B3,B1,r,r,r,r,r,r,r,r,r,r,B6,B5,B4,B2,B1
184.0,92.0,62,2.0,F#6,A5,F#5,E-5,F#5,A4,F#4,A3,E2,r,r,r,r,r,r,r,r,r,r,B6,B5,B4,E3,E2
184.75,92.375,62,2.75,E6,G5,E5,E5,E5,G4,E4,G3,E2,r,r,r,r,r,r,r,r,r,r,G6,G5,G4,E3,E2
185.0,92.5,62,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,E5,E4,r,r
185.75,92.875,62,3.75,C6,E5,C6,E5,C5,E4,E4,C4,E2,r,r,r,r,r,r,r,r,r,r,E6,E5,E4,E3,E2
186.0,93.0,63,1.0,B5,G#5,B5,D5,B4,G#4,D4,B3,A2,r,r,r,r,r,r,r,r,r,r,E6,E5,E4,A3,A2
186.75,93.375,63,1.75,A5,A5,A5,C5,A4,A4,C4,A3,A2,r,r,r,r,r,r,r,r,r,r,C6,C5,C4,A3,A2
187.0,93.5,63,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,A3,r,r
187.75,93.875,63,2.75,F#5,A4,F#5,A4,A4,F#4,F#4,A3,F#1,r,r,r,r,r,r,r,r,r,r,A5,A4,A3,F#2,F#1
188.0,94.0,63,3.0,E5,C5,E5,C5,C5,E4,E4,C4,B1,r,r,r,r,r,r,r,r,r,r,A5,A4,A3,B2,B1
188.75,94.375,63,3.75,E-5,A4,E-5,A4,A4,E-4,E-4,A3,B1,r,r,r,r,r,r,r,r,r,r,F#5,F#4,F#3,B2,B1
189.0,94.5,64,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,E-3,r,r
189.75,94.875,64,1.75,r,r,C5,A4,C5,A4,C4,A3,B1,r,r,r,r,r,r,r,r,r,r,E-5,E-4,C4,B2,B1
190.0,95.0,64,2.0,r,r,B4,G4,B4,G4,B3,G3,E2,r,r,r,r,r,r,r,r,r,r,E-5,E-4,B3,E3,E2
190.75,95.375,64,2.75,r,r,A4,F#4,A4,F#4,A3,F#3,E2,r,r,r,r,r,r,r,r,r,r,E-5,E-4,A3,E3,E2
191.0,95.5,64,3.0,r,r,G4,E4,G4,E4,G3,E3,r,r,r,r,r,r,r,r,r,r,r,E5,E4,G3,r,r
191.75,95.875,64,3.75,r,r,G4,E4,G4,E4,G3,E3,r,r,r,r,r,r,r,r,r,r,r,E5,E4,G3,B2,B1
192.0,96.0,65,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E2,E1
192.25,96.125,65,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,r,E2,E1
192.5,96.25,65,1.5,B5,B5,r,r,B5,G5,B3,G3,r,r,r,r,r,r,r,r,r,r,r,E4,E4,r,B2,E1
192.75,96.375,65,1.75,B5,B5,r,r,B5,G5,B3,G3,r,r,r,r,r,r,r,r,r,r,r,G4,G4,r,B2,E1
193.0,96.5,65,2.0,B5,B5,r,r,B-5,G5,B-3,G3,r,r,r,r,r,r,r,r,r,r,r,B4,B4,C#3,C#3,E1
193.25,96.625,65,2.25,B5,B5,r,r,B-5,G5,B-3,G3,r,r,r,r,r,r,r,r,r,r,r,B-4,B-4,C#3,C#3,E1
193.5,96.75,65,2.5,B5,B5,r,r,A5,F#5,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,B4,B4,E-3,E-3,E1
193.75,96.875,65,2.75,B5,B5,r,r,A5,F#5,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,A4,A4,E-3,E-3,E1
194.0,97.0,65,3.0,B5,B5,r,r,G5,E5,G3,E3,r,r,r,r,r,r,r,r,r,r,r,B4,B4,E3,E3,E1
194.25,97.125,65,3.25,B5,B5,r,r,G5,E5,G3,E3,r,r,r,r,r,r,r,r,r,r,r,G4,G4,E3,E3,E1
194.5,97.25,65,3.5,B5,B5,r,r,F#5,D5,F#4,D4,r,r,r,r,r,r,r,r,r,r,r,B4,B4,G3,G3,E1
194.75,97.375,65,3.75,B5,B5,r,r,F#5,D5,F#4,D4,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,E1
195.0,97.5,66,1.0,B5,B5,r,r,E5,C5,E4,C4,r,r,r,r,r,r,r,r,r,r,r,B4,B4,C4,F2,F#1
195.25,97.625,66,1.25,B5,B5,r,r,E5,C5,E4,C4,r,r,r,r,r,r,r,r,r,r,r,E4,E4,C4,F2,F#1
195.5,97.75,66,1.5,A5,A5,r,r,E-5,C5,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,A4,A4,C4,F2,F#1
195.75,97.875,66,1.75,A5,A5,r,r,E-5,C5,E-4,C4,r,r,r,r,r,r,r,r,r,r,r,E-4,E-4,C4,F2,F#1
196.0,98.0,66,2.0,A5,A5,r,r,E-5,C5,E-4,F#3,r,r,r,C4,C3,r,r,r,r,r,r,C5,C5,A3,F#3,F#2
196.25,98.125,66,2.25,A5,A5,r,r,E-5,C5,E-4,F#3,r,r,r,C4,C3,r,r,r,r,r,r,A4,C5,A3,F#3,F#2
196.5,98.25,66,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,r,r
196.75,98.375,66,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D5,D4,r,r
197.0,98.5,66,3.0,A5,A5,r,r,E-5,C5,E-4,F#3,r,r,r,C4,C3,r,r,r,r,r,r,r,E-5,E-4,r,r
197.25,98.625,66,3.25,A5,A5,r,r,E-5,C5,E-4,F#3,r,r,r,C4,C3,r,r,r,r,r,r,r,C5,C4,r,r
197.5,98.75,66,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A3,r,r
197.75,98.875,66,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#3,r,r
198.0,99.0,67,1.0,r,r,r,r,D5,G4,D4,G3,r,r,r,G3,G2,r,r,r,r,r,r,r,D4,G3,G2,G1
198.25,99.125,67,1.25,r,r,r,r,D5,G4,D4,G3,r,r,r,G3,G2,r,r,r,r,r,r,D4,D4,G3,G2,G1
198.5,99.25,67,1.5,D6,B5,D6,D5,D5,B4,D4,B3,r,r,r,r,r,r,r,r,r,r,r,G4,G4,D3,D3,G1
