qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,Violin 1,Violin 2,Viola,Violoncello,Contrabass
74.8333,38.7069,51,1.5556,G6,r,G5,r,B-4,G4,D4,G3,G4,r,B-4,G4,E-3,E-3,E-2
75.0,38.7931,51,1.6667,G6,r,G5,r,B-4,G4,D4,G3,G4,r,r,r,D3,F3,F2
75.1667,38.8793,51,1.7778,G6,r,G5,r,B-4,G4,D4,G3,G4,r,G#4,D4,D3,F3,F2
75.25,38.9224,51,1.8333,F6,r,F5,r,G#4,F4,C4,G#3,F4,r,G#4,D4,G#3,F3,F2
75.3333,38.9655,51,1.8889,F6,r,F5,r,G#4,F4,C4,G#3,F4,r,G#4,D4,G#3,F3,F2
75.5,39.0517,52,1.0,C6,r,C5,r,F#4,E-4,C4,G#3,C4,r,r,r,C3,G3,G#2
75.6,39.1034,52,1.0667,D6,r,D5,r,F#4,E-4,C4,G#3,D4,r,r,r,C3,G3,G#2
75.6667,39.1379,52,1.1111,D6,r,D5,r,F#4,E-4,C4,G#3,D4,r,C5,E-4,C3,G3,G#2
75.7,39.1552,52,1.1333,C6,r,C5,r,F#4,E-4,C4,G#3,C4,r,C5,E-4,C3,G3,G#2
75.75,39.181,52,1.1667,C6,r,C5,r,F#4,E-4,C4,G#3,C4,r,C5,E-4,E-3,G3,G#2
75.8,39.2069,52,1.2,B5,r,B4,r,F#4,E-4,C4,G#3,B3,r,C5,E-4,E-3,G3,G#2
75.8333,39.2241,52,1.2222,B5,r,B4,r,F#4,E-4,C4,G#3,B3,r,C5,E-4,E-3,G3,G#2
75.9,39.2586,52,1.2667,C6,r,C5,r,F#4,E-4,C4,G#3,C4,r,r,r,E-3,G3,G#2
76.0,39.3103,52,1.3333,E-6,r,E-5,r,G4,E-4,C4,G3,E-4,r,r,r,G3,G3,G2
76.5,39.569,52,1.6667,D6,r,D5,r,G4,D4,B3,G3,D4,r,r,r,G3,G2,G1
76.6667,39.6552,52,1.7778,D6,r,D5,r,G4,D4,B3,G3,D4,r,F4,D4,G3,G2,G1
76.8333,39.7414,52,1.8889,D6,r,D5,r,G4,D4,B3,G3,D4,r,F4,D4,G3,G2,G1
77.0,39.8276,53,1.0,C6,r,C5,r,G4,E-4,C4,C3,C4,r,E-4,C4,G3,C3,C2
77.5,40.0862,53,1.3333,B5,E-5,G#5,G#4,B4,G#4,B3,G#3,E-4,E-3,E-4,B3,E-3,G#3,G#2
78.5,40.6034,54,1.0,B5,E-5,G#5,G#4,B4,G#4,B3,G#3,E-4,E-3,r,r,r,r,r
79.5,41.1207,55,1.6667,B5,E-5,G#5,G#4,B4,E-4,G#4,r,E-4,E-3,r,r,r,r,r
79.75,41.25,55,1.8333,B5,E-5,G#5,G#4,B4,E-4,G#4,r,E-4,E-3,r,r,r,G#4,r
80.0,41.3793,56,1.0,C6,G#5,G#5,G#4,C5,G#4,E-4,r,E-4,E-3,r,r,r,G#4,r
80.25,41.5086,56,1.1667,C6,G#5,G#5,G#4,C5,G#4,E-4,r,E-4,E-3,r,r,r,E-4,r
80.5,41.6379,56,1.3333,C6,G#5,G#5,G#4,C5,G#4,E-4,r,E-4,E-3,r,r,r,r,r
80.75,41.7672,56,1.5,C6,G#5,G#5,G#4,C5,G#4,E-4,r,E-4,E-3,r,r,r,E-4,r
81.0,41.8966,56,1.6667,B5,E-5,G#5,G#4,B4,E-4,G#3,r,E-4,E-3,r,r,r,r,r
81.25,42.0259,56,1.8333,B5,E-5,G#5,G#4,B4,E-4,G#3,r,E-4,E-3,r,r,r,G#3,r
81.5,42.1552,57,1.0,C6,G#5,G#5,G#4,C5,G#4,E-3,r,E-4,E-3,r,r,r,G#3,r
81.75,42.2845,57,1.1667,C6,G#5,G#5,G#4,C5,G#4,E-3,r,E-4,E-3,r,r,r,E-3,r
82.0,42.4138,57,1.3333,C6,G#5,G#5,G#4,C5,G#4,E-3,r,E-4,E-3,r,r,r,r,r
82.25,42.5431,57,1.5,C6,G#5,G#5,G#4,C5,G#4,E-3,r,E-4,E-3,r,r,r,E-3,r
82.5,42.6724,57,1.6667,C#6,G#5,C#5,G#4,C#5,G#4,E3,r,r,r,r,r,r,r,r
82.75,42.8017,57,1.8333,C#6,G#5,C#5,G#4,C#5,G#4,E3,r,r,r,r,r,r,E3,r
83.0,42.931,58,1.0,B-5,E5,C#5,G#4,B-5,E4,C#3,r,r,r,r,r,r,E3,r
83.25,43.0603,58,1.1667,B-5,E5,C#5,G#4,B-5,E4,C#3,r,r,r,r,r,r,C#2,r
83.5,43.1897,58,1.3333,B-5,E5,C#5,G#4,B-5,E4,C#3,r,r,r,r,r,r,r,r
83.75,43.319,58,1.5,B-5,E5,C#5,G#4,B-5,E4,C#3,r,r,r,r,r,r,C#2,r
84.0,43.4483,58,1.6667,G#5,F5,B-4,G#4,G#5,F4,D3,r,r,r,r,r,r,r,r
84.25,43.5776,58,1.8333,G#5,F5,B-4,G#4,G#5,F4,D3,r,r,r,r,r,r,D2,r
84.5,43.7069,59,1.0,C#5,B-4,C#5,G4,C#5,G4,E-3,r,r,r,r,r,r,D2,r
84.75,43.8362,59,1.1667,C#5,B-4,C#5,G4,C#5,G4,E-3,r,r,r,r,r,r,E-2,r
85.0,43.9655,59,1.3333,C#5,B-4,C#5,G4,C#5,G4,E-3,r,r,r,r,r,r,r,r
85.25,44.0948,59,1.5,C#5,B-4,C#5,G4,C#5,G4,E-3,r,r,r,r,r,r,E-2,r
85.5,44.2241,59,1.6667,B-4,G#4,r,r,E5,G#4,E4,C#3,r,r,r,r,r,r,r
85.75,44.3534,59,1.8333,B-4,G#4,r,r,E5,G#4,E4,C#3,r,r,r,r,r,C#2,r
86.0,44.4828,60,1.0,B-4,G#4,r,r,B-4,G#4,E4,C#3,r,r,r,r,r,C#2,r
86.25,44.6121,60,1.1667,B-4,G#4,r,r,B-4,G#4,E4,C#3,r,r,r,r,r,C#3,r
86.5,44.7414,60,1.3333,B-4,G4,r,r,B-4,G4,E-4,C#3,r,r,r,r,r,r,r
86.75,44.8707,60,1.5,B-4,G4,r,r,B-4,G4,E-4,C#3,r,r,r,r,r,C#3,r
87.0,45.0,60,1.6667,B-4,G#4,r,r,E5,G#4,E4,C#4,r,r,r,r,r,r,r
87.25,45.1293,60,1.8333,B-4,G#4,r,r,E5,G#4,E4,C#4,r,r,r,r,r,C#3,r
87.5,45.2586,61,1.0,B-4,G#4,r,r,B-4,G#4,E4,C#4,r,r,r,r,r,C#3,r
87.75,45.3879,61,1.1667,B-4,G#4,r,r,B-4,G#4,E4,C#4,r,r,r,r,r,C#4,r
88.0,45.5172,61,1.3333,B-4,G4,r,r,B-4,G4,E-4,C#4,r,r,r,r,r,r,r
88.25,45.6466,61,1.5,B-4,G4,r,r,B-4,G4,E-4,C#4,r,r,r,r,r,C#4,r
88.5,45.7759,61,1.6667,r,r,r,r,G#4,G#4,E-4,B3,r,r,r,r,r,r,r
88.75,45.9052,61,1.8333,r,r,r,r,G#4,G#4,E-4,B3,r,r,r,r,r,B3,r
89.0,46.0345,62,1.0,r,r,r,r,E-5,G#4,B3,E3,r,r,r,r,r,B3,r
89.25,46.1638,62,1.1667,r,r,r,r,E-5,G#4,B3,E3,r,r,r,r,r,E3,r
89.5,46.2931,62,1.3333,r,r,r,r,E-5,G#4,B3,E3,r,r,r,r,r,r,r
89.75,46.4224,62,1.5,r,r,r,r,E-5,G#4,B3,E3,r,r,r,r,r,E3,r
90.0,46.5517,62,1.6667,r,r,r,r,C#5,G#4,E4,B-2,r,r,r,r,r,r,r
90.25,46.681,62,1.8333,r,r,r,r,C#5,G#4,E4,B-2,r,r,r,r,r,B-2,r
90.5,46.8103,63,1.0,r,r,r,r,B-4,G4,E-4,E-3,r,r,r,r,r,B-2,r
90.75,46.9397,63,1.1667,r,r,r,r,B-4,G4,E-4,E-3,r,r,r,r,r,E-3,r
91.0,47.069,63,1.3333,r,r,r,r,B-4,G4,E-4,E-3,r,r,r,r,r,r,r
91.25,47.1983,63,1.5,r,r,r,r,B-4,G4,E-4,E-3,r,r,r,r,r,E-3,r
91.5,47.3276,63,1.6667,B5,E-5,G#5,G#4,B4,E-4,B3,E-3,E-4,E-3,r,r,r,r,r
91.75,47.4569,63,1.8333,B5,E-5,G#5,G#4,B4,E-4,B3,E-3,E-4,E-3,G#5,r,r,r,r
92.0,47.5862,64,1.0,C6,G#5,G#5,G#4,C5,G#4,C4,G#3,E-4,E-3,G#5,r,r,r,r
92.25,47.7155,64,1.1667,C6,G#5,G#5,G#4,C5,G#4,C4,G#3,E-4,E-3,E-5,r,r,r,r
92.5,47.8448,64,1.3333,C6,G#5,G#5,G#4,C5,G#4,C4,G#3,E-4,E-3,C5,r,r,r,r
92.75,47.9741,64,1.5,C6,G#5,G#5,G#4,C5,G#4,C4,G#3,E-4,E-3,G#4,r,r,r,r
93.0,48.1034,64,1.6667,B5,G#5,G#5,G#4,B4,G#4,B3,G#3,E-4,E-3,r,r,r,r,r
93.25,48.2328,64,1.8333,B5,G#5,G#5,G#4,B4,G#4,B3,G#3,E-4,E-3,r,r,r,E-2,r
93.5,48.3621,65,1.0,C6,E-5,G#5,G#4,C5,E-4,C4,E-3,E-4,E-3,r,r,r,E-2,r
93.75,48.4914,65,1.1667,C6,E-5,G#5,G#4,C5,E-4,C4,E-3,E-4,E-3,r,r,r,G#2,r
94.0,48.6207,65,1.3333,C6,E-5,G#5,G#4,C5,E-4,C4,E-3,E-4,E-3,r,r,r,C3,r
94.25,48.75,65,1.5,C6,E-5,G#5,G#4,C5,E-4,C4,E-3,E-4,E-3,r,r,r,E-3,r
94.5,48.8793,65,1.6667,C#6,G#5,G#5,G#4,C#5,G#4,C#4,E3,r,r,r,r,r,r,r
94.75,49.0086,65,1.8333,C#6,G#5,G#5,G#4,C#5,G#4,C#4,E3,r,r,G#5,r,E4,r,r
95.0,49.1379,66,1.0,E6,B-5,E5,G#4,B-5,G#4,B-3,C#3,r,r,G#5,r,E4,r,r
95.25,49.2672,66,1.1667,E6,B-5,E5,G#4,B-5,G#4,B-3,C#3,r,r,E5,r,C#4,r,r
95.5,49.3966,66,1.3333,E6,B-5,E5,G#4,B-5,G#4,B-3,C#3,r,r,C#5,r,B-3,r,r
95.75,49.5259,66,1.5,E6,B-5,E5,G#4,B-5,G#4,B-3,C#3,r,r,G#4,r,E3,r,r
96.0,49.6552,66,1.6667,F6,B-5,F5,G#4,G#5,F4,G#4,D3,r,r,r,r,r,r,r
96.25,49.7845,66,1.8333,F6,B-5,F5,G#4,G#5,F4,G#4,D3,r,r,r,r,F3,D2,r
96.5,49.9138,67,1.0,C#6,B-5,B-4,G4,C#5,G4,C#4,E-3,r,r,r,r,F3,D2,r
96.75,50.0431,67,1.1667,C#6,B-5,B-4,G4,C#5,G4,C#4,E-3,r,r,r,r,E-3,E-2,r
97.0,50.1724,67,1.3333,C#6,B-5,B-4,G4,C#5,G4,C#4,E-3,r,r,r,r,G3,B-2,r
97.25,50.3017,67,1.5,C#6,B-5,B-4,G4,C#5,G4,C#4,E-3,r,r,r,r,B-3,E-3,r
97.5,50.431,67,1.6667,E6,G#5,r,r,E5,G#4,E4,C#4,r,r,r,r,r,r,r
97.75,50.5603,67,1.8333,E6,G#5,r,r,E5,G#4,E4,C#4,r,r,r,r,r,C#3,r
98.0,50.6897,68,1.0,B-5,G#5,r,r,B-4,G#4,E4,C#4,r,r,r,r,r,C#3,r
98.25,50.819,68,1.1667,B-5,G#5,r,r,B-4,G#4,E4,C#4,r,r,r,r,r,E3,r
98.5,50.9483,68,1.3333,B-5,G5,r,r,B-4,G4,E-4,C#4,r,r,r,r,r,B-3,r
98.75,51.0776,68,1.5,B-5,G5,r,r,B-4,G4,E-4,C#4,r,r,r,r,r,C#4,r
99.0,51.2069,68,1.6667,E6,G#5,r,r,E5,G#4,E4,C#3,r,r,r,r,r,r,r
99.25,51.3362,68,1.8333,E6,G#5,r,r,E5,G#4,E4,C#3,r,r,r,r,r,C#2,r
99.5,51.4655,69,1.0,B-5,G#5,r,r,B-4,G#4,E4,C#3,r,r,r,r,r,C#2,r
99.75,51.5948,69,1.1667,B-5,G#5,r,r,B-4,G#4,E4,C#3,r,r,r,r,r,E2,r
100.0,51.7241,69,1.3333,B-5,G5,r,r,B-4,G4,E-4,C#3,r,r,r,r,r,B-2,r
100.25,51.8534,69,1.5,B-5,G5,r,r,B-4,G4,E-4,C#3,r,r,r,r,r,C#3,r
100.5,51.9828,69,1.6667,G#5,E-5,r,r,G#4,E-4,G#3,B2,r,r,r,r,r,r,r
100.75,52.1121,69,1.8333,G#5,E-5,r,r,G#4,E-4,G#3,B2,r,r,r,r,r,B2,r
101.0,52.2414,70,1.0,E-6,G#5,r,r,E-5,G#4,G#3,E3,r,r,r,r,r,B2,r
101.25,52.3707,70,1.1667,E-6,G#5,r,r,E-5,G#4,G#3,E3,r,r,r,r,r,E3,r
101.5,52.5,70,1.3333,E-6,G#5,r,r,E-5,G#4,B3,E3,r,r,r,r,r,G#3,r
101.75,52.6293,70,1.5,E-6,G#5,r,r,E-5,G#4,B3,E3,r,r,r,r,r,B3,r
102.0,52.7586,70,1.6667,C#6,G#5,r,r,C#5,G#4,E4,B-2,r,r,r,r,r,r,r
102.25,52.8879,70,1.8333,C#6,G#5,r,r,C#5,G#4,E4,B-2,r,r,r,r,r,B-2,r
102.5,53.0172,71,1.0,B-5,G5,r,r,B-4,G4,E-4,E-3,r,r,r,r,r,B-2,r
102.75,53.1466,71,1.1667,B-5,G5,r,r,B-4,G4,E-4,E-3,r,r,r,r,r,E-3,r
103.0,53.2759,71,1.3333,B-5,G5,r,r,B-4,G4,E-4,E-3,r,r,r,r,r,G3,r
103.25,53.4052,71,1.5,B-5,G5,r,r,B-4,G4,E-4,E-3,r,r,r,r,r,B-3,r
103.5,53.5345,71,1.6667,r,r,r,r,r,r,r,r,r,r,G#4,G#4,E-4,B3,r
104.0,53.7931,72,1.0,r,r,r,r,r,r,r,r,r,r,E-5,G#4,B3,E3,r
104.5,54.0517,72,1.3333,r,r,r,r,r,r,r,r,r,r,E-5,G4,B3,E3,r
105.0,54.3103,72,1.6667,r,r,r,r,r,r,r,r,r,r,C#5,G#4,B3,F3,r
105.5,54.569,73,1.0,r,r,r,r,r,r,r,r,r,r,B-4,G#4,F#3,F#3,r
106.0,54.8276,73,1.3333,r,r,r,r,r,r,r,r,r,r,B-4,F4,C#4,F#3,r
106.5,55.0862,73,1.6667,r,r,r,r,r,r,r,r,r,r,B4,F#4,B3,E-3,r
107.0,55.3448,74,1.0,r,r,r,r,r,r,r,r,r,r,F#5,B4,B3,G#2,r
107.5,55.6034,74,1.3333,r,r,r,r,r,r,r,r,r,r,F#5,B-4,B-3,G#2,r
108.0,55.8621,74,1.6667,r,r,r,r,r,r,r,r,r,r,E5,B4,B3,G2,r
108.5,56.1207,75,1.0,r,r,r,r,r,r,r,r,r,r,D5,B4,B3,F#2,r
109.0,56.3793,75,1.3333,r,r,r,r,r,r,r,r,r,r,D5,B-4,B-3,F#2,r
109.5,56.6379,75,1.6667,r,r,r,r,r,r,r,r,r,r,E-5,B4,B3,B2,B1
110.0,56.8966,76,1.0,r,r,r,r,r,r,r,r,r,r,B-5,F#5,B-4,E2,E1
110.5,57.1552,76,1.3333,r,r,r,r,r,r,r,r,r,r,G#5,E5,G#4,E2,E1
111.0,57.4138,76,1.6667,r,r,r,r,r,r,r,r,r,r,F#5,E-5,F#4,F#2,F#1
111.5,57.6724,77,1.0,r,r,r,r,r,r,r,r,r,r,F5,D5,F4,G#2,G#1
112.0,57.931,77,1.3333,r,r,r,r,r,r,r,r,r,r,E5,C#5,E4,B-2,B-1
112.5,58.1897,77,1.6667,r,r,r,r,r,r,r,r,r,r,E-5,B4,E-4,B2,B1
113.0,58.4483,78,1.0,r,r,r,r,r,r,r,r,r,r,D5,G#4,D4,F2,F1
113.5,58.7069,78,1.3333,r,r,r,r,r,r,r,r,r,r,B4,G#4,D4,F2,F1
114.0,58.9655,78,1.6667,r,r,r,r,r,r,r,r,r,r,G#4,B3,D4,E2,E1
114.5,59.2241,79,1.0,r,r,r,r,r,r,r,r,r,r,B4,G#4,E-4,E-2,E-2
116.0,60.0,80,1.0,r,r,r,r,r,r,r,r,r,r,B4,G#4,E-4,r,r
116.5,60.2586,80,1.3333,r,r,r,r,r,r,r,r,r,r,B-4,G4,E-4,r,r
117.0,60.5172,80,1.6667,B5,E-5,G#5,G#4,B4,E-4,B3,E-3,E-4,E-3,r,r,r,r,r
117.25,60.6466,80,1.8333,B5,E-5,G#5,G#4,B4,E-4,B3,E-3,E-4,E-3,G#5,r,G#4,r,r
117.5,60.7759,81,1.0,C6,G#5,G#5,G#4,C5,G#4,C4,G#3,E-4,E-3,E-5,r,E-4,r,r
117.75,60.9052,81,1.1667,C6,G#5,G#5,G#4,C5,G#4,C4,G#3,E-4,E-3,C5,r,C4,r,r
118.0,61.0345,81,1.3333,C6,G#5,G#5,G#4,C5,G#4,C4,G#3,E-4,E-3,G#4,r,G#3,r,r
118.25,61.1638,81,1.5,C6,G#5,G#5,G#4,C5,G#4,C4,G#3,E-4,E-3,E-4,r,E-3,r,r
118.5,61.2931,81,1.6667,B5,G#5,G#5,G#4,B4,G#4,B3,E-3,E-4,E-3,r,r,r,r,r
118.75,61.4224,81,1.8333,B5,G#5,G#5,G#4,B4,G#4,B3,E-3,E-4,E-3,r,r,E-3,E-2,r
119.0,61.5517,82,1.0,C6,E-5,G#5,G#4,C5,E-4,C4,G#3,E-4,E-3,r,r,G#3,G#2,r
119.25,61.681,82,1.1667,C6,E-5,G#5,G#4,C5,E-4,C4,G#3,E-4,E-3,r,r,C4,C3,r
119.5,61.8103,82,1.3333,C6,E-5,G#5,G#4,C5,E-4,C4,G#3,E-4,E-3,r,r,E-4,E-3,r
119.75,61.9397,82,1.5,C6,E-5,G#5,G#4,C5,E-4,C4,G#3,E-4,E-3,r,r,G#4,G#3,r
120.0,62.069,82,1.6667,C#6,G#5,G#5,G#4,C#5,G#4,C#4,E3,E4,r,r,r,r,r,r
120.25,62.1983,82,1.8333,C#6,G#5,G#5,G#4,C#5,G#4,C#4,E3,E4,r,G#5,r,E4,r,r
120.5,62.3276,83,1.0,B-5,E5,E5,G#4,B-5,G#4,B-3,C#3,E4,r,E5,r,C#4,r,r
120.75,62.4569,83,1.1667,B-5,E5,E5,G#4,B-5,G#4,B-3,C#3,E4,r,C#5,r,B-3,r,r
121.0,62.5862,83,1.3333,B-5,E5,E5,G#4,B-5,G#4,B-3,C#3,E4,r,G#4,r,E3,r,r
121.25,62.7155,83,1.5,B-5,E5,E5,G#4,B-5,G#4,B-3,C#3,E4,r,E4,r,C#3,r,r
121.5,62.8448,83,1.6667,G#5,F5,F5,G#4,G#5,F4,G#4,D3,F4,r,r,r,r,r,r
121.75,62.9741,83,1.8333,G#5,F5,F5,G#4,G#5,F4,G#4,D3,F4,r,r,r,F3,D2,r
122.0,63.1034,84,1.0,C#5,B-4,B-4,G4,C#5,G4,C#4,E-3,B-3,r,r,r,G3,E-2,r
122.25,63.2328,84,1.1667,C#5,B-4,B-4,G4,C#5,G4,C#4,E-3,B-3,r,r,r,B-3,G2,r
122.5,63.3621,84,1.3333,C#5,B-4,B-4,G4,C#5,G4,C#4,E-3,B-3,r,r,r,C#4,B-2,r
122.75,63.4914,84,1.5,C#5,B-4,B-4,G4,C#5,G4,C#4,E-3,B-3,r,r,r,G4,E-3,r
123.0,63.6207,84,1.6667,r,r,G#4,E4,E5,r,r,C#3,G#4,E4,r,r,r,r,r
123.25,63.75,84,1.8333,r,r,G#4,E4,E5,r,r,C#3,G#4,E4,r,r,C#3,r,r
123.5,63.8793,85,1.0,r,r,G#4,E4,B-4,r,r,C#3,G#4,E4,r,r,E3,r,r
123.75,64.0086,85,1.1667,r,r,G#4,E4,B-4,r,r,C#3,G#4,E4,r,r,B-3,r,r
124.0,64.1379,85,1.3333,r,r,G#4,E4,B-4,r,r,C#3,G#4,E4,r,r,C#4,r,r
124.25,64.2672,85,1.5,r,r,G#4,E4,B-4,r,r,C#3,G#4,E4,r,r,E4,r,r
124.5,64.3966,85,1.6667,E6,r,G#5,G#4,r,r,E4,C#3,G#4,E4,r,r,r,r,r
124.75,64.5259,85,1.8333,E6,r,G#5,G#4,r,r,E4,C#3,G#4,E4,E5,r,r,C#2,r
125.0,64.6552,86,1.0,B-5,r,G#5,G#4,r,r,B-3,C#3,G#4,E4,C#5,r,r,E2,r
125.25,64.7845,86,1.1667,B-5,r,G#5,G#4,r,r,B-3,C#3,G#4,E4,G#4,r,r,B-2,r
125.5,64.9138,86,1.3333,B-5,r,G#5,G#4,r,r,B-3,C#3,G#4,E4,E4,r,r,C#3,r
125.75,65.0431,86,1.5,B-5,r,G#5,G#4,r,r,B-3,C#3,G#4,E4,C#4,r,r,E3,r
126.0,65.1724,86,1.6667,r,r,G#4,F4,F5,r,r,D3,G#4,F4,r,r,r,r,r
126.25,65.3017,86,1.8333,r,r,G#4,F4,F5,r,r,D3,G#4,F4,r,r,D3,r,r
126.5,65.431,87,1.0,r,r,G#4,F4,B-4,r,r,D3,G#4,F4,r,r,F3,r,r
126.75,65.5603,87,1.1667,r,r,G#4,F4,B-4,r,r,D3,G#4,F4,r,r,B-3,r,r
127.0,65.6897,87,1.3333,r,r,G#4,F4,B-4,r,r,D3,G#4,F4,r,r,D4,r,r
127.25,65.819,87,1.5,r,r,G#4,F4,B-4,r,r,D3,G#4,F4,r,r,F4,r,r
127.5,65.9483,87,1.6667,F6,r,G#5,G#4,r,r,F4,D3,G#4,F4,r,r,r,r,r
127.75,66.0776,87,1.8333,F6,r,G#5,G#4,r,r,F4,D3,G#4,F4,F5,r,r,D2,r
128.0,66.2069,88,1.0,B-5,r,G#5,G#4,r,r,B-3,D3,G#4,F4,D5,r,r,F2,r
128.25,66.3362,88,1.1667,B-5,r,G#5,G#4,r,r,B-3,D3,G#4,F4,G#4,r,r,B-2,r
128.5,66.4655,88,1.3333,B-5,r,G#5,G#4,r,r,B-3,D3,G#4,F4,F4,r,r,D3,r
128.75,66.5948,88,1.5,B-5,r,G#5,G#4,r,r,B-3,D3,G#4,F4,D4,r,r,F3,r
129.0,66.7241,88,1.6667,r,r,r,r,r,r,r,r,r,r,F4,F4,G#3,G#3,r
129.5,66.9828,89,1.0,r,r,r,r,r,r,r,r,r,r,C5,F4,G#3,D3,r
130.0,67.2414,89,1.3333,r,r,r,r,r,r,r,r,r,r,C5,E4,G#3,D3,r
130.5,67.5,89,1.6667,r,r,r,r,r,r,r,r,r,r,B-4,F4,B-3,D3,r
131.0,67.7586,90,1.0,r,r,r,r,r,r,r,r,r,r,G4,F4,B-3,C#3,r
131.5,68.0172,90,1.3333,r,r,r,r,r,r,r,r,r,r,G4,D4,B-3,C#3,r
132.0,68.2759,90,1.6667,r,r,r,r,r,r,r,r,r,r,G#4,E-4,G#3,C3,r
132.5,68.5345,91,1.0,r,r,r,r,r,r,r,r,r,r,E-5,G#4,G#3,F2,r
133.0,68.7931,91,1.3333,r,r,r,r,r,r,r,r,r,r,E-5,G4,G#3,F2,r
133.5,69.0517,91,1.6667,r,r,r,r,r,r,r,r,r,r,C#5,G#4,G#3,E2,r
134.0,69.3103,92,1.0,r,r,r,r,r,r,r,r,r,r,B4,G#4,G#3,E-2,r
134.5,69.569,92,1.3333,r,r,r,r,r,r,r,r,r,r,B4,G4,G#3,E-2,r
135.0,69.8276,92,1.6667,r,r,r,r,r,r,r,r,r,r,C5,G#4,G#4,G#2,r
135.5,70.0862,93,1.0,r,r,r,r,r,r,r,r,r,r,G5,E-5,G4,G#2,r
136.5,70.6034,93,1.6667,r,r,r,r,r,r,r,r,r,r,F5,C#5,F4,G#2,r
137.0,70.8621,94,1.0,r,r,r,r,r,r,r,r,r,r,F5,C#5,F4,G#2,r
137.5,71.1207,94,1.3333,r,r,r,r,r,r,r,r,r,r,E-5,C5,E-4,G#2,r
138.5,71.6379,95,1.0,r,r,r,r,r,r,r,r,r,r,D5,B4,D4,G#2,r
139.5,72.1552,95,1.6667,r,r,r,r,G#4,r,G#3,r,r,r,D5,B4,D4,G#2,r
139.875,72.3491,95,1.9167,r,r,r,r,B-4,r,B-3,r,r,r,D5,B4,D4,G#2,r
140.0,72.4138,96,1.0,r,r,r,r,B4,r,B3,r,r,r,D5,G#4,D4,G#2,r
140.5,72.6724,96,1.3333,r,r,r,r,B4,r,B3,r,r,r,D5,G#4,C#4,G#2,r
141.0,72.931,96,1.6667,r,r,r,r,B4,r,B3,r,r,r,C#5,G#4,C#4,G#2,r
141.5,73.1897,97,1.0,r,r,r,r,r,r,r,r,r,r,E5,C#5,E4,F#2,r
142.5,73.7069,97,1.6667,r,r,r,r,B-4,r,B-3,r,r,r,E5,C#5,E4,F#2,r
142.875,73.9009,97,1.9167,r,r,r,r,C5,r,C4,r,r,r,E5,C#5,E4,F#2,r
143.0,73.9655,98,1.0,r,r,r,r,C#5,r,C#4,r,r,r,E5,B-4,E4,G2,r
143.5,74.2241,98,1.3333,r,r,r,r,C#5,r,C#4,r,r,r,E-5,B-4,E-4,G2,r
144.5,74.7414,99,1.0,r,r,r,r,r,r,r,r,r,r,F#5,E-5,F#4,G#2,r
145.0,75.0,99,1.3333,C6,r,C5,C5,r,r,C4,r,r,r,F#5,E-5,F#4,G#2,r
145.75,75.3879,99,1.8333,D6,r,D5,D5,r,r,D4,r,r,r,F#5,E-5,F#4,G#2,r
146.0,75.5172,100,1.0,E-6,r,E-5,E-5,r,r,E-4,r,C4,C3,F#5,C5,F#4,G#2,r
147.0,76.0345,101,1.6667,r,r,r,r,r,r,r,r,C4,r,r,r,r,r,r
147.375,76.2284,101,1.9167,r,r,r,r,r,r,r,r,D4,r,r,r,r,r,r
147.5,76.2931,102,1.0,r,r,r,r,r,r,r,r,E-4,r,E-4,r,r,C2,C2
147.6667,76.3793,102,1.1111,r,r,r,r,r,r,r,r,E-4,r,G3,r,r,C2,C2
147.75,76.4224,102,1.1667,G4,E-4,r,r,r,r,r,r,E-4,r,G3,r,r,G2,C2
147.8333,76.4655,102,1.2222,G4,E-4,r,r,r,r,r,r,E-4,r,G3,r,r,G2,C2
148.0,76.5517,102,1.3333,G4,E-4,r,r,r,r,r,r,E-4,r,G4,G4,r,E-3,r
148.1667,76.6379,102,1.4444,G4,E-4,r,r,r,r,r,r,E-4,r,G4,E-4,r,E-3,r
148.25,76.681,102,1.5,G4,E-4,r,r,r,r,r,r,E-4,r,G4,E-4,C4,r,r
148.3333,76.7241,102,1.5556,G4,E-4,r,r,r,r,r,r,E-4,r,G4,E-4,C4,r,r
148.5,76.8103,102,1.6667,G4,E-4,r,r,r,r,r,r,E-4,r,E-5,C4,B-3,r,r
148.6667,76.8966,102,1.7778,G4,E-4,r,r,r,r,r,r,E-4,r,G4,C4,B-3,r,r
148.75,76.9397,102,1.8333,G4,E-4,r,r,r,r,r,r,E-4,r,G4,C4,G3,r,r
148.8333,76.9827,102,1.8889,G4,E-4,r,r,r,r,r,r,E-4,r,G4,C4,G3,r,r
149.0,77.069,103,1.0,G#4,D4,r,r,r,r,r,r,G4,r,G#5,C5,F3,F2,F1
149.1667,77.1552,103,1.1111,G#4,D4,r,r,r,r,r,r,G4,r,G#5,G#4,F3,F2,F1
149.25,77.1983,103,1.1667,G#4,D4,r,r,r,r,r,r,G4,r,G#5,G#4,G#3,C3,F1
149.3333,77.2414,103,1.2222,G#4,D4,r,r,r,r,r,r,G4,r,G#5,G#4,G#3,C3,F1
149.375,77.2629,103,1.25,G#4,D4,r,r,r,r,r,r,F4,r,G#5,r,G#3,C3,F1
